500 5 0
192138 188195 180749 181263 183890 
983 30 815 827 836 922 
775 687 499 450 254 579 
842 802 755 843 975 343 
1083 670 103 859 991 959 
865 322 879 236 573 963 
685 169 598 566 658 281 
1079 261 966 792 294 943 
989 762 785 952 756 139 
781 395 70 399 603 938 
800 43 280 498 677 767 
671 870 101 700 885 222 
536 11 430 713 210 333 
833 704 886 201 580 226 
765 407 579 733 552 126 
646 180 839 920 398 135 
926 227 969 396 198 415 
647 953 323 191 266 582 
693 371 980 46 192 620 
434 463 46 325 35 780 
999 504 52 961 821 940 
495 26 827 355 503 493 
973 470 628 939 557 197 
384 134 352 243 445 663 
924 181 945 441 335 592 
639 470 812 54 666 316 
573 957 523 456 127 278 
701 24 606 764 309 954 
757 385 836 532 656 193 
915 550 336 956 423 639 
714 915 929 216 229 921 
588 563 823 414 123 15 
957 737 809 845 250 931 
721 950 370 346 536 520 
612 786 427 597 198 487 
756 550 650 250 714 102 
856 566 996 679 764 764 
361 539 22 369 302 211 
988 764 879 736 84 681 
973 999 445 953 576 690 
350 415 244 60 128 348 
603 752 234 200 453 575 
1073 376 649 118 876 917 
729 684 273 279 367 898 
423 53 79 601 679 650 
462 185 301 363 186 381 
317 621 545 73 182 57 
631 410 9 342 101 281 
724 464 349 387 213 862 
450 861 523 61 374 94 
1062 880 883 298 812 464 
708 310 703 27 523 509 
568 716 612 360 900 219 
1087 814 454 686 775 814 
1181 853 940 511 940 960 
506 447 989 31 367 135 
391 483 190 109 346 17 
901 125 788 764 771 114 
867 871 212 817 638 383 
901 761 411 541 210 367 
871 825 660 307 890 315 
645 552 35 475 356 826 
657 136 753 953 213 752 
743 904 214 174 769 13 
724 163 440 224 731 357 
765 636 757 813 602 831 
916 415 293 416 733 394 
812 216 362 430 68 551 
661 325 213 503 827 811 
797 112 964 408 643 59 
810 197 597 428 368 123 
652 230 229 284 913 22 
1129 101 816 615 905 970 
583 463 299 26 859 139 
352 429 201 249 440 159 
831 646 4 933 950 671 
915 706 859 28 253 591 
1047 867 514 917 596 518 
821 487 689 182 268 83 
513 339 242 173 8 154 
887 892 982 664 528 233 
764 850 983 394 811 634 
669 331 262 578 35 663 
486 633 485 810 334 124 
849 562 740 207 98 680 
783 610 141 614 64 443 
524 269 676 386 674 111 
781 162 126 105 700 493 
954 358 422 388 712 698 
658 523 6 840 828 266 
494 205 249 4 518 32 
872 578 451 829 344 721 
658 570 498 423 602 729 
558 897 191 622 648 231 
831 708 207 40 352 499 
877 796 335 459 503 255 
469 534 369 172 229 574 
721 230 96 578 265 151 
569 262 176 59 459 723 
683 32 684 695 206 283 
729 153 811 226 749 259 
1064 761 696 728 382 955 
633 314 478 163 822 534 
434 563 254 156 440 411 
469 315 411 240 416 260 
896 89 323 917 29 958 
666 811 72 3 530 149 
480 85 631 37 922 308 
810 595 682 184 164 884 
517 24 51 134 240 716 
671 59 84 292 114 652 
562 504 226 286 351 539 
720 782 389 128 118 174 
969 936 503 262 571 907 
790 292 887 535 462 448 
825 357 616 226 220 842 
669 194 14 29 119 962 
289 46 598 117 26 204 
1086 327 757 84 950 963 
743 87 940 187 507 872 
883 54 186 806 239 947 
796 944 586 424 725 126 
553 64 305 937 615 842 
814 580 647 163 736 95 
752 410 935 89 78 98 
1164 920 436 581 987 998 
308 687 11 164 143 144 
596 823 962 110 30 876 
592 261 668 648 422 669 
1157 853 635 667 815 751 
880 240 765 135 744 818 
851 391 272 603 695 745 
393 450 190 9 906 301 
581 262 580 835 581 635 
561 109 244 462 822 146 
658 469 239 102 77 266 
828 666 670 369 717 891 
618 166 953 888 763 104 
953 48 238 642 912 536 
523 112 658 287 43 898 
1073 912 340 758 987 592 
573 983 185 344 295 417 
1022 235 720 707 945 820 
695 608 664 257 307 387 
585 215 425 334 64 214 
729 110 243 944 5 522 
802 484 61 735 532 276 
816 732 721 146 102 503 
681 332 424 851 82 42 
522 810 442 458 293 49 
520 97 398 197 721 133 
828 892 462 397 333 417 
815 770 522 539 231 494 
650 644 7 637 710 484 
907 935 660 528 617 419 
368 422 86 632 274 282 
797 865 203 473 486 815 
812 708 610 664 37 630 
721 506 502 13 771 513 
1034 810 496 366 837 645 
857 630 368 29 951 844 
893 602 446 614 203 417 
721 179 818 171 100 712 
764 396 716 36 271 98 
1032 953 397 508 90 857 
447 751 23 56 441 963 
600 573 765 756 129 495 
423 892 456 61 297 91 
617 874 265 616 360 646 
811 671 732 165 757 857 
567 894 748 191 196 118 
1151 159 988 933 402 776 
846 577 504 933 715 740 
1172 663 860 306 914 652 
425 446 119 35 136 643 
970 756 812 524 371 818 
471 686 140 177 102 761 
776 574 491 698 128 133 
714 849 464 900 525 289 
845 254 360 458 299 657 
820 423 842 728 220 319 
973 485 801 796 241 521 
694 29 430 926 89 612 
