250 5 0
98957 92395 92576 96199 94103 
760 925 398 749 927 175 
792 41 333 919 518 759 
952 936 739 440 524 614 
679 781 661 205 876 797 
487 652 575 237 327 364 
529 247 377 101 330 637 
835 490 613 258 911 656 
764 996 898 118 755 952 
696 955 539 160 631 684 
535 175 497 628 800 131 
887 432 639 455 713 963 
746 644 29 386 737 327 
643 514 72 73 938 558 
830 561 407 519 714 11 
1117 966 131 914 280 938 
409 267 41 409 454 7 
538 827 2 830 259 737 
797 479 436 551 55 648 
582 141 276 673 594 190 
1011 822 358 894 807 562 
600 795 273 400 350 621 
929 881 335 406 886 813 
678 67 144 105 745 507 
959 246 413 313 948 520 
586 689 531 553 351 462 
512 176 926 278 360 668 
945 817 183 272 513 597 
849 884 240 240 408 598 
946 496 407 857 796 904 
869 333 496 184 177 894 
768 544 158 37 866 88 
784 765 112 674 531 479 
757 172 398 919 483 758 
607 359 744 316 349 182 
744 955 402 399 486 826 
555 166 851 711 230 701 
563 197 506 152 643 272 
897 799 114 195 738 715 
878 307 597 896 290 194 
758 647 379 480 11 101 
1067 959 299 776 796 87 
936 555 338 813 793 921 
359 893 378 64 189 173 
490 495 488 226 794 254 
558 246 206 427 365 586 
790 988 73 460 996 767 
852 436 81 184 674 652 
887 907 728 522 892 416 
636 817 133 434 273 791 
497 289 783 253 6 350 
726 189 841 701 181 95 
1011 661 716 967 272 196 
795 918 140 775 433 616 
1075 167 591 546 854 990 
559 398 904 593 423 423 
805 422 339 122 534 127 
748 527 768 7 616 147 
562 455 325 56 1 720 
500 302 739 497 329 30 
290 332 490 119 447 5 
745 111 616 787 25 864 
826 502 184 57 650 467 
796 948 198 1000 802 471 
910 714 202 448 448 544 
598 472 33 116 793 264 
775 227 152 169 627 800 
430 6 163 62 985 717 
601 26 944 302 579 38 
1056 855 979 641 404 977 
752 594 150 241 472 796 
906 840 379 600 802 85 
461 259 418 47 572 787 
592 998 285 275 24 252 
823 395 46 318 448 809 
922 184 621 870 608 731 
557 531 407 126 12 532 
752 807 168 322 59 619 
899 938 645 734 690 139 
847 611 953 407 198 22 
1053 778 452 661 295 990 
564 49 582 471 605 923 
887 156 194 936 778 883 
1014 978 772 973 590 162 
284 60 381 659 78 218 
557 37 353 729 125 990 
924 958 974 832 8 13 
742 266 241 584 925 8 
712 589 769 109 84 546 
797 173 995 132 773 933 
872 798 579 461 436 586 
1041 926 972 475 381 264 
1117 873 901 790 209 760 
777 633 761 325 477 39 
950 582 478 811 412 989 
685 469 222 432 177 90 
1063 467 836 910 80 882 
533 889 46 670 33 661 
833 988 436 303 361 485 
649 995 422 596 357 551 
694 313 403 116 488 543 
769 833 33 522 809 425 
731 82 558 846 957 376 
414 504 134 691 117 10 
587 114 167 507 301 361 
822 808 207 559 292 626 
851 502 916 412 405 170 
863 450 385 418 898 182 
444 695 346 197 501 392 
1060 831 718 279 843 136 
1083 689 979 766 294 568 
780 668 829 30 101 367 
542 290 826 699 746 19 
805 810 766 228 375 335 
890 161 654 663 289 935 
1058 700 509 752 611 328 
650 458 513 864 457 933 
929 552 431 919 522 334 
793 709 237 922 798 843 
855 253 180 837 116 959 
665 321 522 833 703 504 
961 666 674 175 894 420 
1028 827 472 692 905 609 
410 273 624 303 364 434 
500 323 735 44 926 117 
907 37 770 609 720 104 
