250 5 0
29461 32100 30151 31550 31572 
722 132 222 731 762 173 
538 792 472 557 306 37 
562 214 557 753 215 767 
586 266 546 26 665 919 
955 529 397 330 840 829 
989 891 879 428 388 638 
712 280 570 212 40 3 
1073 851 694 735 159 627 
483 873 46 518 785 161 
750 229 208 144 535 465 
762 303 947 401 906 470 
704 277 851 412 386 542 
866 741 571 452 863 10 
781 50 836 87 3 548 
592 23 161 458 636 134 
826 182 229 473 827 921 
850 270 273 305 960 190 
762 287 200 398 341 493 
873 710 768 178 299 461 
1236 534 963 873 877 947 
721 28 866 726 202 198 
729 712 619 10 503 34 
875 753 654 14 659 132 
645 598 470 112 902 570 
712 882 949 862 157 397 
892 808 339 471 866 966 
946 631 667 896 855 566 
734 698 765 340 778 433 
1072 688 719 969 279 529 
761 339 643 929 684 33 
680 440 772 671 545 796 
1157 989 210 933 479 719 
697 878 767 22 635 836 
880 749 813 862 481 671 
976 171 719 729 968 124 
896 657 777 339 105 283 
647 872 821 465 398 103 
698 369 278 56 218 892 
665 18 766 619 612 369 
815 700 494 420 139 714 
919 366 617 866 303 939 
759 233 246 844 360 364 
662 791 300 390 19 185 
379 177 324 27 714 100 
469 673 187 154 11 727 
1009 601 556 987 423 269 
612 282 416 834 185 496 
689 435 205 167 674 73 
764 157 797 299 435 721 
1020 106 740 627 603 624 
903 505 85 975 330 696 
545 2 997 49 596 495 
483 408 442 951 112 196 
994 711 8 597 628 940 
1009 854 261 920 927 477 
825 547 549 451 950 680 
831 735 221 812 672 581 
461 25 119 901 81 993 
1166 840 961 942 257 737 
323 9 472 64 81 765 
801 827 866 586 679 702 
762 595 479 292 678 965 
970 425 730 381 376 796 
835 750 519 32 753 558 
804 526 757 93 70 87 
836 829 404 573 509 793 
512 530 68 457 187 594 
1037 424 781 880 703 861 
702 432 788 737 42 832 
793 153 14 793 180 921 
948 529 16 271 862 578 
811 835 121 683 149 245 
1237 912 845 441 916 815 
685 662 940 274 420 453 
532 357 53 259 276 722 
421 10 95 939 518 165 
932 795 671 829 900 18 
414 440 11 114 518 106 
513 216 555 660 233 764 
647 501 646 565 444 4 
988 373 722 879 357 403 
623 460 213 218 659 600 
803 194 152 737 254 934 
885 634 183 407 478 812 
743 618 317 123 263 966 
895 956 609 153 738 498 
444 316 639 10 196 372 
937 19 538 419 656 847 
820 316 699 74 479 580 
567 416 246 114 928 119 
881 267 788 143 135 942 
896 723 625 169 857 594 
624 626 525 949 46 525 
623 982 423 869 70 83 
768 617 768 377 847 953 
814 192 641 430 138 476 
958 181 806 170 516 879 
666 127 301 161 549 660 
843 859 924 82 824 583 
564 407 683 879 123 68 
908 202 105 905 515 761 
936 65 504 286 859 693 
466 92 768 285 284 190 
951 898 943 155 237 189 
911 918 643 603 43 318 
676 788 939 372 59 973 
923 444 240 853 781 632 
798 554 867 675 487 667 
1040 156 880 734 992 186 
734 470 418 715 190 757 
548 32 259 655 717 160 
621 397 95 123 418 635 
961 672 990 115 918 686 
662 604 668 145 843 916 
775 360 827 127 137 447 
872 949 232 973 347 76 
843 569 971 964 416 19 
709 7 248 566 95 259 
449 11 579 572 114 282 
762 375 198 714 803 679 
801 993 775 310 587 496 
647 722 49 631 5 743 
299 219 101 322 321 212 
1015 910 823 984 569 295 
796 668 841 123 477 524 
586 221 178 300 828 977 
767 360 295 322 661 546 
447 667 199 265 34 880 
558 169 27 244 605 83 
817 291 848 570 43 544 
1021 989 680 556 55 995 
1078 805 549 617 814 914 
591 244 693 721 825 168 
681 100 138 200 733 881 
426 404 390 120 752 108 
1072 504 719 990 386 794 
701 712 883 88 210 894 
483 434 17 10 597 643 
433 218 501 439 327 269 
668 407 441 669 860 589 
705 341 317 814 784 679 
1095 531 431 822 936 710 
948 747 430 733 180 324 
735 273 720 889 275 556 
884 420 346 225 653 401 
819 347 817 787 164 621 
787 84 270 458 963 773 
823 293 561 978 506 893 
871 478 531 721 58 475 
594 823 652 506 92 247 
902 690 330 389 705 86 
1005 485 680 782 808 527 
846 822 337 26 347 659 
791 81 216 140 817 210 
911 494 227 880 336 148 
643 236 602 883 465 532 
637 842 142 163 332 229 
519 271 655 242 208 410 
734 413 173 217 899 40 
592 502 833 264 170 852 
615 508 28 451 80 563 
1007 522 821 609 870 499 
502 249 799 14 208 999 
1048 876 843 46 471 533 
522 464 352 857 246 407 
955 951 53 214 571 556 
733 273 706 422 672 653 
346 244 153 234 516 517 
822 310 236 168 362 985 
474 440 239 227 329 504 
630 576 546 623 160 711 
1000 299 16 632 894 811 
595 309 831 164 732 177 
648 96 219 716 380 692 
556 329 662 139 933 474 
652 98 634 806 95 408 
