100 5 0
24045 24345 26096 25634 24302 
1231 666 716 923 742 827 
498 688 97 385 496 439 
927 983 257 266 589 328 
1115 479 968 374 804 494 
671 117 460 886 302 745 
888 68 815 895 958 386 
477 357 704 107 873 124 
982 972 32 647 201 996 
1018 505 961 138 818 847 
699 865 767 39 391 440 
772 36 253 461 491 943 
867 603 693 866 166 999 
913 982 737 524 133 181 
534 727 316 500 125 500 
762 396 780 589 858 574 
707 23 233 586 858 355 
610 201 190 410 516 934 
797 67 414 595 468 472 
801 423 393 687 113 76 
705 272 143 98 688 693 
397 234 536 585 40 122 
418 567 274 241 303 447 
502 168 69 308 568 881 
667 798 87 436 489 847 
1105 693 693 368 727 971 
694 2 449 773 149 500 
865 317 840 523 709 644 
554 576 480 223 510 116 
852 393 662 978 747 679 
717 990 906 141 208 315 
642 284 877 47 605 648 
445 235 320 386 55 378 
1083 602 890 766 549 450 
596 374 791 729 411 187 
849 471 464 748 131 368 
619 196 316 628 83 427 
406 30 78 47 785 225 
775 268 800 826 273 57 
441 47 576 234 396 458 
714 516 728 430 445 274 
513 362 475 123 417 182 
651 963 546 265 365 395 
1060 570 845 909 873 396 
409 174 406 143 155 613 
723 226 86 395 879 47 
761 281 580 863 741 337 
784 213 856 154 426 586 
651 297 927 262 742 694 
725 699 325 335 755 813 
761 51 655 696 118 340 
576 327 85 313 26 51 
508 590 690 557 24 41 
731 929 95 150 88 981 
704 342 4 558 534 699 
640 883 193 898 62 862 
616 145 552 82 17 574 
855 31 840 984 455 873 
1001 753 458 246 923 738 
641 947 995 98 293 487 
834 71 491 860 640 12 
537 449 7 597 856 556 
620 579 518 101 919 689 
603 772 284 762 751 282 
364 876 121 607 178 1 
553 755 728 530 332 31 
615 342 306 657 784 5 
589 30 646 340 749 787 
574 809 365 104 51 348 
790 24 632 943 875 286 
759 336 937 783 417 361 
700 217 558 621 196 123 
887 568 48 688 727 39 
575 299 229 721 950 490 
550 157 303 384 483 138 
1162 846 666 233 809 892 
772 183 873 689 232 829 
973 654 881 296 101 933 
387 223 411 339 745 141 
383 10 272 209 507 758 
700 870 466 122 261 679 
934 835 330 599 814 47 
650 808 665 624 757 98 
959 508 60 861 652 729 
1282 977 782 866 727 982 
969 309 450 543 658 675 
1163 997 769 810 902 749 
886 920 583 769 421 42 
835 892 427 846 731 168 
1137 749 799 955 1000 600 
502 355 266 642 303 192 
483 819 319 561 68 337 
511 186 100 922 53 163 
796 46 362 994 501 264 
1090 591 213 931 782 793 
690 102 307 908 718 536 
901 859 468 329 979 843 
773 935 352 366 530 715 
829 855 873 513 824 964 
885 334 355 274 692 651 
1103 968 89 868 926 619 
