500 5 0
123974 123850 120643 125440 125134 
758 356 56 43 830 753 
454 776 277 483 36 602 
850 957 586 95 215 162 
677 942 624 397 836 9 
918 483 51 33 933 690 
957 520 363 581 881 308 
759 951 665 878 909 71 
549 663 893 77 724 15 
827 349 213 584 961 993 
752 882 720 487 198 497 
728 489 8 542 631 406 
781 210 468 255 770 97 
1028 322 656 846 903 624 
837 904 152 739 781 608 
529 989 486 75 126 635 
664 457 126 656 828 816 
712 156 111 215 498 938 
458 823 288 102 674 174 
601 705 195 620 557 687 
584 235 221 594 607 968 
990 13 992 582 388 991 
860 719 239 231 934 178 
870 45 72 379 892 557 
772 962 484 626 793 789 
546 761 779 76 523 324 
566 716 640 89 169 743 
627 319 52 478 132 966 
902 806 550 381 696 723 
851 583 959 412 108 884 
745 546 729 288 154 680 
946 654 445 64 591 780 
720 684 392 90 214 184 
877 334 633 300 424 913 
623 218 248 789 918 293 
777 168 277 646 886 961 
715 612 765 366 137 483 
715 481 844 28 616 88 
383 182 82 49 585 336 
539 548 305 610 399 453 
539 757 246 66 476 744 
775 51 607 51 153 728 
776 430 860 843 519 749 
379 303 600 90 324 346 
882 728 38 540 808 755 
810 569 465 710 736 969 
379 9 805 42 530 13 
705 463 512 29 980 296 
744 343 526 953 624 1000 
549 506 773 223 764 276 
717 3 409 753 361 873 
560 353 144 491 664 783 
575 164 45 517 7 644 
866 959 221 439 430 566 
430 153 262 109 629 215 
833 922 484 634 174 209 
913 945 69 656 985 838 
541 265 816 52 242 67 
590 613 756 480 563 463 
1032 264 916 735 997 539 
818 243 462 424 60 490 
526 119 972 73 666 525 
996 961 568 628 264 114 
674 623 796 83 413 982 
473 150 452 790 85 139 
768 397 90 856 311 98 
888 342 853 278 295 623 
788 330 521 610 291 930 
1096 799 951 930 770 958 
820 756 124 424 327 998 
893 602 510 704 476 580 
711 23 305 585 375 485 
1057 515 446 918 539 551 
290 132 502 62 381 174 
883 498 374 333 839 846 
566 41 543 95 367 302 
732 970 299 180 527 716 
773 953 927 13 723 991 
404 717 556 41 15 417 
660 380 401 824 447 805 
617 123 836 22 775 379 
978 592 847 382 624 58 
615 805 927 240 83 559 
648 763 138 34 703 663 
1099 991 303 856 173 869 
949 632 766 261 9 697 
726 140 973 483 65 809 
558 305 173 504 18 994 
834 205 290 88 811 719 
758 337 32 481 497 54 
607 258 172 850 254 471 
570 553 296 839 63 228 
796 240 326 233 620 140 
651 502 98 514 272 647 
1140 904 485 541 570 895 
968 838 629 780 914 36 
619 107 146 690 475 765 
724 361 987 967 397 811 
831 892 691 161 288 766 
852 418 711 202 41 565 
668 767 526 739 517 115 
650 395 250 806 59 4 
746 682 431 586 761 722 
891 655 809 612 110 6 
781 186 926 240 991 282 
421 288 92 27 756 794 
1138 983 920 124 907 731 
448 471 78 71 719 483 
934 848 146 348 678 534 
871 884 706 701 201 676 
415 373 229 26 60 557 
691 948 280 773 126 153 
804 54 400 519 851 585 
651 104 268 899 973 661 
755 317 435 195 961 983 
908 999 769 705 329 980 
922 227 89 195 867 876 
940 570 473 394 917 111 
930 968 885 392 492 792 
1027 137 755 846 89 953 
885 117 675 738 599 802 
422 160 217 643 543 235 
829 507 614 942 377 439 
820 427 480 461 491 714 
555 109 244 304 952 859 
443 202 872 54 749 68 
824 790 184 700 320 527 
1171 325 928 898 473 981 
766 786 529 503 49 205 
843 250 939 793 640 230 
499 300 738 27 88 356 
1006 889 942 886 374 683 
504 438 178 774 346 666 
819 309 792 279 708 514 
596 704 315 808 496 513 
814 589 442 363 427 97 
930 666 846 57 944 826 
471 191 231 401 520 566 
662 931 529 539 244 804 
710 610 380 617 508 113 
650 842 197 23 662 255 
533 592 210 773 482 598 
804 392 408 284 641 240 
1128 776 989 587 633 893 
640 40 57 54 913 738 
858 936 870 960 604 365 
980 315 755 475 721 657 
579 214 870 281 366 713 
801 346 452 310 959 89 
645 595 631 772 689 130 
820 301 196 252 613 837 
907 299 629 915 602 133 
489 331 552 304 709 333 
631 661 453 98 302 307 
670 905 580 652 142 495 
800 445 459 594 72 229 
785 425 272 324 514 324 
1046 516 808 911 664 426 
896 804 57 847 522 123 
831 276 694 582 711 489 
949 996 458 893 271 948 
913 832 460 542 361 274 
1045 918 506 461 191 944 
429 54 175 215 394 115 
967 834 706 678 803 586 
935 76 756 377 682 295 
554 715 324 248 265 777 
844 905 611 213 702 933 
821 962 933 737 472 790 
589 257 64 543 200 672 
1142 616 2 815 979 922 
744 26 258 654 263 198 
577 855 642 675 223 191 
625 206 591 588 158 998 
697 261 829 247 726 114 
735 872 689 611 369 352 
1030 328 912 41 756 997 
840 426 308 723 134 194 
731 264 89 622 165 245 
503 343 600 553 39 315 
371 314 15 313 201 267 
592 733 40 229 143 736 
832 107 796 711 589 919 
389 70 515 904 94 143 
657 980 744 360 228 440 
806 978 250 846 516 710 
729 915 709 869 61 992 
541 720 393 549 607 324 
732 262 508 782 104 250 
620 333 928 123 331 722 
976 200 720 800 801 561 
389 50 246 447 39 169 
1217 961 821 868 564 666 
680 83 884 862 241 70 
926 91 580 968 165 842 
858 473 609 524 213 14 
658 172 862 193 382 117 
644 326 200 693 133 709 
667 67 72 932 804 178 
541 849 812 170 96 395 
1122 731 876 831 677 359 
947 110 632 863 987 274 
885 997 513 721 543 627 
941 837 687 581 447 300 
1054 896 321 809 752 688 
923 142 673 636 725 637 
947 6 917 884 668 363 
662 179 92 892 286 955 
982 351 333 849 970 707 
881 956 365 630 537 916 
729 314 708 870 396 867 
769 571 592 633 739 100 
858 363 819 507 531 363 
851 758 940 115 229 435 
853 427 492 330 730 621 
431 130 382 172 348 598 
560 243 108 362 509 669 
1109 757 409 863 755 860 
569 993 177 167 252 896 
818 843 75 350 455 567 
737 721 766 430 939 307 
917 899 698 324 732 781 
900 76 710 910 307 867 
830 408 153 438 950 565 
737 784 698 851 385 606 
876 955 141 145 550 259 
1033 545 918 275 419 515 
680 259 772 398 808 316 
565 699 208 256 619 457 
475 53 618 412 653 474 
782 256 865 115 306 452 
510 303 22 179 785 762 
911 509 395 468 695 133 
757 118 797 439 667 810 
425 490 240 642 208 153 
819 950 43 119 157 763 
686 397 188 889 290 48 
561 249 328 227 727 169 
370 795 87 233 346 12 
665 809 157 878 119 293 
828 885 183 421 644 92 
443 583 418 255 382 275 
587 611 420 138 590 100 
350 169 109 650 27 396 
748 526 16 228 691 129 
409 880 82 215 180 393 
680 140 620 436 110 65 
918 864 517 247 469 979 
910 14 460 184 703 906 
681 319 394 869 481 149 
950 515 1000 44 373 937 
448 30 232 414 448 311 
932 637 207 748 882 968 
756 591 788 504 668 89 
435 367 250 673 578 64 
570 45 302 738 958 84 
859 682 968 843 222 433 
599 376 821 759 153 690 
662 538 714 30 664 114 
1006 307 433 508 787 971 
583 160 254 603 540 374 
860 607 715 844 578 672 
707 10 462 966 417 104 
564 851 73 351 32 482 
828 480 705 192 624 823 
564 856 320 328 310 858 
723 431 501 953 14 187 
635 50 407 771 424 946 
742 357 609 178 989 607 
587 125 332 266 612 611 
703 794 907 640 256 156 
737 506 164 186 156 895 
643 586 359 118 594 720 
475 108 668 456 365 455 
984 914 106 570 995 207 
504 193 119 748 398 9 
1020 795 405 846 841 812 
447 593 428 137 205 604 
718 662 596 196 952 211 
611 519 225 58 576 933 
551 230 647 40 388 688 
662 496 957 24 984 408 
613 313 963 219 150 530 
492 210 529 332 587 459 
417 104 102 247 142 201 
754 609 151 17 308 191 
812 9 20 818 374 785 
656 521 365 396 823 606 
1018 751 544 795 522 923 
897 554 269 512 810 417 
889 173 535 337 915 14 
1100 298 991 775 229 717 
637 331 321 929 207 365 
847 933 708 662 220 973 
767 970 544 419 707 781 
934 476 508 431 581 404 
562 171 55 426 590 791 
564 414 249 99 189 272 
902 612 387 950 377 337 
821 844 491 826 448 297 
1124 737 833 437 881 735 
813 571 509 554 875 571 
614 781 401 288 886 194 
978 720 178 63 934 688 
889 525 717 948 203 342 
966 305 441 831 6 920 
861 511 20 230 932 140 
519 948 455 158 213 142 
829 426 668 687 559 157 
563 290 913 81 718 418 
980 481 132 316 936 553 
949 816 361 701 574 277 
763 546 550 795 242 430 
841 97 978 767 678 751 
482 372 224 332 153 11 
602 630 493 89 503 468 
793 251 908 935 343 469 
733 745 179 341 402 223 
712 850 156 215 373 732 
608 405 31 163 160 875 
918 270 530 236 998 499 
635 832 30 491 569 241 
825 83 21 989 566 745 
818 463 479 438 614 378 
1034 483 681 499 869 422 
629 335 251 594 634 642 
963 239 781 484 967 131 
723 562 727 98 265 79 
763 527 653 244 754 506 
971 551 528 526 865 653 
583 282 823 385 786 203 
1123 889 942 123 830 745 
1000 528 219 921 181 758 
1064 675 586 945 686 249 
437 603 49 201 413 368 
720 528 814 462 76 536 
1022 655 913 495 816 822 
1045 927 426 421 417 805 
1041 843 188 407 791 539 
777 826 653 128 303 704 
875 706 827 880 763 172 
756 187 680 839 880 780 
1054 461 325 876 198 965 
1040 570 797 670 686 226 
589 964 8 424 369 198 
753 904 697 748 36 961 
492 434 249 247 254 173 
595 91 356 380 533 809 
820 933 425 86 453 269 
807 919 240 245 839 217 
613 970 483 274 248 683 
614 824 76 655 65 573 
936 864 597 878 930 466 
995 604 934 994 374 475 
626 282 117 464 9 827 
912 819 400 754 823 25 
893 386 717 769 653 337 
726 478 281 264 550 304 
853 600 999 239 910 178 
720 662 379 969 931 156 
656 371 739 291 3 91 
508 74 461 362 256 273 
612 144 810 466 496 538 
680 459 40 518 106 74 
1070 988 776 920 146 573 
509 653 341 192 724 437 
857 644 20 940 699 454 
505 180 936 502 222 168 
775 503 866 526 41 138 
1028 470 903 242 606 528 
773 804 705 307 806 36 
986 234 880 923 365 698 
996 652 626 280 486 896 
749 861 923 563 59 227 
709 699 494 490 794 853 
588 70 262 400 920 700 
707 594 663 88 675 165 
1086 910 946 54 194 869 
860 165 573 749 395 30 
896 408 983 222 876 971 
510 271 332 234 391 593 
651 875 214 625 555 261 
934 826 743 706 824 948 
805 379 755 961 723 313 
431 269 146 9 790 776 
854 700 942 756 529 565 
858 548 837 468 242 466 
950 933 891 298 903 514 
744 69 390 762 800 861 
717 616 406 120 511 941 
1031 840 245 838 702 250 
888 32 431 523 444 522 
595 409 352 402 722 312 
836 929 640 335 643 684 
556 54 653 554 371 317 
941 914 770 188 675 778 
985 867 624 448 519 499 
305 312 220 103 108 55 
854 128 936 135 66 602 
795 628 498 936 797 783 
997 782 225 154 749 680 
801 870 744 822 405 176 
531 212 739 60 976 648 
833 596 240 894 798 601 
884 312 850 776 711 331 
426 14 201 301 367 421 
750 434 647 80 237 931 
337 3 196 488 533 20 
861 196 649 523 326 390 
930 619 917 284 576 213 
669 380 36 77 594 752 
1021 950 942 950 437 297 
779 185 495 644 118 160 
826 252 653 505 390 571 
704 945 674 831 380 449 
911 69 412 800 333 809 
742 637 73 332 313 725 
869 698 606 560 626 544 
568 272 503 392 107 792 
648 621 255 894 303 22 
793 831 147 463 966 779 
643 830 746 737 428 130 
612 812 719 41 969 212 
716 22 100 944 523 698 
956 687 957 55 327 282 
1078 874 89 917 898 878 
593 92 263 536 347 436 
941 628 979 324 177 980 
940 182 531 554 86 961 
951 822 417 846 240 615 
623 119 343 260 985 502 
1033 918 697 683 545 214 
953 852 133 442 845 953 
817 575 949 129 238 884 
860 106 835 553 909 613 
1013 193 774 410 634 983 
443 229 235 752 231 43 
832 407 657 389 892 387 
869 442 480 172 262 518 
603 689 590 936 100 369 
1097 947 831 113 986 343 
925 207 394 784 503 240 
895 424 551 926 705 730 
829 868 664 613 287 611 
840 19 583 612 314 259 
948 748 389 501 232 955 
819 391 931 273 652 642 
969 831 408 293 879 780 
