500 5 0
120899 125364 132552 120850 124639 
628 333 486 283 851 305 
795 929 91 920 29 864 
1040 333 790 750 998 10 
247 65 24 711 6 247 
583 145 433 481 957 237 
676 28 158 933 743 518 
860 477 33 674 959 10 
513 13 117 215 762 274 
719 780 212 868 476 818 
802 96 492 746 829 318 
657 517 437 494 797 235 
692 29 625 211 322 201 
842 819 523 165 626 575 
602 51 364 836 612 723 
895 736 351 65 703 276 
793 631 154 131 136 844 
894 619 935 975 860 460 
833 687 598 244 765 439 
779 121 940 118 891 442 
1183 916 997 980 51 593 
671 826 122 671 434 644 
804 310 943 781 67 243 
633 501 93 682 893 597 
564 324 289 730 22 735 
769 472 502 929 61 392 
519 266 797 838 28 448 
826 588 736 162 236 561 
1071 986 501 795 725 505 
829 752 592 726 341 24 
534 506 986 112 121 220 
1010 508 639 122 546 748 
922 999 763 540 242 414 
582 486 632 455 466 816 
546 331 602 694 726 12 
987 780 207 989 695 108 
915 752 577 405 667 698 
786 241 325 536 551 708 
949 261 635 464 584 668 
736 601 952 328 997 535 
1005 926 444 508 757 807 
638 525 890 181 53 532 
770 825 502 438 337 255 
829 138 975 925 793 87 
753 465 99 850 644 369 
848 223 955 990 781 61 
772 395 73 333 349 791 
1105 844 150 993 742 940 
1111 908 332 463 841 668 
550 975 470 106 691 157 
627 91 330 323 746 371 
938 285 814 380 513 391 
629 895 113 677 418 502 
434 52 266 164 155 148 
655 251 899 146 810 275 
866 536 42 627 979 951 
994 127 744 943 408 772 
886 908 432 976 668 331 
687 504 152 846 40 677 
826 453 827 263 859 814 
394 317 470 608 212 365 
665 854 676 36 279 429 
869 704 994 870 28 949 
593 134 426 468 104 289 
321 281 17 4 687 465 
446 229 298 567 343 744 
883 696 601 637 438 102 
637 58 857 753 231 802 
886 868 207 487 995 743 
855 316 328 562 549 667 
592 763 307 822 188 187 
862 842 984 354 353 573 
903 312 106 311 581 825 
887 186 935 560 474 844 
850 529 647 577 883 284 
898 844 17 287 561 660 
832 41 224 522 830 472 
943 228 545 431 427 657 
742 990 624 919 807 146 
783 571 459 978 736 555 
295 120 564 295 230 23 
797 789 121 708 380 906 
868 901 506 423 403 561 
843 731 206 299 193 955 
431 611 702 46 200 249 
378 79 29 256 933 248 
994 608 767 766 839 368 
786 805 195 572 868 95 
768 94 715 519 412 593 
917 430 237 980 452 616 
913 449 686 881 973 409 
689 927 73 323 131 528 
640 320 661 99 391 437 
644 97 825 598 584 885 
1123 198 863 482 850 896 
749 440 983 963 630 576 
910 405 208 940 907 370 
582 808 708 1 281 489 
250 7 233 428 293 14 
581 190 949 769 262 401 
698 999 809 533 166 686 
901 892 393 502 536 362 
792 446 664 54 929 995 
607 992 553 839 116 84 
698 507 623 625 706 495 
698 121 738 148 515 420 
622 346 592 265 922 822 
662 683 618 907 111 977 
782 292 519 565 257 687 
965 908 619 792 637 546 
670 884 154 355 281 996 
686 405 686 613 104 857 
881 843 49 677 191 932 
330 412 24 189 22 212 
883 678 121 951 863 537 
672 107 524 914 869 604 
522 665 252 991 13 153 
513 106 155 186 759 104 
778 911 530 690 875 362 
943 299 912 652 503 652 
703 154 425 129 450 423 
565 120 140 654 100 400 
1010 431 599 853 972 326 
570 601 115 597 493 430 
758 162 34 83 928 993 
688 619 774 932 512 567 
622 338 771 555 77 343 
664 265 342 399 476 396 
607 156 17 988 422 594 
846 912 677 654 674 659 
504 167 179 899 956 157 
685 449 626 854 309 771 
1065 991 696 542 235 862 
527 848 58 195 609 632 
731 526 185 979 409 85 
380 12 97 40 389 125 
556 799 85 794 333 99 
918 971 282 761 80 667 
1040 563 71 832 750 508 
741 718 466 201 619 774 
574 556 689 809 181 150 
652 693 786 41 617 738 
745 501 646 703 987 158 
584 3 720 121 971 55 
737 604 252 535 179 605 
741 403 443 628 843 788 
557 669 308 3 326 516 
443 78 343 514 413 829 
798 385 898 447 121 32 
360 389 133 89 603 3 
454 831 863 268 93 169 
440 483 179 475 685 182 
900 115 756 94 737 598 
363 105 652 452 196 43 
717 234 395 972 483 27 
513 83 456 358 88 801 
1048 276 734 641 669 568 
581 378 469 381 830 82 
524 86 349 609 420 106 
721 82 784 969 851 2 
753 502 460 366 18 16 
464 205 847 94 272 70 
856 770 190 874 393 322 
677 658 897 303 292 792 
599 652 60 852 139 105 
496 119 530 539 142 143 
360 60 734 250 146 520 
541 30 75 76 597 223 
994 283 770 809 390 331 
702 280 680 726 664 433 
1005 925 894 525 431 670 
978 566 418 834 660 876 
1069 358 782 815 201 796 
895 73 326 433 856 831 
668 34 380 333 365 982 
830 189 536 967 91 916 
833 276 133 445 612 824 
621 300 697 155 353 856 
833 578 972 827 64 169 
891 860 175 475 864 435 
402 131 121 615 363 500 
885 615 425 694 176 523 
755 40 891 926 661 5 
697 380 993 514 461 878 
893 664 921 78 754 637 
813 184 950 807 380 418 
886 328 187 829 260 336 
602 462 72 965 925 8 
447 590 17 117 270 500 
543 464 292 187 748 560 
429 169 685 933 279 71 
949 66 445 569 978 820 
983 754 441 472 45 862 
1169 631 521 937 653 817 
557 632 858 97 182 524 
939 962 241 268 601 663 
1084 592 973 524 157 972 
669 307 224 324 648 454 
748 406 936 60 654 435 
566 572 28 307 947 539 
694 471 758 847 373 768 
1198 872 869 813 589 541 
459 398 940 280 406 92 
764 394 497 558 210 122 
818 29 261 710 567 826 
402 198 31 122 586 323 
739 49 252 220 543 894 
813 954 358 174 160 217 
790 379 915 97 399 789 
493 613 236 568 193 81 
1006 565 858 663 654 320 
583 755 165 651 663 481 
769 222 817 655 764 365 
951 226 704 554 861 903 
802 354 199 695 131 158 
604 22 372 640 431 868 
647 907 99 928 172 173 
575 903 35 127 187 603 
572 875 390 472 358 461 
424 217 36 27 483 899 
700 63 251 118 805 82 
996 787 677 645 681 327 
929 924 555 118 511 735 
811 258 171 957 866 138 
656 105 735 51 279 306 
478 38 290 471 287 670 
905 255 79 768 434 701 
404 984 2 150 263 600 
530 913 386 353 291 594 
1181 67 838 935 919 716 
1022 998 333 978 829 41 
846 337 215 190 431 632 
505 293 859 124 737 329 
466 779 143 68 301 97 
705 336 162 793 417 478 
1119 154 896 836 718 673 
884 391 703 584 172 400 
613 277 901 618 711 532 
554 884 382 876 337 157 
1000 922 731 542 729 597 
744 312 319 825 23 46 
1064 368 330 645 900 871 
772 711 781 440 47 553 
772 14 392 756 648 108 
628 547 761 526 228 237 
365 92 618 115 324 438 
431 589 292 144 279 525 
1065 306 883 965 980 678 
869 289 496 605 768 950 
1065 548 729 796 747 887 
910 721 492 406 210 907 
812 540 891 167 874 875 
1140 384 988 749 224 877 
527 388 958 178 324 696 
1018 989 656 363 658 363 
826 633 669 368 74 947 
388 163 543 262 66 332 
1076 786 876 728 703 675 
867 64 590 8 870 781 
819 204 997 133 467 604 
544 751 131 161 811 289 
598 646 274 812 955 139 
562 339 159 339 325 615 
802 186 513 117 826 766 
812 483 143 807 204 351 
944 241 927 981 842 107 
728 850 814 377 282 525 
750 583 742 756 495 936 
645 533 564 18 795 477 
596 415 680 259 879 139 
620 482 115 654 252 108 
935 422 447 432 134 865 
393 588 329 78 154 89 
681 259 149 440 296 610 
451 319 93 236 962 372 
751 274 105 982 366 942 
1070 953 843 917 2 450 
697 911 558 882 667 322 
533 170 129 911 105 1 
519 296 415 699 43 775 
708 141 817 413 742 127 
500 80 985 174 242 70 
891 708 285 821 782 256 
818 176 814 865 379 887 
806 41 123 842 128 707 
986 131 753 804 815 948 
895 846 674 942 954 826 
400 104 888 127 179 639 
1121 879 632 378 708 574 
1018 979 357 484 789 554 
749 708 893 928 512 610 
746 815 138 719 39 994 
1055 436 922 805 477 178 
475 189 878 60 500 594 
489 5 333 855 415 742 
743 921 284 414 460 838 
433 730 482 177 291 50 
823 778 933 14 610 629 
974 972 762 566 352 80 
836 200 259 654 22 872 
947 807 947 935 90 514 
727 2 320 971 18 648 
497 91 945 208 15 617 
598 181 153 444 728 764 
753 135 960 951 265 990 
522 496 683 683 102 426 
550 380 290 125 194 434 
867 889 951 840 759 695 
839 322 364 316 751 909 
743 737 894 255 508 569 
986 824 358 942 226 858 
687 991 103 983 805 252 
604 205 798 607 94 978 
770 508 883 829 522 160 
784 827 401 599 348 622 
1058 957 916 850 446 440 
877 481 432 564 228 429 
570 8 884 665 264 113 
787 510 219 895 318 300 
405 982 102 36 76 311 
758 622 731 319 309 846 
935 929 638 187 98 769 
1082 522 870 792 922 190 
805 632 808 663 43 107 
818 630 885 869 627 877 
866 433 504 837 506 8 
542 645 999 238 668 79 
840 206 976 812 676 912 
869 65 942 394 713 753 
623 813 306 608 367 389 
802 422 637 354 123 447 
1054 310 912 652 946 760 
892 292 837 909 826 463 
712 95 517 812 192 460 
549 264 826 36 506 166 
825 328 977 41 646 671 
