100 5 0
23993 23134 25264 24281 25873 
630 884 203 330 536 959 
729 667 685 574 826 48 
468 13 977 440 575 262 
307 143 28 922 44 398 
761 333 292 341 727 847 
579 464 95 701 349 828 
1045 938 558 979 455 624 
813 225 427 974 181 807 
582 37 542 747 668 239 
496 193 770 47 274 504 
569 531 669 69 999 52 
564 750 14 117 225 678 
869 933 59 523 27 770 
789 385 63 913 514 443 
582 877 520 83 740 647 
624 179 206 967 585 549 
520 639 14 65 804 844 
666 427 447 647 994 811 
696 665 372 983 607 306 
651 599 816 762 477 5 
704 755 504 384 349 504 
343 774 271 47 357 120 
770 25 342 89 406 491 
844 165 650 885 275 324 
771 129 669 21 522 851 
937 403 658 745 548 850 
333 49 326 349 337 64 
1012 681 976 741 656 418 
763 443 398 188 10 533 
403 148 902 3 136 450 
998 141 645 526 831 443 
765 484 932 236 666 561 
1103 414 868 974 881 693 
574 868 6 270 373 112 
689 86 533 366 172 788 
741 295 719 292 185 647 
566 484 241 441 876 281 
977 38 778 594 494 754 
491 419 244 490 211 385 
1025 833 185 807 697 221 
898 706 63 326 648 576 
427 70 369 546 224 368 
922 481 152 687 826 462 
993 689 114 707 585 869 
780 914 541 593 233 785 
458 218 202 230 49 664 
1106 803 129 712 819 701 
832 867 735 360 200 542 
827 416 485 475 659 176 
726 47 109 261 61 988 
953 120 954 522 644 516 
740 290 307 314 677 903 
528 781 375 543 723 35 
616 459 460 31 955 445 
897 520 397 445 163 833 
1109 25 779 909 643 997 
359 173 203 670 171 392 
813 911 265 188 132 509 
690 244 217 483 859 38 
678 618 415 676 390 772 
668 193 705 218 936 764 
1110 248 630 919 767 616 
719 664 485 742 501 764 
800 674 889 751 680 151 
989 452 849 685 403 931 
977 641 958 583 836 609 
550 457 66 876 447 736 
460 323 175 687 466 248 
768 286 57 592 617 828 
760 434 39 3 879 923 
802 541 234 681 501 776 
743 904 809 643 244 198 
638 866 17 946 468 800 
834 326 4 627 921 238 
600 624 402 352 282 893 
788 445 882 585 147 753 
687 615 336 135 229 102 
548 296 109 255 893 461 
1066 600 696 985 261 654 
510 614 222 323 61 623 
584 673 805 404 344 383 
1039 923 893 328 680 569 
429 149 212 473 100 736 
887 493 768 79 685 412 
906 773 389 803 805 602 
949 604 15 928 869 224 
919 811 848 525 385 175 
957 520 968 957 159 315 
407 343 551 147 296 432 
766 304 367 163 355 315 
912 147 456 940 535 971 
621 576 590 710 610 224 
561 444 553 373 856 492 
589 349 946 346 103 34 
490 941 672 279 203 355 
401 809 241 320 120 433 
796 639 576 942 584 34 
790 361 517 235 289 408 
778 366 640 426 50 586 
922 690 822 252 744 295 
