250 5 0
64498 61749 62369 62210 59944 
649 870 145 832 32 438 
918 316 803 435 481 349 
1025 651 788 148 978 631 
687 426 382 740 786 198 
680 773 291 247 753 629 
625 493 577 91 981 904 
585 300 246 341 910 820 
589 121 325 413 942 523 
717 822 700 546 348 814 
883 242 822 681 205 317 
603 98 679 546 565 223 
1009 677 429 374 96 989 
615 978 607 707 677 8 
824 722 350 689 826 780 
661 643 637 561 340 199 
1018 943 649 245 513 546 
602 573 793 462 981 176 
643 383 930 769 167 210 
775 436 129 909 76 441 
967 626 687 903 82 948 
786 964 736 193 523 226 
743 813 659 677 369 548 
872 774 278 548 640 117 
493 20 569 780 418 164 
885 243 748 36 959 337 
873 16 974 504 452 174 
552 209 644 450 240 104 
1152 859 859 604 460 864 
379 52 291 364 882 271 
720 891 205 7 129 46 
589 125 907 120 987 582 
417 296 145 157 78 901 
664 6 127 783 536 67 
1085 624 808 342 913 903 
827 893 375 573 117 317 
978 645 958 889 65 882 
596 451 246 879 72 37 
978 787 80 830 544 543 
609 722 600 392 134 50 
743 421 156 666 164 258 
537 471 244 847 370 59 
1260 756 272 949 978 951 
1141 792 815 794 215 892 
419 576 375 541 207 39 
570 338 458 487 525 985 
972 248 994 916 871 462 
1077 67 696 983 754 507 
620 963 743 319 768 143 
418 572 228 303 59 435 
585 47 733 278 118 180 
746 528 706 110 953 815 
921 881 857 626 576 792 
1116 659 86 717 933 850 
475 356 543 302 994 87 
409 698 71 453 203 328 
874 428 109 262 938 714 
643 918 653 462 430 519 
726 119 868 78 455 272 
776 275 388 262 53 616 
496 249 86 168 873 897 
516 159 77 158 217 35 
713 465 564 759 298 490 
666 111 640 415 663 474 
542 439 579 314 119 383 
493 723 326 57 113 994 
1066 780 718 395 740 360 
716 295 748 372 354 41 
795 717 688 168 436 283 
714 992 85 493 636 59 
648 360 519 316 125 347 
1137 891 599 685 953 928 
692 407 107 639 725 932 
773 267 963 349 871 177 
850 133 808 898 376 278 
895 980 606 791 767 302 
1033 695 464 627 1000 204 
935 719 448 206 408 598 
1054 452 258 767 915 978 
728 444 341 667 18 93 
527 50 772 247 1 629 
1105 636 470 359 749 980 
690 581 707 563 667 1 
423 726 8 73 834 246 
529 265 601 602 198 684 
628 493 309 35 392 275 
535 598 78 238 169 131 
731 941 281 707 541 247 
1014 965 926 99 330 311 
802 224 737 86 519 2 
729 576 28 193 342 770 
524 950 351 330 101 192 
659 255 243 734 436 480 
785 243 94 953 213 902 
1014 873 356 499 544 670 
1068 85 731 728 472 840 
753 860 112 410 133 150 
776 44 735 166 562 596 
600 672 99 684 922 39 
838 377 322 314 174 506 
721 268 123 184 436 176 
828 293 585 426 523 686 
685 269 260 412 12 325 
485 398 73 787 456 527 
545 709 107 403 290 314 
636 808 258 45 890 462 
673 477 398 657 584 409 
585 629 60 352 365 106 
658 937 560 504 380 43 
779 649 673 274 164 742 
465 206 280 514 839 267 
995 566 980 984 467 110 
707 412 182 500 379 459 
700 748 292 215 676 68 
674 414 797 527 31 920 
817 953 140 936 167 152 
934 468 670 544 29 544 
922 434 164 596 610 342 
727 876 816 204 478 193 
910 767 698 664 278 540 
748 830 795 813 74 211 
705 104 729 51 707 577 
920 419 718 873 171 324 
693 220 78 990 407 656 
473 157 548 431 446 772 
775 985 645 348 263 305 
790 490 125 740 657 873 
1084 592 932 598 135 738 
884 793 583 212 489 835 
883 913 609 926 797 471 
739 741 40 929 162 580 
738 458 353 742 986 914 
960 816 680 289 688 697 
734 857 97 772 846 678 
1057 433 576 766 853 653 
655 876 775 531 265 639 
1187 632 940 160 922 914 
816 616 953 997 116 900 
592 746 66 449 224 777 
930 668 953 406 681 763 
841 800 392 787 338 547 
817 496 644 250 737 617 
613 621 939 214 420 430 
636 264 477 636 973 286 
923 74 976 216 703 603 
481 348 433 685 39 409 
718 996 75 474 98 969 
833 391 509 785 625 515 
696 304 216 674 700 955 
503 755 132 839 564 34 
668 997 820 9 865 344 
815 551 804 634 342 517 
669 737 204 283 48 413 
908 189 621 806 585 420 
943 697 794 615 973 607 
940 26 648 996 452 255 
462 666 81 363 750 223 
929 136 915 399 790 442 
625 861 856 81 326 323 
997 824 451 823 442 334 
721 445 616 687 955 740 
575 266 6 761 376 141 
976 442 294 553 606 871 
400 587 402 418 191 191 
1016 939 710 274 833 342 
705 491 623 781 981 403 
491 709 251 275 352 138 
666 676 682 245 614 327 
835 992 100 933 317 453 
668 434 672 343 349 930 
784 846 268 435 201 829 
725 593 669 761 235 151 
339 371 159 70 346 230 
875 164 218 918 729 495 
768 441 394 706 488 277 
1085 787 849 56 713 996 
957 194 399 353 708 772 
869 564 195 731 992 101 
936 327 438 645 804 197 
677 953 595 52 495 512 
853 647 792 657 396 95 
545 30 732 588 261 566 
768 633 596 476 866 665 
806 782 301 961 965 370 
1094 604 962 445 71 895 
829 570 436 941 698 931 
453 241 472 243 451 74 
458 579 213 210 170 342 
1019 248 857 610 517 479 
958 56 967 618 411 659 
665 697 275 138 831 341 
816 620 417 700 491 444 
751 767 620 324 466 682 
888 655 940 632 507 117 
600 320 435 381 909 658 
1034 844 635 212 804 833 
434 107 502 213 526 198 
598 78 808 156 799 766 
563 656 277 458 109 60 
825 496 457 521 270 144 
1034 813 710 873 876 395 
633 926 302 522 36 145 
936 305 980 478 859 797 
614 91 129 105 844 487 
654 561 462 151 429 498 
931 398 667 519 74 953 
996 811 943 383 4 480 
837 567 103 404 237 729 
618 749 253 1000 299 349 
703 213 611 80 797 231 
742 190 372 215 526 436 
951 118 950 51 593 886 
781 495 117 901 780 963 
487 677 206 427 206 532 
695 161 622 214 609 99 
632 364 47 255 220 405 
705 561 661 898 588 72 
286 20 159 50 398 734 
702 972 791 588 359 38 
966 885 765 681 883 461 
