250 5 0
65290 58316 61360 58663 63971 
406 59 49 235 630 347 
1088 678 439 597 638 869 
1076 513 313 888 585 725 
701 937 224 619 105 995 
991 716 837 52 442 538 
515 414 853 42 589 619 
677 366 925 160 854 714 
623 712 447 731 84 861 
851 145 381 676 279 294 
498 449 15 368 467 580 
513 623 724 164 740 300 
945 997 659 960 568 263 
848 872 568 971 979 149 
432 605 99 875 411 151 
1063 373 602 822 692 409 
552 912 393 432 19 678 
687 177 417 880 950 624 
697 189 452 939 511 313 
503 437 404 237 717 26 
920 64 422 451 404 919 
675 736 754 550 354 647 
701 816 347 916 326 315 
735 882 92 687 7 716 
1083 392 888 240 696 947 
836 931 824 692 895 219 
891 256 261 916 670 401 
419 315 276 651 278 267 
783 330 554 306 460 136 
532 868 23 98 721 859 
538 468 239 758 264 297 
629 60 748 879 256 61 
933 7 802 919 989 429 
670 198 708 933 584 539 
753 532 722 513 461 391 
781 941 84 247 717 806 
796 786 91 842 936 427 
630 711 508 777 659 384 
615 872 46 15 940 547 
556 701 225 16 225 841 
769 743 969 373 59 949 
651 354 783 65 611 468 
1095 871 191 846 873 863 
725 108 48 432 307 914 
857 31 560 209 32 998 
812 609 332 873 761 441 
996 256 466 705 725 633 
699 603 516 541 330 636 
720 512 794 560 405 468 
798 836 628 317 351 856 
1042 379 702 732 167 758 
843 396 270 583 660 461 
864 943 149 353 877 144 
864 661 70 993 735 167 
497 444 99 553 334 905 
597 17 729 583 39 555 
562 597 145 713 60 826 
1109 760 125 784 974 876 
268 509 4 14 75 389 
491 302 131 356 539 653 
857 849 474 793 53 879 
408 475 107 385 262 500 
403 456 51 187 736 144 
740 526 170 866 974 794 
961 395 602 453 523 770 
671 496 668 197 215 209 
672 615 736 868 268 196 
1073 798 341 201 861 722 
502 757 19 462 177 140 
914 901 379 617 675 359 
808 157 450 83 658 812 
808 138 693 910 683 165 
755 375 87 427 298 659 
1050 640 109 835 587 678 
463 856 49 10 500 251 
776 499 608 708 852 71 
1057 953 784 980 855 291 
