250 5 0
93918 99440 94929 92951 91813 
903 634 141 574 468 736 
626 540 74 967 468 583 
683 793 251 536 957 2 
820 252 363 556 717 454 
865 676 932 352 379 583 
812 566 722 612 475 583 
785 739 145 768 24 806 
751 762 728 491 320 16 
1028 371 495 476 948 987 
617 961 349 259 902 344 
784 865 871 901 566 387 
737 525 593 374 848 460 
1060 324 861 819 95 823 
934 968 212 225 808 686 
586 461 174 713 361 844 
553 321 506 442 88 860 
954 837 955 326 258 624 
826 664 702 376 165 423 
776 611 602 796 178 411 
814 433 902 161 933 465 
865 208 793 21 736 193 
455 371 176 39 435 752 
381 190 272 185 330 524 
596 415 754 243 820 697 
366 159 245 547 598 276 
910 886 38 993 283 525 
926 253 156 705 968 82 
793 336 816 235 233 232 
956 996 775 687 843 401 
1055 857 784 184 820 595 
679 410 863 162 681 789 
825 65 365 815 143 712 
478 38 897 236 253 766 
835 705 941 722 403 222 
591 736 410 229 603 681 
892 972 641 733 91 336 
726 155 597 235 651 58 
846 640 928 672 899 489 
802 954 926 258 431 421 
932 217 745 893 455 118 
894 728 692 637 838 306 
1001 559 669 325 398 913 
919 467 719 460 562 232 
759 437 486 419 479 964 
668 385 682 458 854 799 
885 992 634 773 98 688 
380 489 53 84 731 124 
664 731 564 329 45 219 
504 545 691 136 55 134 
611 350 581 345 138 922 
1091 945 568 718 690 743 
439 61 194 327 693 458 
495 193 883 53 432 213 
504 81 138 85 322 241 
1034 529 182 822 389 901 
967 760 556 674 352 293 
929 584 264 859 582 142 
653 396 873 656 199 409 
519 376 694 969 17 24 
785 338 866 908 329 86 
511 670 112 47 917 533 
882 629 945 782 618 179 
897 958 321 19 546 794 
348 173 614 57 281 156 
607 641 82 615 498 466 
744 646 342 831 179 434 
404 114 478 59 427 497 
898 849 600 485 163 86 
821 804 478 358 265 149 
704 88 948 493 749 743 
549 79 698 272 477 296 
522 723 402 47 647 622 
831 739 947 538 122 76 
895 515 777 344 286 141 
959 854 946 786 752 524 
631 152 130 974 399 621 
805 62 493 416 770 566 
955 117 524 825 587 684 
676 186 520 369 138 589 
661 903 643 637 227 483 
813 249 827 996 170 253 
380 368 615 137 389 6 
817 574 503 174 81 560 
829 425 762 144 52 867 
889 656 713 610 666 565 
601 330 997 119 797 690 
700 950 935 11 706 151 
695 385 225 611 547 631 
1046 602 722 723 644 215 
954 91 981 771 952 524 
675 72 902 276 296 128 
846 28 198 615 615 929 
697 789 131 97 928 132 
190 41 241 14 43 265 
1043 801 365 458 780 958 
1080 295 921 876 817 621 
313 147 743 393 163 98 
530 459 223 502 126 500 
508 791 326 403 23 865 
869 251 280 230 639 815 
468 31 15 827 606 193 
633 127 789 707 480 802 
825 890 742 203 648 126 
618 689 602 167 378 200 
598 202 934 323 751 234 
575 812 154 394 254 773 
870 321 767 360 742 918 
572 757 245 159 817 232 
1091 916 341 13 970 955 
537 350 401 860 298 730 
860 46 722 817 300 1000 
969 797 839 422 521 682 
525 491 235 698 126 165 
848 397 701 582 309 923 
661 265 238 788 248 102 
1051 534 423 173 835 986 
770 45 354 413 728 314 
784 957 59 511 957 332 
708 709 115 898 882 368 
925 682 482 992 812 679 
656 469 962 548 519 199 
971 924 713 964 677 734 
587 460 341 275 332 955 
691 212 229 468 731 665 
648 103 895 231 828 838 
550 341 642 178 839 70 
749 532 58 400 366 286 
1010 759 277 432 644 817 
1088 868 577 938 863 768 
1012 407 895 424 930 171 
464 742 818 133 126 82 
1013 593 967 974 391 843 
878 932 607 978 402 748 
499 220 53 115 828 137 
900 658 713 250 122 408 
742 420 185 678 912 348 
990 295 667 433 943 554 
648 66 488 342 117 24 
764 45 317 926 982 487 
512 14 637 614 340 571 
699 657 843 481 536 182 
1022 948 611 991 465 131 
800 293 872 251 467 612 
921 573 809 947 600 441 
598 585 669 490 9 358 
843 286 173 763 884 626 
1117 506 829 984 694 721 
739 372 472 870 730 160 
599 336 71 21 784 978 
1055 818 754 493 874 415 
672 325 146 576 204 145 
689 636 750 264 268 997 
503 514 746 428 136 406 
690 478 863 104 638 536 
653 542 26 573 262 784 
1166 907 621 475 788 941 
1004 822 501 679 520 745 
994 794 635 738 726 289 
827 774 303 413 744 53 
589 181 75 94 980 49 
410 189 624 840 87 114 
394 154 485 69 409 599 
486 128 202 688 241 324 
725 501 40 318 922 697 
515 60 455 521 28 64 
570 152 466 452 968 773 
686 385 267 567 66 133 
977 346 392 980 832 690 
619 497 882 922 407 350 
520 366 212 370 285 974 
818 849 726 956 223 647 
819 962 132 179 281 623 
1184 991 807 517 657 456 
673 718 625 570 63 279 
577 185 27 216 271 715 
632 911 449 454 224 976 
784 450 759 5 332 928 
776 282 112 77 456 466 
392 59 788 145 227 416 
951 971 61 516 823 637 
928 890 696 994 650 767 
629 858 339 535 132 969 
659 119 453 952 880 105 
711 821 85 314 890 737 
571 135 944 221 223 685 
488 41 501 617 154 593 
888 427 661 276 452 472 
708 641 361 468 530 151 
511 609 772 443 253 174 
1197 983 907 325 937 707 
511 416 774 408 42 25 
688 609 178 740 289 213 
624 28 340 613 979 154 
670 301 795 763 433 337 
832 917 718 933 710 183 
972 806 352 686 209 651 
953 885 487 474 509 539 
701 954 117 390 822 748 
711 636 900 416 32 791 
727 188 94 449 202 906 
764 128 893 608 354 541 
729 663 500 678 293 872 
518 207 41 489 289 230 
504 80 106 446 583 652 
670 309 840 959 640 439 
492 484 506 507 275 580 
782 472 548 832 798 323 
962 619 285 158 863 631 
783 310 249 866 943 740 
864 569 342 710 498 195 
623 170 316 688 495 836 
641 731 823 445 677 177 
745 593 789 572 792 344 
807 733 199 208 219 813 
780 835 602 880 110 905 
897 406 712 472 903 179 
656 270 844 398 235 258 
711 534 373 247 907 42 
581 414 638 286 184 59 
629 382 215 871 102 589 
734 816 333 899 155 830 
501 45 436 507 374 355 
890 842 751 251 309 771 
1131 379 546 923 890 565 
902 147 828 455 483 671 
837 615 367 317 771 104 
479 29 527 300 719 594 
945 315 850 166 91 951 
879 873 894 691 445 103 
501 210 151 930 516 425 
842 942 948 405 796 668 
501 330 636 205 175 572 
708 276 890 690 254 351 
494 614 201 482 500 134 
997 165 767 990 612 947 
935 593 950 903 126 826 
707 923 47 953 203 949 
432 159 680 188 31 229 
818 171 634 867 362 484 
843 864 784 18 847 342 
410 462 301 385 649 32 
761 732 127 630 771 270 
1061 664 299 292 914 972 
982 868 478 426 713 516 
696 183 941 691 784 829 
515 721 308 549 439 80 
452 784 467 561 14 393 
899 687 559 880 618 427 
340 230 312 423 429 119 
735 813 501 984 472 578 
