100 5 0
22986 26540 22447 26202 26098 
807 196 916 512 459 260 
445 780 485 182 284 64 
673 104 585 713 625 263 
559 74 316 94 253 997 
763 440 549 203 88 613 
725 177 903 317 737 304 
752 34 579 389 933 157 
1051 694 478 929 57 878 
1011 708 148 748 658 955 
450 499 60 451 949 245 
599 912 412 860 114 626 
581 309 447 513 131 418 
934 366 448 382 412 660 
833 137 359 350 785 42 
802 149 573 904 888 719 
661 190 391 936 702 891 
845 636 513 522 816 852 
856 188 563 459 725 595 
704 647 630 773 597 715 
769 400 596 29 738 539 
600 331 526 226 794 488 
1091 676 484 889 763 883 
687 292 570 210 407 161 
832 952 782 487 767 475 
650 761 96 148 485 795 
916 957 328 481 254 680 
939 151 781 952 694 300 
518 34 241 588 795 489 
1190 419 619 916 649 868 
678 169 908 146 162 304 
326 359 47 119 811 82 
1060 873 89 608 956 698 
804 845 511 569 955 884 
1095 316 662 758 792 977 
457 363 981 61 299 209 
505 47 552 222 484 701 
828 317 602 531 994 120 
917 242 846 143 688 444 
786 487 123 166 417 333 
561 643 47 664 487 412 
1041 966 723 361 763 307 
929 913 347 455 300 800 
946 813 196 19 927 773 
347 486 61 166 102 472 
684 677 183 228 356 512 
504 502 215 193 742 797 
698 260 574 554 987 648 
784 36 122 80 441 948 
840 830 549 723 848 771 
677 249 346 123 66 671 
571 618 966 273 106 251 
753 194 626 340 150 510 
501 76 32 653 504 725 
656 16 480 672 17 807 
899 273 486 250 149 863 
580 91 378 438 748 508 
877 379 975 521 100 217 
1057 923 345 848 674 992 
998 922 416 236 829 924 
1054 755 588 435 942 221 
776 109 981 5 251 130 
643 612 339 534 169 902 
1073 765 241 663 727 816 
1068 984 715 236 416 514 
691 214 777 544 248 216 
616 317 962 68 133 295 
812 563 790 534 224 261 
752 723 541 971 659 216 
898 769 598 944 305 134 
457 30 619 657 298 134 
849 298 216 626 439 606 
907 547 772 862 953 495 
575 550 416 434 366 797 
1139 325 940 982 651 716 
1039 854 879 315 350 352 
729 468 923 494 767 336 
389 114 27 6 102 430 
775 941 763 172 733 21 
835 503 712 342 102 912 
586 945 48 326 5 17 
624 141 692 446 890 114 
575 10 857 333 876 755 
874 663 750 540 133 952 
1007 47 966 373 951 423 
787 313 676 546 773 610 
574 362 300 380 174 990 
666 799 786 8 65 217 
796 477 7 114 824 144 
743 807 447 949 834 389 
767 603 431 318 713 862 
599 166 986 638 281 816 
1046 468 563 874 803 230 
647 266 489 197 324 365 
782 188 682 125 429 565 
535 642 897 204 687 168 
924 354 76 955 714 106 
748 176 571 301 91 384 
718 340 969 632 66 232 
855 738 828 298 720 995 
1118 927 493 229 803 766 
