250 5 0
29562 30027 32082 31340 29959 
866 838 866 196 322 508 
319 379 142 343 38 630 
563 403 754 151 759 214 
1003 772 564 308 864 472 
601 84 805 19 80 612 
638 758 179 643 335 436 
870 290 666 251 606 69 
1033 242 926 834 849 671 
782 445 219 318 391 978 
708 878 637 809 496 281 
612 86 671 566 90 337 
631 788 730 60 681 848 
837 133 113 642 920 203 
671 13 813 629 931 415 
552 980 97 232 478 731 
753 768 442 177 746 327 
1097 882 878 549 963 661 
885 999 281 930 521 195 
387 430 749 92 53 393 
757 981 320 573 928 104 
827 17 632 873 960 522 
667 731 325 90 834 511 
525 866 323 586 7 749 
508 813 80 297 30 699 
910 691 634 930 514 653 
940 125 17 967 192 959 
939 445 844 305 61 693 
626 433 761 254 726 742 
1035 394 184 919 730 565 
757 989 655 540 510 934 
718 677 276 225 427 669 
883 96 591 98 858 807 
1155 974 832 259 517 949 
774 686 97 379 691 486 
509 488 843 138 191 830 
846 183 298 958 821 590 
809 381 128 568 724 527 
561 286 108 405 894 665 
636 456 971 902 14 557 
832 615 676 997 256 76 
840 478 830 424 15 428 
720 71 631 883 857 290 
638 83 921 655 89 188 
512 290 341 805 470 542 
638 308 268 980 409 165 
651 410 938 887 734 66 
720 612 51 904 426 873 
662 811 671 339 647 256 
745 891 601 425 778 358 
632 463 46 729 626 228 
968 803 446 580 57 640 
738 48 656 608 989 514 
918 932 222 765 231 135 
541 220 512 34 979 496 
864 93 925 186 948 16 
195 33 371 62 120 170 
553 193 220 436 449 722 
757 324 820 731 763 120 
626 452 809 811 370 329 
719 6 822 824 66 223 
768 159 200 979 359 12 
536 858 171 491 242 188 
995 636 579 561 335 393 
856 602 993 988 537 73 
906 670 516 713 669 692 
696 265 213 115 956 901 
850 667 298 287 341 641 
584 217 531 930 192 721 
744 442 725 153 114 125 
1130 566 510 690 920 747 
482 214 61 416 398 82 
1005 386 803 857 308 277 
348 7 206 393 410 299 
701 888 504 199 908 144 
1077 906 271 849 972 399 
