100 5 0
36209 39711 38244 36944 37107 
655 853 265 630 578 543 
627 339 915 569 593 685 
1025 861 629 771 760 191 
807 343 656 85 261 539 
418 424 640 493 248 84 
620 282 721 579 172 844 
670 830 921 257 246 570 
895 442 636 859 735 109 
619 222 35 211 70 628 
671 447 756 703 378 612 
930 925 46 896 602 408 
424 139 173 179 464 431 
713 524 56 194 582 874 
618 606 460 718 231 483 
559 840 93 173 480 30 
765 490 741 325 499 860 
803 39 622 744 537 83 
643 741 200 788 769 83 
940 926 138 481 32 787 
524 518 20 779 256 254 
902 843 890 662 360 705 
891 425 26 755 854 155 
936 410 779 866 633 335 
623 788 232 387 512 182 
1022 196 858 666 613 375 
548 801 242 897 61 511 
626 255 325 462 280 668 
757 202 807 589 490 403 
1122 285 971 925 728 696 
866 757 787 921 238 760 
1118 864 475 855 494 623 
566 673 500 364 475 684 
624 641 962 372 778 262 
555 212 40 466 681 161 
303 7 437 101 28 165 
883 22 923 684 200 878 
874 596 740 87 468 643 
801 216 716 394 519 158 
1035 761 489 622 640 861 
703 824 285 391 603 796 
685 505 767 932 341 881 
301 83 820 336 146 29 
533 403 173 854 149 402 
623 687 450 943 959 18 
989 210 965 305 934 202 
992 69 813 948 877 665 
1021 271 952 895 291 796 
863 177 666 331 980 263 
788 49 541 91 166 886 
690 564 604 95 851 618 
1080 821 531 990 964 571 
1037 923 521 874 832 757 
921 842 511 521 644 528 
758 347 906 281 161 39 
1007 618 363 987 521 508 
716 673 718 177 804 698 
809 596 946 959 375 344 
727 718 388 159 299 471 
1067 785 843 647 184 663 
915 518 130 245 938 780 
499 907 24 395 183 38 
744 170 740 865 959 546 
505 100 108 267 991 167 
738 58 457 231 479 191 
741 127 212 586 122 907 
859 912 977 532 83 210 
774 344 780 412 357 646 
787 575 906 90 276 279 
606 538 209 849 142 1000 
790 835 190 684 407 993 
430 339 191 537 429 467 
519 130 461 245 364 364 
681 644 130 227 26 291 
905 886 670 551 307 417 
448 335 120 192 538 541 
623 362 265 617 566 607 
645 271 161 189 594 653 
688 319 627 899 71 902 
607 116 878 467 713 820 
395 114 628 481 584 88 
713 650 568 954 982 20 
455 801 209 61 836 180 
653 639 871 206 8 788 
823 141 159 557 951 461 
511 29 521 839 306 449 
740 173 397 246 949 47 
821 421 917 165 386 201 
910 486 671 661 672 819 
708 849 742 342 20 481 
982 806 500 966 293 542 
557 717 378 288 672 217 
737 525 796 734 342 501 
781 461 936 739 863 820 
566 231 606 189 239 207 
648 328 381 110 551 916 
745 929 918 134 570 653 
627 136 304 209 682 639 
709 429 839 141 888 937 
955 369 418 226 899 828 
909 649 268 439 395 405 
