500 5 0
61136 61428 61117 63095 60954 
603 39 916 838 202 26 
694 189 975 496 816 473 
643 180 64 494 119 629 
1018 736 760 536 350 709 
778 488 747 672 500 4 
831 782 391 537 83 116 
519 339 800 314 309 748 
917 909 744 285 975 109 
554 175 302 891 14 579 
791 810 270 600 228 494 
1105 863 896 282 340 948 
896 727 212 901 192 440 
597 4 223 821 574 71 
645 620 115 515 103 809 
412 183 365 840 197 107 
668 605 817 705 456 371 
663 853 968 442 597 52 
970 294 340 888 740 790 
661 282 567 715 481 718 
748 719 692 502 488 245 
732 694 110 82 731 815 
460 642 365 339 493 406 
1191 383 876 858 807 977 
934 971 3 284 344 836 
693 33 696 270 206 78 
919 151 890 825 862 599 
1158 921 893 29 817 724 
462 355 763 466 307 337 
826 28 444 248 610 802 
787 476 293 201 385 159 
1083 737 910 587 661 592 
841 776 901 203 444 851 
522 965 598 149 463 35 
770 966 273 567 655 753 
773 26 182 666 124 604 
607 52 103 150 588 668 
759 437 943 4 413 71 
897 489 371 904 15 482 
802 554 547 267 173 761 
866 883 916 225 451 797 
650 671 503 299 793 714 
643 576 899 189 366 882 
710 805 274 993 399 175 
730 759 603 107 674 802 
1100 136 587 550 829 908 
505 261 182 239 650 452 
842 497 441 902 1000 694 
641 614 568 268 170 893 
1058 780 781 126 928 421 
705 751 889 119 662 220 
983 378 485 924 304 797 
791 4 749 805 991 539 
465 285 774 379 418 369 
794 254 677 331 212 603 
646 251 554 67 533 539 
757 336 950 574 105 105 
736 114 155 641 85 612 
855 552 453 175 6 612 
660 937 670 288 773 110 
719 1000 759 564 233 61 
842 152 778 724 581 700 
752 169 9 353 859 164 
606 408 28 928 53 774 
648 387 78 719 254 829 
1057 795 571 84 654 801 
860 908 960 419 2 131 
1148 505 674 799 885 529 
835 802 79 156 922 896 
723 483 879 590 128 205 
990 581 663 150 944 341 
932 170 425 459 335 797 
495 397 460 888 40 229 
338 111 658 376 35 76 
452 322 123 155 650 127 
1024 284 360 855 883 703 
827 615 25 87 793 263 
943 610 464 242 834 330 
928 636 872 993 568 682 
1125 891 407 200 772 958 
748 721 953 231 379 413 
946 960 633 253 745 278 
820 321 272 62 351 721 
729 376 12 618 632 814 
810 64 922 856 696 227 
684 559 660 133 806 715 
760 807 946 78 958 242 
804 741 928 56 90 350 
598 638 441 183 264 971 
729 366 36 134 297 792 
878 977 488 604 355 126 
838 405 871 462 599 241 
926 840 253 959 559 617 
917 734 549 951 235 316 
659 625 335 323 981 824 
569 594 113 86 282 652 
547 284 36 159 724 721 
946 354 213 753 111 836 
1025 625 612 739 568 416 
588 891 35 20 960 732 
617 481 840 426 630 609 
474 296 74 214 571 272 
767 401 531 604 640 45 
826 36 725 186 900 101 
777 44 191 377 590 830 
1014 581 928 306 974 592 
792 424 655 996 198 188 
679 212 417 979 856 651 
705 894 638 320 412 296 
563 498 63 587 622 58 
671 379 408 505 699 59 
974 756 921 152 792 841 
766 679 547 363 804 828 
594 89 813 727 680 9 
423 190 752 133 520 212 
930 404 381 700 70 722 
380 641 652 390 93 77 
475 101 241 193 231 164 
979 566 931 980 841 665 
1129 669 294 400 972 858 
904 988 691 655 917 914 
961 596 563 339 448 499 
552 530 778 487 485 60 
331 14 39 518 94 12 
676 573 310 381 205 341 
1145 910 301 835 556 898 
783 781 607 222 15 700 
784 344 676 142 99 522 
898 125 368 884 437 401 
417 442 258 13 763 324 
728 180 109 135 834 103 
279 240 233 9 80 558 
453 82 186 24 337 825 
1085 909 952 716 720 30 
1153 903 695 969 862 554 
745 935 748 609 219 323 
648 64 727 909 982 368 
907 450 599 785 360 328 
547 482 581 199 44 713 
688 52 806 29 87 923 
767 926 249 551 509 100 
598 536 798 471 130 636 
391 497 470 269 267 215 
855 956 116 574 356 919 
405 352 31 79 660 682 
935 70 738 588 957 668 
887 533 128 668 184 532 
687 679 223 859 700 256 
591 512 563 873 12 584 
733 624 965 927 5 925 
1079 865 617 206 967 450 
795 250 197 148 694 680 
741 219 413 414 191 757 
787 894 88 57 740 590 
711 3 179 584 277 558 
892 235 654 280 922 103 
957 925 178 124 437 833 
772 480 857 638 735 54 
754 411 617 234 217 959 
927 801 550 647 345 311 
741 980 2 366 11 83 
757 836 35 929 128 728 
707 325 940 439 118 680 
633 855 101 695 138 438 
700 397 796 813 386 286 
817 947 985 296 989 64 
547 574 331 181 522 900 
604 52 120 824 732 47 
652 809 178 116 360 259 
367 222 552 716 146 163 
744 481 63 636 451 806 
696 52 590 686 671 439 
407 604 11 324 169 141 
932 516 830 839 572 968 
920 534 962 391 718 318 
982 524 450 681 545 241 
835 716 508 445 660 166 
1172 785 646 691 696 824 
857 447 275 227 967 515 
694 664 875 566 233 240 
1098 948 927 799 702 741 
866 894 25 599 415 727 
901 114 602 530 359 548 
1030 404 805 211 853 831 
784 275 583 995 246 509 
701 19 19 297 35 895 
497 645 387 183 449 452 
764 861 597 53 220 979 
973 424 216 908 701 188 
802 764 947 753 478 752 
696 597 77 615 460 73 
163 349 46 18 107 115 
527 266 289 957 556 400 
787 286 465 75 855 186 
1015 733 128 172 814 787 
666 128 943 862 664 285 
574 177 463 153 162 1 
1013 624 316 514 771 855 
754 743 304 552 988 652 
910 506 481 861 896 488 
907 278 384 741 596 566 
182 218 27 517 37 113 
741 163 28 171 827 28 
645 477 1 413 713 441 
877 19 260 375 667 681 
496 590 527 995 141 86 
856 107 172 277 725 913 
1096 355 698 625 454 950 
731 930 652 634 548 282 
861 625 138 798 769 485 
600 946 134 59 565 145 
778 607 536 613 318 747 
828 718 823 392 522 340 
584 112 51 833 727 728 
613 792 248 34 498 679 
998 452 996 438 764 496 
847 444 744 351 204 289 
848 778 892 345 486 455 
714 391 867 724 563 727 
702 931 915 229 988 119 
820 24 202 791 558 766 
1079 746 578 396 696 784 
590 258 156 925 910 122 
664 469 333 606 26 199 
629 814 919 424 144 327 
924 521 826 700 416 345 
534 66 769 308 384 288 
668 700 390 772 658 330 
885 975 394 670 769 9 
747 285 603 290 970 169 
1114 808 933 235 620 753 
746 282 486 387 951 30 
777 120 755 641 361 466 
577 660 87 275 399 9 
380 426 780 357 116 89 
1120 446 904 995 948 950 
847 57 444 7 849 944 
593 38 1 67 701 310 
543 134 149 409 345 311 
477 282 117 727 36 662 
532 731 93 473 563 515 
379 189 174 948 16 172 
711 808 491 331 675 860 
671 846 111 273 234 633 
581 86 52 142 481 364 
263 230 420 309 179 145 
721 219 834 405 782 708 
978 578 741 76 824 562 
578 197 98 545 215 562 
895 653 371 394 605 54 
858 865 457 336 714 358 
883 805 593 446 929 556 
742 11 253 787 680 193 
564 466 733 144 276 302 
943 618 244 333 585 722 
484 345 594 932 293 226 
891 569 537 416 953 489 
763 13 223 332 411 828 
988 910 567 745 366 200 
1040 298 850 12 983 822 
478 71 911 482 118 311 
623 330 708 368 162 439 
638 475 458 380 395 915 
964 835 647 231 688 762 
404 94 657 88 288 782 
828 53 694 589 193 357 
790 621 159 665 335 463 
714 791 99 463 977 776 
818 103 122 485 980 420 
840 196 108 80 932 624 
506 681 324 106 393 664 
612 840 51 939 722 394 
541 502 263 664 979 164 
624 751 306 852 29 843 
560 192 664 435 903 558 
1175 962 671 906 966 73 
652 884 221 335 467 134 
609 400 252 371 757 322 
830 251 96 331 837 497 
891 436 789 309 219 246 
494 351 410 522 464 512 
984 98 408 916 568 684 
912 915 535 370 302 777 
677 92 478 435 379 641 
1047 401 908 176 922 587 
904 859 70 931 84 586 
322 206 119 774 28 26 
384 559 30 683 116 29 
702 123 290 925 581 158 
816 674 424 707 495 469 
970 304 762 834 600 761 
465 131 292 179 439 96 
1163 240 980 974 539 707 
809 823 473 620 203 153 
540 287 343 517 48 690 
745 253 421 164 915 636 
651 610 954 234 809 452 
597 340 631 37 971 635 
662 556 845 790 803 237 
1116 666 553 937 639 511 
880 805 503 872 972 627 
714 296 608 648 650 68 
875 275 889 225 69 732 
627 430 858 683 497 26 
707 44 92 24 26 939 
599 165 446 272 64 203 
779 250 815 683 627 357 
979 325 920 655 129 491 
430 135 124 219 248 162 
854 294 643 419 883 659 
733 585 458 877 742 520 
740 85 142 954 917 3 
863 138 483 874 95 363 
469 315 619 591 303 81 
753 773 316 98 872 568 
679 719 122 401 843 975 
647 940 277 40 717 333 
1041 919 291 286 726 740 
382 156 548 791 167 97 
519 330 160 947 24 143 
1134 948 888 358 428 718 
1251 928 485 769 990 610 
962 208 667 616 764 437 
979 494 155 963 995 736 
735 59 681 794 5 493 
905 884 480 510 389 927 
824 92 740 477 466 702 
1010 793 656 583 761 538 
478 418 80 342 83 825 
981 211 506 401 877 837 
901 960 823 118 448 27 
769 540 634 18 870 761 
520 306 674 193 80 813 
973 393 309 444 719 578 
826 356 652 460 565 43 
1020 387 684 714 896 444 
682 269 234 17 736 665 
940 656 98 870 201 467 
642 286 175 379 294 995 
811 622 731 680 508 168 
747 896 895 308 239 991 
503 248 129 212 727 684 
933 988 265 641 961 320 
906 746 120 530 437 689 
733 901 307 73 51 290 
1133 246 675 843 938 725 
747 200 552 16 198 539 
970 935 246 643 760 941 
716 170 193 649 912 79 
845 765 541 865 20 228 
343 142 219 235 154 231 
1018 879 520 749 792 201 
647 859 236 4 624 200 
683 638 358 438 503 269 
934 806 432 121 612 843 
849 932 48 532 18 879 
764 600 975 85 607 460 
882 761 755 93 992 201 
410 42 490 164 532 648 
928 647 678 826 369 295 
427 222 425 325 304 600 
595 329 590 978 183 625 
760 552 915 953 502 602 
1042 367 879 162 847 993 
671 15 140 272 209 260 
884 905 995 571 907 913 
1267 364 949 581 994 966 
705 447 225 789 240 99 
662 201 146 754 638 813 
755 497 358 591 647 525 
536 828 49 212 424 967 
571 558 912 462 590 95 
724 254 854 144 433 198 
1104 422 757 104 967 821 
1095 299 619 601 718 977 
760 277 362 422 547 793 
663 865 675 470 5 46 
637 508 610 535 121 536 
891 338 371 772 202 418 
662 699 202 470 971 780 
822 132 528 76 469 968 
1100 876 941 611 756 105 
496 443 45 791 598 332 
908 225 967 977 285 306 
561 393 806 263 327 517 
1023 950 818 913 305 740 
691 203 747 999 430 283 
841 844 442 373 277 677 
441 894 239 256 79 665 
753 758 600 787 796 543 
776 666 120 554 275 294 
786 869 834 629 435 592 
1027 304 878 975 389 887 
855 334 981 505 753 713 
640 435 251 821 501 416 
812 186 223 303 841 148 
948 603 749 429 911 510 
818 374 354 655 798 427 
836 884 501 427 690 940 
837 515 192 766 632 676 
515 511 11 228 756 969 
676 398 218 587 668 8 
878 93 811 861 145 690 
958 620 437 728 959 120 
752 259 667 1000 541 87 
1075 799 785 341 189 782 
699 433 10 732 157 179 
830 238 988 485 104 738 
709 134 875 530 892 335 
676 997 582 45 164 410 
592 557 438 239 339 926 
882 60 45 980 715 675 
971 361 873 888 530 177 
994 326 817 134 703 789 
523 875 624 684 26 144 
815 389 604 757 614 426 
834 358 261 182 730 460 
738 447 3 300 958 992 
845 494 907 657 884 822 
704 574 281 990 243 601 
901 311 958 978 502 428 
484 842 992 366 24 113 
872 27 381 928 184 482 
679 222 321 431 440 823 
793 822 894 963 293 911 
805 74 597 692 274 483 
741 475 262 708 54 615 
294 54 75 468 61 493 
696 472 461 479 849 68 
873 634 889 215 879 831 
579 499 19 142 143 709 
473 430 386 437 728 266 
604 520 278 775 378 899 
635 584 726 219 190 292 
845 752 375 158 354 802 
762 617 917 527 672 804 
797 757 876 179 85 226 
709 261 212 461 23 639 
997 835 917 618 879 919 
921 820 439 440 979 117 
668 227 226 132 914 436 
841 817 345 956 435 523 
786 144 720 743 369 934 
937 617 695 589 936 434 
883 658 861 918 48 841 
355 9 546 633 141 55 
804 326 710 747 654 948 
284 29 88 316 444 2 
530 49 66 458 216 935 
833 921 408 750 916 42 
699 391 513 191 637 370 
583 91 142 976 789 139 
860 408 503 421 372 564 
915 807 187 200 646 431 
669 724 180 405 204 355 
790 631 589 768 648 780 
693 120 122 610 230 544 
691 908 256 764 100 296 
779 920 757 517 375 102 
874 579 170 158 650 537 
371 588 187 503 336 5 
503 411 778 131 152 964 
975 401 366 942 296 625 
781 665 853 529 201 586 
644 660 427 146 823 179 
702 719 521 589 663 193 
734 397 28 695 786 97 
1007 372 893 458 649 331 
849 92 674 714 999 446 
646 279 245 662 774 360 
316 562 204 147 403 259 
1113 919 938 710 597 689 
265 9 9 38 533 510 
403 49 473 595 198 186 
749 844 561 302 660 2 
