250 5 0
63226 63343 62710 63171 57512 
627 151 906 194 430 383 
780 768 858 153 616 340 
517 95 576 726 542 238 
751 306 426 883 666 740 
1016 125 640 707 693 943 
683 82 648 921 4 420 
486 155 647 562 290 283 
980 568 448 921 264 987 
865 351 333 673 302 193 
636 152 915 666 886 132 
640 97 178 448 152 57 
880 559 78 775 447 954 
760 777 630 50 175 831 
700 797 382 796 821 538 
719 538 629 775 574 827 
812 159 999 928 845 357 
1090 331 868 683 540 673 
538 868 338 462 370 584 
620 297 27 245 650 31 
544 378 862 33 252 460 
593 668 617 743 173 335 
1158 744 309 818 714 868 
378 782 275 132 161 436 
407 341 142 593 138 801 
905 34 957 953 288 197 
662 27 587 339 424 721 
772 806 190 267 981 583 
673 549 482 472 281 711 
814 612 4 271 407 666 
847 935 735 596 764 10 
772 539 185 150 306 279 
786 921 884 320 828 459 
870 347 536 596 778 631 
257 78 528 24 318 60 
1082 660 746 518 840 215 
967 364 182 222 902 755 
772 885 101 660 699 144 
887 898 428 265 713 769 
787 182 28 662 174 669 
1033 839 938 679 506 753 
964 968 288 29 844 804 
629 108 829 993 8 196 
1028 598 363 426 978 356 
570 840 554 314 609 206 
1043 853 382 825 472 212 
862 621 261 874 442 64 
626 643 735 464 515 37 
534 629 167 90 576 463 
916 116 654 310 803 661 
852 110 931 278 716 54 
955 581 89 643 723 254 
858 983 930 952 21 721 
976 522 247 930 707 725 
493 775 771 453 282 66 
769 325 350 395 13 289 
530 342 635 42 205 75 
599 218 520 864 484 776 
336 90 23 178 350 285 
1142 852 821 727 538 539 
524 736 157 277 872 79 
831 129 848 308 644 223 
389 541 984 213 76 9 
765 131 803 870 467 192 
790 672 862 980 503 592 
940 888 636 789 603 381 
391 305 210 254 283 326 
964 262 289 816 813 153 
523 752 263 222 746 171 
853 735 290 999 384 418 
638 334 706 182 988 575 
523 335 106 543 176 395 
832 600 56 400 204 461 
810 182 119 229 515 619 
468 251 977 382 424 139 
595 668 23 517 863 886 
811 530 417 704 418 489 
953 931 405 345 863 272 
1036 135 397 988 979 445 
537 888 935 332 5 467 
736 947 33 389 800 30 
816 930 74 260 100 915 
627 472 788 481 802 11 
605 2 143 688 659 883 
803 985 23 967 235 81 
769 999 457 404 493 369 
491 398 104 531 125 422 
677 239 557 429 500 790 
657 436 329 74 196 440 
649 261 577 760 470 570 
607 55 897 147 909 470 
829 544 980 671 645 586 
879 790 327 442 649 90 
757 132 728 116 483 264 
897 888 301 342 60 467 
634 612 526 677 837 40 
624 522 926 117 643 431 
542 813 269 109 48 641 
936 553 288 652 631 291 
1080 875 830 581 896 525 
927 63 862 731 183 651 
797 701 328 460 285 125 
887 630 244 298 317 951 
615 864 193 78 442 414 
520 185 411 278 277 809 
891 994 306 707 318 415 
778 284 759 528 324 756 
1040 276 919 648 886 225 
770 347 484 513 610 865 
816 513 755 801 27 731 
1014 850 774 322 896 338 
801 874 501 740 516 227 
537 15 342 266 790 290 
593 3 208 869 93 555 
1108 298 669 999 466 766 
958 630 967 547 925 405 
512 273 229 800 653 582 
610 892 353 315 931 82 
1007 668 484 371 490 551 
760 980 704 47 70 717 
879 599 375 563 78 776 
871 737 547 225 223 317 
725 250 441 141 933 843 
807 634 730 780 190 933 
572 113 161 485 741 102 
736 508 674 777 315 44 
505 457 240 479 164 624 
703 637 740 796 575 606 
497 559 677 540 488 78 
1064 313 460 965 675 412 
634 172 202 961 922 890 
669 668 831 885 278 299 
813 15 730 877 516 378 
1080 574 910 236 666 770 
856 496 704 93 12 944 
528 431 591 635 419 558 
1062 980 699 791 973 931 
988 789 664 198 899 959 
799 160 166 760 646 388 
754 189 953 324 279 211 
946 605 507 981 936 991 
523 105 440 768 142 78 
1060 214 744 613 785 870 
851 312 929 240 897 6 
573 178 621 57 449 219 
802 25 863 81 398 390 
592 485 230 857 526 111 
910 569 944 965 134 804 
1043 863 805 681 587 854 
839 759 757 665 684 216 
823 882 367 542 57 934 
897 883 288 404 940 188 
593 319 477 435 451 11 
815 144 36 452 830 744 
1191 788 942 992 694 525 
679 601 207 917 285 516 
884 463 226 672 291 836 
772 217 831 130 101 355 
391 127 791 369 124 193 
976 742 517 179 916 787 
641 919 35 113 911 918 
390 806 801 67 82 77 
459 301 752 557 228 308 
424 145 294 215 840 243 
694 385 860 227 297 433 
642 218 382 205 54 391 
528 279 31 293 280 466 
515 580 221 309 627 538 
709 271 94 317 781 941 
791 710 202 814 323 171 
1018 382 856 645 764 933 
685 137 567 465 266 181 
460 742 172 92 700 115 
838 586 275 744 878 175 
1053 844 243 148 830 801 
833 795 867 184 531 907 
819 293 182 691 618 72 
896 603 575 376 744 451 
343 177 183 318 772 159 
964 421 459 406 664 562 
603 363 942 587 366 659 
408 538 301 213 377 499 
1000 967 417 931 793 450 
916 933 259 610 701 508 
832 755 356 748 388 208 
512 433 221 400 260 499 
878 564 586 933 439 651 
586 958 156 59 498 71 
758 425 26 705 763 300 
696 756 759 167 761 829 
493 19 995 540 36 517 
941 345 383 809 929 895 
742 178 239 60 951 240 
691 628 844 201 357 11 
789 161 866 753 597 816 
199 1 58 172 383 316 
747 845 875 631 399 257 
485 106 502 473 474 566 
976 488 610 413 923 670 
475 737 532 230 195 483 
722 627 631 358 53 461 
690 285 192 668 230 427 
821 238 771 847 567 303 
893 645 736 871 991 734 
923 255 265 574 223 845 
585 139 493 753 171 424 
243 755 111 232 39 60 
909 331 956 651 105 915 
980 958 890 454 72 243 
1082 338 682 842 971 690 
837 837 136 743 741 573 
632 280 806 373 41 957 
625 973 465 167 101 347 
698 700 803 871 434 427 
315 19 737 210 28 452 
811 994 491 42 481 92 
445 349 284 380 56 481 
860 780 774 637 897 686 
672 259 147 595 930 678 
507 481 623 62 550 61 
948 712 234 801 102 934 
535 995 129 336 479 635 
490 812 29 607 892 109 
1020 508 556 400 455 818 
1095 656 777 965 585 842 
472 569 636 222 166 512 
709 690 296 29 517 471 
946 733 267 4 930 815 
1012 659 568 840 942 344 
824 476 607 295 445 14 
641 805 335 515 563 803 
560 436 123 555 17 97 
990 592 587 707 76 556 
560 34 706 246 675 791 
1051 569 985 735 151 961 
691 972 812 453 519 199 
635 305 810 362 376 381 
955 23 742 665 991 296 
873 900 931 720 851 510 
1018 272 754 290 686 894 
544 446 625 459 451 403 
991 748 246 872 335 515 
661 481 752 195 410 34 
897 739 747 555 483 230 
507 253 365 811 993 95 
743 789 189 775 775 105 
781 303 481 836 752 387 
504 809 311 340 712 5 
299 212 84 108 327 149 
702 513 862 803 933 97 
364 104 227 83 366 309 
