100 5 0
23272 24350 22882 27454 26191 
630 339 492 739 925 645 
613 171 726 88 919 909 
786 913 75 247 818 138 
805 136 329 806 565 76 
611 934 663 566 130 343 
826 822 473 29 440 115 
753 629 747 209 851 231 
979 384 823 535 979 301 
701 134 239 8 903 339 
597 550 121 245 855 607 
751 34 75 175 930 970 
693 615 442 190 810 814 
812 810 197 381 543 65 
619 667 331 911 222 252 
810 855 771 404 670 605 
460 176 390 918 407 219 
1000 482 763 873 154 430 
972 658 420 61 536 945 
878 514 512 770 971 984 
906 643 899 739 148 425 
447 351 441 55 650 274 
827 476 803 118 600 716 
894 699 693 687 548 594 
984 862 313 907 324 425 
898 759 2 554 125 898 
687 704 870 244 43 36 
816 839 193 358 960 565 
843 322 799 255 629 788 
712 778 253 483 279 109 
945 160 733 618 230 888 
985 218 709 626 854 612 
1237 969 891 789 496 571 
1125 261 637 990 757 921 
703 268 161 523 854 411 
916 105 657 547 968 733 
475 360 817 771 258 155 
735 889 487 205 809 396 
852 121 987 818 500 213 
833 172 851 670 993 486 
486 393 565 531 56 275 
957 395 607 169 905 330 
500 39 84 365 397 104 
893 415 215 310 453 593 
779 981 486 282 805 870 
683 129 842 213 222 121 
708 292 872 49 154 879 
729 154 845 93 933 79 
761 451 32 271 515 670 
566 834 608 25 277 877 
498 228 9 756 973 334 
926 502 142 201 967 526 
657 499 920 235 346 750 
832 466 1 735 384 589 
938 774 141 860 902 193 
890 390 316 318 856 746 
550 610 662 100 316 174 
654 120 29 566 434 882 
796 117 350 187 656 630 
1123 711 684 847 457 516 
553 811 980 449 116 157 
634 480 225 922 532 779 
872 979 61 15 687 538 
1029 440 292 373 722 998 
1021 801 416 982 426 992 
940 863 877 56 762 466 
781 973 159 475 262 397 
756 191 669 443 617 82 
1098 703 891 805 320 645 
808 443 134 138 437 540 
841 470 83 824 34 317 
568 113 615 86 960 301 
320 268 71 264 1 86 
990 310 364 784 822 538 
225 245 232 97 209 2 
724 687 782 512 306 247 
354 223 595 505 94 302 
898 910 802 224 1000 58 
842 758 929 249 664 22 
435 137 393 663 452 247 
745 383 254 637 480 717 
1039 725 409 443 594 773 
600 290 605 44 278 995 
834 4 453 280 331 673 
892 31 940 948 61 515 
768 521 892 360 919 791 
889 245 624 280 876 994 
746 419 379 541 185 999 
1093 67 932 994 827 366 
873 467 193 324 470 777 
711 299 4 506 73 927 
912 214 542 943 207 744 
541 341 5 355 469 651 
565 792 13 368 96 974 
411 154 5 152 511 989 
580 357 234 76 817 731 
869 190 724 960 968 479 
882 410 380 728 237 335 
750 677 519 762 887 451 
925 555 893 919 821 881 
799 318 935 52 717 563 
