500 5 0
196747 179966 188027 189383 180370 
616 597 25 622 946 783 
480 878 416 68 514 116 
656 67 491 623 751 195 
946 626 148 868 737 726 
860 982 286 13 864 803 
972 931 505 354 47 885 
630 13 250 196 167 135 
427 404 298 424 354 406 
806 582 56 350 846 628 
577 352 134 164 623 898 
808 576 659 569 382 914 
902 7 222 929 941 699 
1142 707 409 542 978 620 
373 90 80 816 200 320 
725 357 535 200 586 926 
906 960 863 257 929 531 
879 702 2 242 326 724 
919 675 4 278 985 414 
936 345 421 152 758 828 
838 998 208 148 679 604 
788 961 33 961 714 675 
449 69 318 631 45 45 
1117 419 458 842 649 975 
645 346 175 475 345 701 
761 567 875 508 731 63 
995 773 636 721 448 875 
1048 911 495 675 532 565 
1025 940 577 860 215 677 
661 308 793 479 93 111 
665 645 703 341 475 24 
1053 997 752 813 46 457 
697 494 288 395 606 518 
782 585 605 780 890 430 
581 503 215 357 567 253 
610 544 758 308 520 426 
769 113 395 406 919 832 
672 94 289 84 663 360 
763 426 349 118 803 311 
430 528 324 489 487 25 
662 825 769 691 153 485 
935 828 652 340 179 841 
775 599 768 50 406 864 
869 607 746 808 957 933 
1018 874 637 27 502 672 
740 722 731 257 591 74 
660 160 884 122 468 408 
928 771 851 441 126 462 
850 1000 537 667 470 788 
592 948 529 244 100 339 
908 581 190 878 536 325 
693 801 207 682 106 971 
483 399 888 350 69 205 
547 130 726 355 343 103 
821 262 384 324 717 199 
388 99 448 175 744 85 
495 190 93 117 749 761 
750 70 153 734 685 698 
735 583 93 233 21 650 
1164 871 788 551 701 912 
534 252 932 633 396 61 
706 571 341 524 431 156 
652 775 755 211 358 890 
737 64 607 822 751 812 
622 16 564 478 451 175 
853 205 477 257 883 34 
833 999 564 770 79 473 
965 520 94 977 821 95 
513 82 26 751 396 455 
927 197 695 960 592 352 
1047 475 323 722 782 912 
541 724 371 613 106 72 
791 163 348 273 633 116 
402 346 417 759 312 81 
731 418 126 10 487 558 
837 294 412 246 373 996 
594 693 530 858 364 304 
534 190 527 400 651 3 
198 101 15 385 220 35 
939 649 922 384 426 682 
594 442 893 462 618 11 
461 838 760 353 143 75 
423 777 146 542 47 299 
223 71 346 536 14 53 
440 246 292 572 486 305 
740 543 435 656 201 891 
715 36 999 204 112 19 
951 962 254 160 484 628 
887 435 147 757 511 546 
783 968 732 40 666 445 
832 714 925 527 959 269 
1245 451 657 901 971 794 
842 744 322 984 497 692 
837 603 951 218 811 702 
525 813 362 833 473 68 
881 382 804 392 596 454 
535 985 294 93 460 107 
477 611 344 260 590 435 
842 685 517 939 475 62 
535 595 627 854 77 91 
694 277 906 720 927 524 
901 597 48 986 746 277 
662 901 168 437 999 53 
693 779 775 425 223 853 
726 954 99 218 659 669 
459 782 73 423 268 68 
846 361 470 556 537 884 
1089 878 250 858 558 552 
762 240 774 614 103 244 
627 817 99 58 285 917 
484 561 176 278 240 705 
584 782 964 541 94 393 
653 520 755 657 110 578 
976 397 846 497 184 643 
614 695 311 630 173 431 
698 611 704 946 720 353 
1014 994 110 262 898 613 
794 415 495 806 256 215 
545 368 865 848 357 256 
625 918 269 237 695 148 
778 441 801 420 671 784 
760 933 934 116 684 279 
790 748 628 155 319 132 
919 436 509 861 470 438 
947 824 290 424 151 851 
652 870 29 560 314 326 
791 405 340 497 796 133 
778 560 488 469 734 8 
550 537 317 82 697 362 
774 698 40 743 268 681 
853 338 436 489 713 998 
715 151 654 716 576 853 
635 401 851 89 153 999 
739 116 404 99 892 990 
909 600 85 679 622 639 
945 570 167 948 54 880 
938 917 118 989 54 390 
1087 834 770 357 969 266 
519 509 66 584 228 970 
880 454 250 868 610 601 
832 626 889 521 638 940 
798 129 729 681 295 993 
526 724 992 311 232 298 
652 363 744 823 755 267 
465 40 978 148 106 743 
935 393 765 348 776 197 
680 688 966 190 946 577 
859 966 238 697 867 7 
919 900 676 596 848 876 
371 20 681 271 380 74 
800 841 912 206 964 502 
751 47 132 245 753 823 
778 752 246 241 372 10 
571 845 437 88 34 383 
770 423 538 661 227 328 
841 162 921 48 959 385 
762 699 565 659 334 618 
662 498 728 677 996 269 
805 809 655 635 295 197 
677 374 282 698 28 729 
1025 687 971 627 490 403 
706 569 988 632 67 564 
493 420 288 194 827 481 
771 127 102 354 311 910 
1226 191 948 969 826 871 
336 12 331 593 312 402 
890 541 963 864 347 183 
676 147 499 142 600 296 
562 653 692 163 675 176 
710 636 253 326 621 347 
805 93 17 750 608 401 
692 831 39 821 486 926 
776 924 274 65 306 568 
918 783 367 539 223 464 
752 847 845 534 357 695 
683 983 46 310 120 449 
909 458 683 945 565 642 
751 34 851 858 133 631 
525 330 461 263 166 513 
472 464 382 357 28 632 
549 180 439 13 65 28 
1002 756 514 409 957 366 
735 807 754 464 974 653 
633 598 108 728 817 298 
734 255 403 238 183 945 
1076 864 746 598 139 919 
529 234 64 278 349 167 
844 212 100 397 669 894 
877 842 987 422 973 33 
870 672 639 291 657 521 
561 48 501 213 91 980 
1125 998 666 361 966 578 
613 100 621 329 894 39 
804 841 203 65 964 84 
579 621 273 56 688 93 
817 472 604 112 441 269 
862 647 6 666 577 861 
959 595 301 893 260 323 
1078 762 377 785 719 964 
963 189 276 833 180 949 
470 105 678 196 642 34 
597 70 555 77 98 727 
397 265 499 327 29 679 
673 904 943 277 852 95 
769 934 443 463 323 103 
1099 795 783 34 591 920 
563 560 737 66 766 151 
705 171 974 483 613 411 
709 648 485 702 176 61 
936 807 570 115 992 587 
939 887 222 808 10 703 
586 216 431 44 181 163 
738 849 262 754 621 574 
439 385 491 173 347 273 
1119 994 929 485 809 910 
957 450 172 863 64 855 
674 486 528 73 240 189 
519 589 261 724 17 789 
302 61 148 388 188 115 
880 26 190 861 465 842 
731 452 508 716 574 471 
810 704 332 480 769 43 
666 291 292 505 527 739 
559 779 601 369 517 146 
868 784 134 899 766 494 
553 339 294 920 760 217 
507 12 271 994 472 180 
505 460 191 119 759 490 
970 496 945 281 223 953 
681 771 834 247 434 151 
823 377 127 768 576 406 
471 545 249 546 131 552 
701 634 428 959 803 621 
311 222 370 25 94 798 
645 705 296 114 380 534 
1065 585 922 347 539 461 
472 560 89 498 552 250 
650 237 415 692 893 82 
922 729 426 636 226 226 
773 622 650 989 515 631 
692 824 266 724 427 894 
884 642 208 255 753 375 
524 78 207 473 652 300 
587 350 618 897 470 553 
745 653 354 251 235 514 
877 489 82 107 654 877 
684 898 196 829 351 847 
815 187 620 761 220 405 
1053 863 836 291 406 686 
496 366 438 59 42 874 
889 776 576 369 856 627 
846 757 272 943 842 359 
592 995 495 267 54 732 
777 498 654 917 619 780 
684 936 598 390 635 568 
1037 994 366 875 200 962 
973 698 172 698 922 639 
957 861 998 286 149 683 
417 193 394 152 659 4 
437 611 528 55 760 222 
319 35 29 649 156 395 
820 570 354 495 40 648 
447 337 165 215 376 165 
733 767 491 979 340 520 
733 248 253 902 805 473 
800 693 987 402 131 160 
654 941 192 295 924 845 
604 107 641 695 780 695 
787 593 719 147 435 209 
1016 613 912 563 602 494 
515 361 826 738 268 16 
887 896 511 644 122 688 
912 851 631 658 765 685 
700 210 414 854 641 356 
704 775 754 362 646 679 
667 83 879 369 438 305 
901 597 339 503 276 575 
946 13 504 883 654 616 
863 624 540 505 935 42 
218 26 301 167 104 101 
696 448 272 779 810 795 
810 514 397 636 183 263 
656 403 971 284 466 311 
594 644 58 699 537 821 
919 733 428 372 984 186 
464 550 125 99 865 642 
404 297 442 284 135 637 
677 325 26 127 856 185 
840 379 592 198 977 155 
995 416 641 996 652 410 
764 380 363 826 105 751 
1089 764 750 847 573 824 
954 751 705 632 415 698 
570 385 565 838 263 628 
450 362 667 133 566 273 
779 269 625 459 943 669 
637 531 34 886 257 774 
617 755 286 112 623 157 
610 494 348 46 693 716 
765 181 395 234 975 950 
810 698 787 418 593 211 
1008 947 202 893 935 60 
587 233 841 477 569 762 
664 26 479 201 745 91 
692 704 991 801 671 92 
823 623 197 231 470 795 
1137 610 966 268 615 904 
764 110 244 934 333 475 
836 956 953 471 224 286 
933 261 181 997 171 755 
688 579 791 983 353 214 
618 887 78 528 473 191 
671 418 348 378 844 525 
733 793 778 229 769 554 
713 191 494 118 736 1000 
846 711 426 202 613 994 
624 890 437 751 506 159 
933 484 240 184 746 526 
522 916 305 211 204 649 
584 620 428 307 804 447 
439 11 281 287 44 442 
1008 524 376 856 917 70 
917 781 737 305 667 364 
