500 5 0
63531 64933 64038 59998 60841 
633 4 320 286 930 415 
409 44 352 505 205 549 
1022 721 709 417 675 478 
1178 71 763 976 935 979 
797 593 270 85 879 997 
1236 660 792 728 928 780 
733 997 144 80 60 731 
792 474 101 771 265 757 
731 739 671 355 34 282 
638 522 558 493 785 188 
562 772 370 241 254 447 
1034 852 954 253 124 643 
888 398 592 569 931 952 
969 844 200 749 718 137 
901 974 164 485 323 773 
846 591 132 172 508 636 
843 366 370 570 123 997 
845 154 907 55 564 153 
762 188 168 629 366 144 
626 783 25 742 493 474 
468 516 511 212 344 660 
784 413 939 508 439 645 
711 269 372 491 328 713 
721 757 492 746 460 144 
516 959 186 908 275 128 
661 556 796 899 58 963 
1012 264 915 623 36 972 
589 511 261 344 93 737 
623 196 953 619 823 497 
804 6 783 562 998 873 
477 278 491 10 66 91 
1090 697 73 696 768 920 
548 366 28 635 642 124 
820 86 221 683 195 817 
990 354 636 901 412 687 
805 810 481 203 546 131 
885 893 259 879 952 900 
775 689 582 212 911 280 
551 271 525 479 98 899 
751 614 92 779 245 63 
875 118 849 669 340 27 
990 761 647 604 393 621 
935 592 806 785 989 223 
703 847 732 971 718 178 
898 277 650 797 647 959 
941 335 268 702 987 617 
835 909 508 498 126 365 
655 834 769 862 522 122 
826 637 845 846 12 724 
656 75 3 48 859 234 
636 51 121 689 204 588 
672 834 720 969 376 65 
756 555 769 725 281 533 
1071 427 780 784 617 631 
742 512 904 86 839 872 
573 368 457 687 245 93 
676 726 9 229 821 779 
549 421 834 523 854 84 
619 577 632 630 624 46 
876 341 475 793 434 145 
795 679 264 605 722 585 
514 316 35 253 953 507 
849 380 384 826 525 320 
739 525 431 322 606 286 
439 120 907 108 57 20 
527 948 871 120 417 54 
876 452 701 863 118 118 
396 980 359 51 27 127 
583 542 736 517 104 870 
477 534 193 93 850 679 
725 944 436 700 720 14 
582 357 829 107 880 199 
885 710 890 122 173 885 
379 402 216 179 207 299 
671 803 707 894 620 33 
604 527 771 548 420 538 
863 609 226 82 671 614 
778 624 285 746 779 546 
620 361 93 106 471 134 
1108 381 942 918 861 518 
838 743 901 603 265 811 
897 180 571 934 343 248 
984 374 201 919 879 546 
559 489 498 989 196 32 
768 237 40 662 445 781 
548 332 136 141 43 329 
571 166 505 970 115 38 
724 225 500 314 649 782 
981 550 420 964 850 154 
836 283 613 455 54 758 
1117 748 499 654 728 958 
983 965 761 345 46 656 
423 490 881 404 93 21 
781 644 639 536 643 354 
377 51 322 498 26 635 
1000 230 538 511 821 509 
585 89 467 162 225 1000 
741 414 571 718 553 859 
782 87 482 576 937 280 
933 782 771 833 152 270 
921 270 879 343 335 977 
682 386 27 355 457 561 
678 257 462 702 135 29 
1024 671 24 741 956 741 
975 947 972 586 515 440 
986 37 787 810 965 552 
846 228 849 399 602 989 
445 4 263 250 932 556 
677 329 298 858 308 348 
1059 533 883 537 381 989 
720 922 606 199 246 840 
670 98 699 798 758 286 
873 764 884 400 73 105 
921 981 882 499 617 290 
725 541 265 752 200 304 
400 44 175 899 88 774 
903 120 908 582 92 770 
720 321 750 947 693 90 
670 288 153 535 139 515 
983 737 812 736 90 225 
1062 734 738 475 408 478 
1142 849 270 943 696 891 
1123 993 260 766 851 517 
779 439 600 201 768 812 
464 548 501 210 114 916 
747 197 491 834 699 398 
845 84 305 264 618 995 
471 267 71 230 821 804 
1028 840 886 461 321 630 
845 956 202 839 122 56 
673 649 651 631 645 775 
876 144 510 125 881 594 
885 627 375 828 852 887 
909 509 403 54 364 814 
860 617 434 613 566 135 
584 99 884 79 287 451 
521 5 862 141 480 787 
740 946 415 473 242 627 
414 475 177 916 24 60 
821 120 280 906 302 560 
717 268 48 379 374 187 
1043 424 916 804 769 313 
798 657 360 366 429 643 
657 262 352 140 941 467 
681 756 960 543 62 965 
879 679 584 446 351 376 
722 417 336 171 447 470 
969 59 982 522 838 724 
817 53 861 639 382 230 
459 193 54 410 695 874 
532 868 304 646 143 312 
425 888 387 108 13 158 
1015 792 413 561 369 879 
398 44 83 228 125 74 
631 849 826 895 433 10 
806 618 888 289 625 493 
868 599 564 341 471 976 
783 255 640 875 209 696 
578 975 348 535 669 296 
393 205 977 257 120 340 
674 687 626 413 112 759 
632 503 645 299 180 390 
701 84 47 405 955 219 
512 257 944 534 520 160 
440 294 351 38 841 622 
654 703 98 783 427 167 
646 65 273 194 254 388 
1078 370 883 634 953 967 
786 732 687 76 2 928 
635 169 997 601 918 228 
638 473 339 846 445 462 
526 209 773 79 228 910 
717 852 174 30 893 282 
897 959 930 578 143 262 
490 493 610 297 241 104 
757 268 477 232 329 748 
821 751 962 775 911 193 
780 392 861 400 291 979 
550 258 374 177 763 205 
785 125 960 483 35 346 
595 13 435 808 291 711 
542 52 169 810 330 177 
316 533 269 495 144 68 
661 845 175 532 597 359 
819 210 716 765 267 69 
645 949 566 236 758 123 
672 331 741 680 619 350 
775 623 632 800 753 773 
658 209 950 246 294 31 
764 403 124 763 949 838 
816 387 323 116 561 299 
744 260 694 854 420 325 
938 380 584 402 960 211 
626 134 387 64 159 291 
864 352 982 521 211 243 
646 346 320 165 19 299 
669 311 449 163 996 568 
663 377 574 741 191 418 
720 576 610 908 526 13 
899 324 523 797 996 41 
604 256 633 420 146 909 
813 363 35 616 409 515 
533 166 78 140 522 425 
733 407 574 591 52 693 
628 95 42 556 633 144 
658 412 155 962 855 812 
841 295 469 687 228 487 
714 386 145 940 947 234 
1006 757 778 351 659 331 
756 698 506 207 716 25 
912 494 973 321 228 148 
664 563 101 134 226 831 
711 102 606 424 931 894 
1017 842 669 731 637 567 
551 377 840 281 478 592 
552 889 929 225 48 322 
585 989 814 377 159 128 
559 333 374 817 314 775 
874 312 790 850 417 392 
642 837 26 191 935 522 
588 844 51 430 685 739 
482 63 369 139 384 258 
783 152 47 985 465 699 
809 528 695 558 458 454 
700 185 176 556 815 482 
843 689 988 864 259 417 
787 196 865 691 228 335 
1075 595 840 386 747 833 
919 543 747 685 919 931 
918 9 753 432 886 905 
827 830 934 620 191 170 
389 912 268 73 22 75 
620 681 546 720 33 452 
952 943 803 328 276 569 
460 513 378 303 614 40 
846 812 397 531 230 30 
911 607 534 987 338 575 
985 127 281 670 714 852 
1175 862 832 561 950 455 
762 537 692 310 779 605 
714 526 657 504 708 669 
523 164 845 941 50 596 
872 184 890 940 90 27 
526 725 972 323 65 100 
711 713 94 953 230 820 
465 43 284 366 807 684 
629 592 898 300 264 859 
591 412 664 514 839 119 
777 34 700 891 533 720 
414 955 467 42 353 220 
731 911 84 148 1 384 
787 606 67 950 68 572 
757 790 2 291 30 882 
838 197 326 945 664 995 
893 735 423 286 330 897 
1113 984 948 624 234 464 
532 572 714 443 527 116 
432 160 80 809 289 342 
989 912 39 412 454 696 
998 987 509 828 879 851 
607 212 70 514 24 48 
888 617 474 664 202 571 
835 604 748 129 912 650 
851 503 383 918 599 347 
669 783 100 423 445 555 
799 709 643 536 77 692 
538 562 320 318 250 872 
729 86 368 251 868 536 
869 122 736 788 192 805 
549 214 683 414 751 36 
594 627 843 414 285 304 
574 752 488 271 305 724 
720 250 205 675 48 933 
801 742 280 56 949 531 
494 397 591 921 231 123 
633 458 326 929 321 409 
751 134 827 681 20 351 
831 743 269 442 26 241 
881 843 339 553 638 549 
713 989 357 376 170 704 
433 63 959 12 166 877 
377 495 110 135 507 108 
754 801 975 406 486 519 
596 72 942 756 696 93 
527 697 613 286 383 70 
895 908 563 503 935 89 
440 304 908 330 198 388 
691 485 148 653 243 43 
803 990 870 607 766 561 
987 995 600 5 824 333 
752 349 553 195 202 381 
863 771 754 84 544 169 
827 671 218 852 632 615 
587 56 337 621 515 665 
807 378 341 100 601 717 
575 577 396 828 97 17 
588 617 557 257 455 659 
674 221 509 193 750 110 
928 378 688 794 124 811 
761 86 960 830 948 557 
493 737 249 479 659 123 
609 163 194 512 918 326 
620 189 967 143 364 35 
830 712 859 326 268 568 
