100 5 0
23587 22266 26460 23724 25004 
654 22 807 417 779 846 
668 941 44 957 424 738 
929 982 590 629 839 345 
879 821 202 830 29 51 
767 7 410 195 425 806 
517 16 979 358 301 255 
343 471 268 194 140 88 
571 932 9 354 571 385 
788 107 250 898 101 574 
493 465 217 96 181 122 
635 692 326 886 362 620 
900 528 191 269 439 899 
961 391 753 824 142 617 
765 431 833 501 401 50 
650 442 303 914 467 905 
426 68 370 107 385 190 
786 183 816 689 910 271 
655 642 191 981 23 605 
907 784 641 231 407 213 
852 554 412 551 139 695 
615 4 240 661 268 133 
764 723 982 220 691 805 
600 334 432 762 933 230 
879 683 22 612 546 322 
524 219 304 107 50 123 
920 708 161 572 965 833 
652 102 793 928 55 312 
636 878 169 204 606 410 
842 286 619 976 319 691 
706 167 888 59 41 435 
630 149 630 786 630 851 
828 977 268 909 346 79 
883 574 671 794 946 247 
595 624 495 26 41 636 
1029 984 679 694 475 742 
757 99 508 982 194 371 
903 447 998 312 547 383 
516 945 453 163 202 370 
647 814 423 723 536 685 
427 454 7 157 343 387 
1059 617 452 709 697 661 
833 865 441 472 697 260 
560 482 92 379 794 388 
766 333 703 894 676 573 
900 887 677 576 603 209 
680 244 476 595 44 227 
519 669 484 94 88 313 
671 105 535 587 669 406 
594 26 235 469 311 155 
1092 592 671 697 992 713 
601 277 432 154 8 522 
407 76 119 742 165 657 
897 372 738 193 716 972 
770 565 659 773 590 7 
727 408 673 796 590 172 
503 345 7 639 636 358 
605 524 589 615 288 299 
820 786 26 270 260 496 
882 406 613 845 28 271 
585 441 437 726 322 344 
938 20 141 390 929 936 
834 704 945 200 437 638 
701 217 752 862 599 290 
513 167 655 328 79 709 
1024 748 108 927 892 426 
575 151 634 411 120 600 
720 518 578 857 255 978 
763 606 95 866 158 532 
650 596 501 232 319 530 
530 170 99 638 297 376 
710 369 229 93 373 754 
772 184 289 814 540 800 
637 491 994 402 399 148 
608 364 1000 10 946 350 
393 874 179 79 282 249 
817 317 390 336 813 838 
720 235 770 481 576 344 
1085 975 785 414 455 927 
735 481 577 232 595 622 
917 901 94 951 193 840 
514 225 529 233 320 908 
515 320 92 605 916 67 
717 786 797 227 574 660 
1109 678 727 932 632 895 
698 613 53 139 963 576 
900 252 24 937 351 953 
729 529 193 875 636 365 
534 652 168 132 827 347 
608 70 73 210 228 919 
633 816 310 286 669 555 
558 284 109 415 836 608 
947 468 924 54 294 546 
1128 482 628 649 768 672 
586 691 80 742 917 241 
991 683 190 677 851 122 
998 591 663 571 351 481 
724 128 279 969 642 840 
653 53 454 640 942 806 
766 664 904 375 645 526 
722 431 106 976 455 710 
