500 5 0
189726 190606 186731 188791 183589 
1012 961 216 106 934 406 
815 455 829 663 805 807 
579 373 283 686 860 635 
753 894 733 226 348 473 
945 748 572 607 778 340 
785 488 988 295 855 361 
778 760 68 366 22 749 
1047 423 577 407 910 814 
496 971 478 99 498 295 
641 153 706 31 755 73 
690 376 332 538 291 739 
634 120 305 246 884 434 
508 955 286 610 208 405 
551 177 657 713 203 351 
507 7 109 39 205 467 
823 983 837 993 921 228 
978 219 638 704 837 560 
820 224 382 18 890 519 
736 510 736 494 720 382 
589 518 8 21 364 882 
382 18 535 540 104 180 
673 380 863 415 544 686 
713 444 677 746 14 899 
568 620 442 396 351 123 
785 371 873 555 524 309 
807 320 208 139 629 279 
1003 931 128 500 362 875 
811 210 488 860 845 240 
707 242 207 63 773 3 
882 16 476 803 463 309 
918 186 720 639 279 538 
486 305 235 257 777 569 
554 380 723 436 89 653 
699 876 971 638 211 225 
580 538 359 547 215 170 
561 534 578 531 39 385 
1007 280 919 62 767 959 
772 656 760 822 437 577 
613 74 955 665 315 254 
919 835 289 616 499 289 
752 743 279 307 561 10 
826 464 567 655 521 324 
742 185 239 563 702 425 
463 445 495 255 171 846 
852 893 544 517 904 359 
638 395 114 354 709 96 
1012 999 880 794 520 509 
686 55 704 505 621 1 
895 212 321 203 755 924 
785 255 512 144 788 784 
1081 425 880 292 850 555 
920 953 848 56 136 986 
638 828 379 372 519 362 
778 478 641 967 531 766 
658 209 757 67 806 461 
658 920 74 381 44 748 
1062 933 545 987 398 709 
816 483 957 927 529 844 
919 610 487 599 516 597 
766 492 642 634 168 479 
894 697 15 769 759 952 
806 423 325 425 705 106 
1029 283 891 566 941 219 
436 605 785 436 47 48 
944 658 444 686 521 75 
656 346 312 875 983 567 
881 739 962 385 904 681 
1119 402 266 846 730 904 
827 422 480 805 943 903 
482 386 782 166 548 496 
874 711 657 111 925 759 
1064 526 991 766 788 567 
706 996 948 498 90 51 
620 109 698 84 625 209 
807 532 47 709 901 669 
983 707 597 296 832 727 
892 622 748 485 665 726 
1170 718 938 930 933 847 
968 903 656 188 301 516 
779 500 95 724 531 544 
980 204 806 99 905 411 
1032 889 518 786 719 977 
539 390 268 969 335 627 
901 876 406 857 425 934 
437 564 463 56 429 282 
1068 583 826 581 530 881 
810 652 15 538 111 347 
461 480 459 198 256 269 
977 172 337 687 717 549 
1063 960 947 98 868 815 
426 271 118 134 654 273 
661 797 898 924 62 360 
868 803 950 397 558 846 
874 252 371 465 725 152 
1031 650 887 426 312 695 
460 144 159 237 555 852 
571 90 91 169 324 273 
544 111 12 358 839 433 
793 465 741 274 758 865 
701 258 925 731 638 895 
813 798 518 228 242 605 
864 992 767 815 362 126 
577 752 21 885 707 360 
533 448 106 208 889 512 
595 482 870 712 197 89 
598 296 122 68 229 136 
1047 809 524 455 415 920 
501 428 708 265 20 854 
764 359 812 611 116 448 
679 243 227 753 243 474 
893 610 309 254 5 937 
783 621 618 394 291 919 
521 443 797 40 296 108 
503 336 327 269 555 194 
617 203 364 756 740 840 
550 143 482 927 430 222 
877 914 156 897 491 972 
1130 776 8 663 982 808 
367 208 459 79 328 468 
917 154 967 256 964 988 
957 711 81 718 890 70 
914 72 354 438 574 712 
895 930 224 665 191 744 
823 427 870 258 118 907 
526 689 180 571 202 539 
565 446 972 5 3 935 
984 606 658 528 707 915 
732 213 596 613 957 332 
1185 950 664 869 883 285 
682 877 304 296 573 343 
597 291 975 69 313 737 
971 589 562 169 787 718 
931 856 40 316 807 161 
1214 625 881 865 745 475 
675 212 216 110 302 87 
997 433 787 943 410 867 
779 698 91 734 658 771 
850 922 239 585 27 202 
1006 657 607 370 708 641 
581 390 732 250 71 730 
901 448 391 510 927 598 
