100 5 0
26241 25187 25932 22543 26437 
909 21 685 594 342 818 
617 619 473 779 649 252 
704 736 278 606 586 572 
815 453 841 164 70 286 
853 196 667 908 197 277 
892 636 150 142 518 573 
851 849 488 299 5 191 
769 94 351 716 363 271 
688 674 303 484 287 746 
1005 728 678 805 634 333 
461 866 268 635 297 231 
386 12 431 721 289 65 
781 903 304 44 284 701 
1081 696 657 542 631 985 
821 154 7 535 907 926 
912 240 831 726 389 520 
649 679 195 17 185 10 
1247 962 787 997 587 874 
704 944 370 459 68 503 
614 550 839 376 659 514 
911 638 608 334 750 206 
915 425 190 90 953 805 
685 321 646 964 116 959 
862 260 242 599 654 282 
856 424 660 969 941 962 
619 546 408 289 414 75 
655 133 511 891 102 661 
893 354 245 797 622 483 
859 923 253 4 280 778 
866 948 130 580 306 429 
701 428 770 710 176 672 
634 645 250 369 860 156 
729 48 345 468 447 426 
590 677 910 121 539 78 
790 676 919 627 271 245 
523 163 188 225 479 494 
463 398 302 721 228 315 
810 508 134 986 696 630 
971 223 717 84 924 437 
1032 510 471 720 685 637 
593 726 496 730 343 352 
625 379 116 656 643 858 
1020 431 831 521 640 632 
766 649 271 629 537 890 
791 683 939 365 952 596 
472 72 749 127 124 589 
656 57 610 568 353 589 
885 900 854 607 142 797 
794 337 567 553 464 583 
499 183 508 448 484 644 
547 746 332 133 66 420 
813 879 618 2 927 714 
271 219 44 236 126 557 
714 242 840 866 152 68 
563 332 460 489 3 913 
484 104 276 371 100 75 
528 946 426 84 946 236 
1009 491 813 621 986 996 
719 799 403 668 294 945 
775 461 80 786 724 127 
496 400 730 398 115 377 
1127 903 620 811 766 954 
702 640 622 739 940 433 
380 240 365 164 829 70 
848 968 169 736 249 890 
646 595 321 111 162 799 
857 49 800 871 363 404 
435 885 269 438 181 20 
850 532 795 767 403 401 
917 556 736 635 283 538 
657 86 474 91 721 937 
830 980 673 737 862 838 
629 923 665 463 302 5 
944 919 887 731 246 773 
1052 691 986 612 517 717 
1084 175 876 272 883 848 
936 697 536 886 1 424 
756 461 489 507 317 561 
962 471 380 966 410 334 
641 340 908 347 437 330 
590 556 481 399 636 849 
926 780 144 449 430 346 
933 841 739 978 714 763 
888 111 975 225 259 518 
894 591 311 664 922 887 
506 549 264 58 667 610 
698 188 709 785 52 996 
821 814 379 815 78 194 
668 177 397 171 34 98 
741 666 459 725 260 815 
583 796 202 511 278 437 
885 220 620 810 80 565 
747 971 324 724 929 417 
1150 843 640 625 388 972 
909 214 379 312 569 921 
621 906 204 406 312 252 
805 276 981 199 781 963 
624 645 883 136 253 648 
708 801 227 36 518 1 
526 130 20 997 542 10 
