100 5 0
33727 36339 36746 35213 35615 
757 356 98 581 873 70 
679 787 162 89 526 357 
852 241 286 968 987 888 
1225 469 976 879 972 458 
770 507 819 409 444 373 
282 6 245 474 493 124 
783 152 467 877 293 344 
934 603 978 569 520 901 
760 384 31 320 521 357 
1133 715 619 853 605 972 
627 832 56 241 607 610 
598 370 453 577 184 167 
672 725 106 970 933 183 
558 95 467 889 485 620 
1057 75 948 652 609 592 
569 433 676 753 401 579 
961 914 399 497 416 459 
1086 945 351 812 107 815 
715 71 24 661 289 430 
715 91 607 219 747 613 
825 810 528 355 71 971 
532 95 928 34 246 734 
682 162 86 863 723 456 
823 52 143 720 362 389 
687 140 201 508 337 652 
499 386 89 152 174 620 
907 645 482 317 401 655 
639 75 336 254 691 383 
598 11 595 73 836 127 
991 992 653 915 371 212 
615 440 441 837 609 570 
840 508 785 315 263 247 
647 252 777 604 142 52 
637 589 767 484 544 691 
1169 769 828 797 489 894 
842 906 748 956 777 13 
666 603 628 315 163 593 
1048 569 637 952 886 653 
596 636 171 681 323 782 
807 15 510 988 359 396 
677 516 455 799 385 510 
729 696 244 80 632 584 
616 122 521 559 600 705 
921 196 589 677 515 914 
371 618 130 125 372 89 
907 956 626 510 770 114 
900 977 315 665 966 991 
851 831 909 191 614 263 
598 418 567 63 243 791 
726 683 62 946 41 467 
708 510 936 432 41 465 
646 151 401 75 1 429 
754 245 445 632 887 89 
1019 96 103 887 849 834 
817 197 920 456 707 658 
481 657 409 71 763 268 
666 88 296 433 495 42 
745 346 511 18 376 73 
824 453 820 864 275 450 
474 416 984 191 49 730 
569 595 405 22 629 170 
916 566 182 659 749 488 
756 308 897 702 550 532 
628 398 803 440 505 21 
441 715 110 784 94 244 
894 429 661 579 104 547 
1053 741 724 5 721 660 
770 141 369 628 765 377 
881 447 867 728 75 23 
631 389 329 308 369 338 
856 948 724 213 170 427 
700 139 205 581 840 712 
678 173 418 353 258 95 
722 113 236 342 480 364 
944 901 266 150 689 942 
963 97 852 666 90 932 
502 59 396 66 4 913 
538 896 66 303 783 210 
627 496 346 212 481 522 
862 339 854 25 763 341 
816 229 503 638 317 201 
904 254 521 440 833 148 
984 173 607 778 526 544 
565 397 7 178 345 27 
803 945 83 460 590 428 
374 573 342 80 73 615 
564 999 143 470 286 184 
623 754 651 400 553 618 
878 828 990 645 306 764 
1038 145 975 937 219 618 
384 403 51 192 128 119 
672 804 67 6 119 409 
892 802 29 801 722 511 
843 38 732 692 115 995 
736 324 485 58 726 607 
667 906 298 14 438 377 
937 344 889 56 457 886 
909 98 948 933 903 292 
1000 365 871 438 353 555 
443 100 206 928 463 262 
