500 5 0
173725 190019 186926 192737 183645 
801 702 246 799 463 252 
956 840 994 228 654 735 
512 513 938 10 167 586 
823 157 617 731 574 187 
740 882 84 836 29 337 
752 341 49 270 338 760 
936 637 232 986 964 873 
536 175 137 337 958 550 
851 615 1000 233 976 589 
399 464 201 22 848 58 
515 345 101 131 207 213 
660 253 265 891 670 402 
523 522 496 73 882 351 
229 314 53 388 11 111 
637 544 20 365 836 333 
609 866 645 106 75 930 
663 520 77 471 756 184 
561 706 33 498 360 812 
516 447 164 46 315 905 
709 349 565 918 931 387 
1060 562 801 808 724 108 
405 354 417 20 273 73 
564 235 553 498 587 591 
692 803 824 689 526 185 
524 336 25 763 293 646 
992 669 798 849 391 481 
745 510 17 767 521 14 
860 762 471 188 971 98 
638 463 954 681 938 100 
801 849 961 598 282 770 
777 542 598 779 419 885 
757 42 499 867 603 637 
722 698 869 771 824 55 
785 929 407 587 888 228 
321 85 333 66 495 74 
943 107 926 986 528 992 
469 721 26 520 269 369 
541 440 208 595 230 538 
673 406 675 913 522 636 
716 302 746 100 252 675 
686 660 197 28 228 484 
1188 548 960 679 802 634 
969 235 682 732 946 120 
804 982 804 392 81 656 
728 302 451 136 990 815 
790 944 273 597 972 571 
741 17 279 344 883 557 
790 947 286 34 973 87 
545 306 211 900 775 15 
591 64 151 843 240 195 
1091 497 620 887 770 286 
707 625 447 10 985 372 
475 814 125 244 278 183 
808 186 329 414 861 646 
750 493 691 375 83 201 
707 629 627 662 261 976 
556 794 316 781 362 456 
573 89 200 729 923 574 
562 798 457 433 34 4 
1057 875 418 665 893 783 
750 735 11 678 189 790 
919 656 993 30 342 197 
511 448 470 874 611 51 
440 88 730 417 786 126 
638 239 744 406 66 168 
865 953 298 317 677 276 
588 762 238 635 851 417 
891 707 612 9 849 874 
731 16 722 426 918 549 
548 307 607 528 297 385 
437 15 146 41 779 405 
1015 762 726 58 707 737 
878 872 28 692 424 895 
1017 949 954 146 541 169 
824 135 851 844 400 616 
993 926 582 722 442 842 
905 816 711 202 40 433 
600 630 36 75 50 283 
664 66 515 616 835 111 
890 301 393 722 590 131 
732 192 594 171 864 864 
696 175 405 749 464 441 
703 265 508 725 1000 85 
348 283 390 465 98 182 
690 358 976 202 349 146 
392 23 149 587 524 220 
1090 500 845 991 921 198 
1170 920 982 547 834 523 
799 166 341 560 956 257 
1191 357 776 990 748 759 
561 507 201 181 857 291 
840 584 888 655 729 140 
555 792 200 19 372 630 
918 842 660 664 979 472 
698 438 205 225 768 104 
687 645 967 218 628 538 
735 29 279 233 255 981 
572 799 603 84 325 893 
926 739 525 996 634 399 
599 237 762 151 984 67 
469 167 806 530 320 237 
486 416 22 755 49 317 
973 922 853 431 758 731 
676 851 678 251 724 96 
817 451 685 520 756 556 
504 18 255 128 850 833 
388 410 872 34 166 44 
685 702 390 914 247 447 
596 240 60 64 177 653 
878 130 308 606 756 166 
426 690 307 133 355 245 
862 315 862 876 663 662 
695 220 312 534 615 225 
542 969 349 71 102 980 
746 567 366 384 990 247 
694 387 770 572 926 370 
885 506 474 26 384 573 
524 953 613 299 116 428 
694 609 768 530 983 331 
935 724 889 518 893 707 
715 678 356 572 713 273 
810 17 904 450 34 932 
978 244 864 739 326 922 
443 905 345 438 261 56 
318 36 715 104 581 132 
621 704 41 738 736 817 
805 326 307 754 98 645 
511 537 889 33 498 145 
1279 980 938 985 814 328 
832 202 792 471 440 89 
974 757 696 286 108 587 
737 776 809 565 495 368 
857 238 116 704 795 994 
756 542 381 806 224 118 
595 447 557 854 35 102 
830 976 2 63 735 919 
526 109 184 858 544 717 
968 796 311 856 279 785 
974 446 248 886 318 996 
1279 725 973 799 872 992 
770 733 330 802 753 819 
980 510 979 815 594 444 
435 290 13 320 964 375 
881 19 620 310 728 855 
858 940 742 443 52 267 
964 597 678 889 68 630 
454 540 434 6 123 195 
1068 960 378 811 469 984 
956 2 947 115 881 633 
874 209 145 543 951 277 
872 411 995 41 538 826 
623 505 612 400 118 55 
609 528 672 729 866 240 
623 373 799 148 21 213 
649 169 998 84 711 802 
620 581 740 328 226 916 
850 226 722 461 194 400 
522 376 136 262 541 458 
999 635 759 317 592 441 
959 4 905 500 564 563 
593 516 313 609 63 783 
624 429 714 287 166 559 
488 347 193 656 10 30 
386 597 369 130 355 76 
835 349 702 179 175 362 
741 533 604 976 709 412 
1045 613 801 707 971 639 
815 890 361 525 132 559 
809 302 668 488 932 600 
860 9 107 946 526 337 
472 947 43 769 328 81 
949 372 650 635 878 493 
972 889 793 624 96 794 
874 673 160 396 452 646 
951 201 777 696 429 851 
568 326 860 256 49 303 
890 882 388 867 255 438 
633 364 320 507 41 662 
622 872 351 522 184 674 
509 827 351 229 142 799 
788 878 467 463 702 620 
496 789 626 989 28 7 
1004 595 847 579 572 235 
562 142 678 201 916 209 
700 125 499 455 239 638 
637 882 981 44 558 642 
666 531 556 743 686 314 
340 157 66 363 472 599 
658 482 134 514 25 898 
832 532 633 83 546 994 
778 514 633 169 330 125 
616 397 455 676 417 823 
643 37 820 792 378 900 
521 357 218 794 256 151 
505 818 320 43 939 399 
900 4 633 759 887 749 
543 212 890 13 732 853 
873 77 532 705 616 664 
763 76 450 864 709 165 
890 529 380 782 874 480 
776 926 643 939 424 407 
752 379 698 702 55 258 
718 400 98 371 835 226 
366 51 158 12 633 461 
566 355 233 866 509 644 
802 364 884 887 979 674 
304 159 63 486 70 660 
470 28 502 60 617 477 
543 780 881 215 663 161 
847 564 883 846 309 572 
827 497 389 641 356 443 
821 308 241 835 706 624 
644 62 314 725 296 422 
1012 767 622 775 804 234 
845 552 659 761 620 581 
702 92 112 736 496 455 
624 158 868 381 16 387 
942 454 811 91 260 715 
963 825 890 28 323 394 
510 673 267 384 190 19 
428 283 72 207 99 449 
710 683 212 658 592 329 
986 286 482 734 641 568 
663 181 475 961 523 606 
928 382 771 198 494 437 
541 163 63 642 533 705 
933 36 620 933 200 846 
1095 101 978 860 825 676 
699 435 449 853 482 501 
756 399 692 434 977 104 
733 965 847 525 714 369 
632 172 251 625 881 257 
732 852 436 716 652 312 
1073 544 980 421 168 770 
552 77 348 163 111 912 
913 202 113 714 457 674 
514 674 106 152 810 184 
1011 861 173 591 741 666 
772 605 584 313 992 951 
597 28 497 712 761 731 
652 883 679 637 310 302 
863 647 440 121 233 776 
534 442 525 862 295 119 
658 218 711 437 104 531 
695 306 512 76 248 753 
757 822 623 948 189 646 
977 74 855 674 539 288 
647 227 738 238 793 961 
746 449 170 117 972 382 
1032 691 951 391 350 385 
391 564 55 804 165 299 
665 433 398 422 757 581 
923 703 862 147 721 471 
570 413 938 209 742 440 
1147 436 713 837 636 738 
658 468 164 402 999 935 
798 137 534 467 741 900 
604 104 241 6 356 517 
1114 881 734 369 496 612 
1254 951 892 569 554 945 
790 218 124 474 417 465 
646 329 67 745 49 342 
961 735 425 360 697 642 
607 284 126 264 107 651 
825 466 734 297 72 700 
506 298 153 549 474 787 
936 267 897 633 901 402 
466 992 243 94 245 169 
672 448 147 769 486 661 
767 518 205 420 228 437 
481 74 604 505 83 583 
617 647 294 548 233 527 
863 879 597 262 586 4 
506 515 438 396 707 147 
748 976 134 230 522 493 
676 638 842 571 626 88 
709 721 524 126 420 220 
601 171 340 324 249 467 
829 122 108 575 432 949 
787 530 571 354 241 9 
430 407 159 246 13 801 
855 416 139 506 590 523 
802 115 739 951 853 533 
688 700 860 78 661 192 
780 868 113 768 865 738 
1010 611 98 802 444 837 
515 158 215 5 748 308 
871 17 987 696 536 483 
880 397 604 446 341 999 
630 731 120 214 696 268 
1235 552 773 869 932 648 
679 883 510 357 266 603 
672 816 401 14 968 265 
806 5 100 456 775 753 
927 315 399 212 922 544 
775 137 420 713 766 766 
932 359 355 371 732 700 
924 961 721 760 654 676 
515 345 787 54 44 441 
665 86 923 464 846 485 
570 403 534 831 769 149 
596 294 611 358 919 267 
576 343 938 719 550 273 
463 85 373 90 352 513 
270 200 275 194 245 315 
509 298 396 263 469 244 
688 693 761 579 493 517 
578 144 290 36 438 358 
901 549 328 1 653 487 
653 332 941 559 270 530 
764 55 641 351 492 555 
893 402 428 542 302 525 
688 808 945 95 634 723 
679 606 182 451 348 457 
642 558 567 668 962 150 
737 75 236 680 269 786 
251 107 105 93 788 84 
491 3 668 572 138 178 
996 972 963 863 424 581 
796 469 904 883 548 570 
768 697 71 265 576 727 
625 212 373 514 590 629 
528 265 713 809 315 531 
771 488 545 121 872 499 
592 151 209 431 617 13 
530 634 148 526 787 89 
742 32 233 551 206 500 
740 186 582 172 35 585 
391 98 937 370 39 182 
936 467 564 413 763 725 
1023 704 223 785 621 396 
822 180 178 936 148 956 
462 860 186 273 402 310 
782 917 711 925 446 580 
737 515 186 618 849 679 
430 421 174 200 167 914 
675 254 248 745 629 330 
576 276 908 930 94 82 
440 201 349 757 294 88 
339 111 894 129 124 438 
619 317 874 263 995 114 
951 203 515 846 766 970 
676 170 463 826 158 267 
1193 355 621 976 704 853 
811 244 929 970 387 507 
985 459 960 930 526 739 
876 830 794 403 772 529 
679 117 224 820 598 796 
661 501 398 42 418 771 
912 623 848 727 952 886 
742 405 182 274 896 566 
850 576 906 650 716 628 
798 783 381 955 84 212 
826 243 974 146 847 960 
409 21 467 582 549 84 
941 391 429 325 861 209 
804 965 524 46 514 412 
680 728 796 219 637 407 
474 382 480 785 148 173 
605 536 323 723 657 741 
826 229 713 470 299 459 
845 514 563 556 321 446 
1053 983 279 666 807 884 
745 465 608 581 991 343 
689 500 766 694 803 402 
711 723 281 18 666 569 
771 703 501 963 757 625 
991 80 704 390 990 370 
732 425 878 507 676 587 
795 951 102 365 462 600 
931 659 778 699 488 421 
909 876 839 945 382 687 
724 216 92 758 470 252 
851 215 836 984 865 459 
1064 163 901 993 655 180 
495 13 493 872 137 915 
917 979 712 613 255 955 
791 633 657 335 638 305 
561 114 613 461 660 523 
779 883 166 353 8 150 
802 560 224 590 195 353 
1028 574 990 779 702 689 
1153 313 415 966 717 902 
1063 737 178 871 519 968 
1115 909 576 827 866 398 
562 369 741 39 652 309 
515 139 114 595 11 915 
443 176 401 624 137 108 
524 60 458 772 557 64 
649 872 549 335 637 530 
650 30 476 722 901 556 
695 635 316 324 338 514 
860 502 812 519 334 587 
707 948 205 926 528 272 
499 447 266 626 714 303 
936 166 764 505 94 741 
660 825 379 520 666 807 
407 121 554 68 121 569 
614 346 282 218 65 102 
902 670 164 590 396 401 
854 73 651 976 216 596 
861 284 712 457 757 955 
962 11 561 589 728 821 
738 575 493 541 786 426 
388 264 348 231 78 111 
747 104 674 613 989 813 
587 664 764 244 294 22 
780 415 581 168 623 45 
785 789 412 282 512 377 
1084 703 66 515 963 852 
604 147 151 857 473 79 
736 229 750 632 43 39 
830 317 559 843 767 508 
754 800 671 848 661 691 
561 25 222 604 454 398 
504 233 240 455 863 319 
632 308 286 634 283 901 
603 661 793 39 492 180 
855 956 135 576 245 417 
1176 459 886 779 715 765 
773 434 939 415 848 87 
777 256 366 283 251 425 
953 40 804 339 864 881 
407 811 265 47 347 295 
1064 950 416 645 634 598 
756 75 818 713 817 857 
1046 303 593 841 159 840 
779 467 543 841 522 744 
881 4 874 229 361 502 
721 53 448 811 813 147 
605 357 250 477 117 502 
724 910 321 534 226 638 
1083 766 113 928 370 847 
730 388 12 549 772 996 
756 986 914 396 144 303 
768 535 800 773 560 775 
860 67 292 482 331 793 
439 214 180 373 411 617 
760 171 947 137 867 458 
721 714 757 374 379 460 
613 890 278 439 556 295 
316 701 281 4 157 227 
714 216 168 928 692 154 
972 739 850 40 358 689 
807 236 891 727 294 509 
432 549 154 591 20 765 
580 36 948 252 228 565 
650 224 339 37 985 753 
613 421 41 641 285 81 
881 342 858 452 927 766 
496 591 713 38 890 70 
697 887 652 206 492 84 
318 609 30 72 5 35 
749 610 663 541 864 830 
883 410 368 780 758 10 
640 807 674 382 151 357 
361 510 70 184 277 268 
774 422 266 335 762 779 
577 383 371 806 54 765 
659 120 489 456 522 901 
822 725 73 967 534 823 
844 305 805 591 893 249 
826 814 908 310 810 386 
828 401 905 143 48 363 
590 584 702 347 154 338 
826 366 880 905 65 260 
1024 864 451 175 496 972 
310 421 119 457 274 118 
899 130 242 975 645 764 
496 193 266 280 932 525 
402 652 130 635 255 320 
597 477 852 418 652 487 
644 10 686 294 380 203 
706 347 936 564 412 734 
690 626 825 329 964 262 
547 492 680 691 722 49 
701 837 148 299 376 988 
761 141 390 735 963 621 
634 707 792 908 406 11 
921 517 221 823 88 758 
557 430 887 86 417 42 
578 94 433 38 821 946 
883 948 128 509 594 833 
916 69 883 889 12 392 
689 231 613 503 850 514 
478 501 776 359 619 89 
417 7 624 124 86 441 
805 480 470 927 244 852 
656 164 214 448 169 580 
806 902 486 591 709 301 
713 768 113 33 781 62 
322 68 26 476 151 567 
896 340 777 468 274 931 
949 500 688 289 505 891 
833 896 312 613 288 713 
953 623 442 984 229 269 
703 46 683 961 408 742 
859 474 734 13 574 738 
1078 707 423 231 711 947 
948 625 691 440 678 798 
