250 5 0
60297 58416 62282 67185 59561 
565 328 664 791 97 746 
601 679 806 161 793 170 
954 520 438 748 336 887 
1027 716 818 52 323 885 
955 795 504 613 472 203 
653 342 875 559 411 3 
492 364 108 255 532 805 
737 344 998 765 724 737 
772 43 166 174 374 611 
625 61 784 520 718 385 
547 460 97 347 636 631 
774 424 227 451 426 934 
778 212 276 731 546 445 
381 447 218 250 281 491 
373 134 111 696 65 612 
580 519 701 255 633 124 
491 395 418 59 378 815 
986 179 736 403 279 969 
704 673 8 473 718 57 
833 893 91 528 338 488 
786 138 939 575 167 865 
834 869 475 474 266 63 
863 227 747 788 433 117 
599 825 641 339 472 263 
465 164 18 9 473 126 
718 731 469 178 409 166 
594 336 9 701 954 329 
806 855 180 858 818 258 
710 487 74 335 626 275 
839 847 787 874 674 641 
1082 861 532 591 501 566 
612 575 225 432 846 303 
613 748 360 684 939 306 
748 134 689 758 806 871 
1006 791 588 838 680 451 
765 858 780 304 784 877 
506 288 409 961 680 6 
746 541 626 499 919 765 
741 55 977 717 451 941 
578 421 418 376 509 990 
654 376 291 382 501 300 
622 959 293 709 50 505 
697 794 408 818 505 573 
436 308 469 34 226 602 
794 479 925 450 925 61 
778 878 943 697 819 335 
1142 881 390 747 387 888 
1139 278 843 716 539 927 
500 119 357 859 375 686 
587 855 699 25 469 308 
754 510 253 423 151 738 
504 234 493 292 108 690 
423 928 13 47 911 124 
385 668 385 75 263 172 
409 377 65 252 931 135 
907 804 576 117 113 836 
900 52 268 55 837 904 
940 631 857 272 605 555 
888 341 433 828 868 71 
735 64 654 928 255 374 
558 502 86 110 767 911 
649 396 717 597 700 638 
885 350 662 23 405 687 
1092 674 681 683 887 323 
593 470 259 413 848 909 
933 620 18 779 579 591 
480 431 237 519 544 423 
416 971 101 346 358 119 
809 966 473 116 597 591 
537 544 157 959 386 242 
672 422 44 661 693 591 
844 797 259 25 413 474 
762 857 129 952 963 885 
467 860 318 289 595 227 
796 598 679 951 166 744 
756 993 348 540 601 100 
722 320 513 727 67 258 
608 727 294 189 987 763 
913 871 88 318 702 476 
1001 532 716 236 866 601 
919 516 102 396 305 868 
1137 580 727 652 959 279 
1032 879 991 577 37 533 
895 182 250 778 548 577 
351 283 120 210 751 9 
979 890 71 831 862 735 
493 631 703 91 941 55 
557 46 321 921 359 318 
648 739 379 747 900 263 
585 348 300 424 619 239 
607 46 717 13 513 949 
824 766 56 822 343 637 
647 431 449 390 620 66 
702 111 910 425 247 375 
976 870 686 947 642 772 
736 242 585 438 923 488 
784 317 481 834 838 284 
822 431 472 233 688 155 
425 720 472 103 329 209 
575 111 428 883 566 377 
535 27 645 190 335 430 
758 752 108 962 804 882 
353 24 708 553 156 114 
1046 622 857 198 791 575 
988 517 999 84 650 809 
874 757 489 716 867 646 
1033 624 150 737 841 831 
919 990 376 883 152 998 
602 127 409 304 780 738 
1115 531 998 871 848 400 
981 958 813 538 788 72 
805 259 352 255 880 768 
686 562 215 484 433 625 
869 315 604 603 237 289 
612 117 424 878 928 220 
1000 280 705 987 377 326 
646 361 925 249 625 104 
584 945 85 119 81 593 
530 644 751 209 319 252 
807 229 947 413 338 540 
798 329 31 629 951 100 
591 687 150 19 491 280 
519 177 597 495 881 11 
556 113 370 131 962 103 
1053 11 700 304 895 941 
1025 689 853 239 787 253 
771 755 446 548 262 148 
1015 702 784 623 145 415 
845 24 794 956 957 230 
1053 495 778 911 69 554 
1010 817 140 704 740 793 
721 846 265 209 863 165 
812 593 304 671 654 379 
494 117 711 469 141 219 
951 686 210 967 959 368 
766 105 485 432 704 803 
480 227 102 130 408 581 
894 41 648 69 737 723 
815 810 517 897 524 171 
717 556 543 637 110 838 
691 517 13 767 448 663 
1049 841 305 358 977 421 
620 31 477 950 36 867 
1049 561 952 189 469 805 
478 146 437 629 54 525 
866 491 930 678 151 147 
716 672 975 999 216 293 
606 50 451 509 252 782 
511 548 355 651 114 377 
802 793 571 715 606 905 
668 641 368 389 913 63 
850 394 158 699 425 157 
758 927 479 166 702 78 
757 394 735 224 389 606 
828 574 497 243 501 115 
500 929 134 345 233 804 
790 200 103 818 185 425 
877 538 626 550 1000 223 
1001 142 693 658 840 640 
700 69 599 376 530 313 
785 561 613 778 519 82 
787 213 105 926 18 412 
990 228 707 856 552 345 
869 648 597 981 569 505 
502 7 392 48 729 822 
764 142 22 303 877 40 
927 496 396 591 143 935 
749 583 814 470 610 496 
888 398 285 667 653 322 
995 505 377 372 901 889 
457 130 468 415 46 748 
932 388 396 436 411 910 
615 24 452 235 334 647 
513 458 126 363 159 555 
763 938 601 443 598 318 
862 136 651 894 232 520 
953 154 91 790 961 441 
719 172 209 230 445 828 
957 407 988 180 830 824 
610 754 167 65 228 844 
529 379 67 208 685 789 
909 713 569 793 639 615 
358 342 18 760 491 88 
649 405 363 625 548 187 
742 779 628 508 968 237 
1066 613 894 760 72 850 
630 191 297 256 275 835 
686 317 897 774 140 516 
501 112 185 510 425 861 
805 153 900 574 542 22 
707 894 179 757 336 336 
670 720 981 575 141 284 
852 272 699 988 794 786 
566 80 598 405 887 58 
862 870 165 664 381 143 
844 269 728 447 477 863 
406 533 350 183 81 528 
1019 579 761 761 700 446 
872 806 652 67 970 199 
796 214 684 498 909 580 
884 43 278 957 298 689 
706 412 701 506 182 440 
601 49 308 538 311 122 
471 460 260 270 624 172 
862 106 655 900 583 764 
533 805 196 533 691 313 
999 558 472 785 546 377 
449 38 218 274 857 10 
885 84 143 383 978 851 
717 591 224 162 383 244 
924 764 264 389 537 535 
836 329 782 199 762 847 
