500 5 0
122549 127657 128270 121444 124411 
735 254 243 426 344 486 
528 379 372 523 803 535 
836 20 830 487 787 471 
431 83 32 123 293 937 
1016 979 486 724 748 489 
262 75 239 67 33 264 
896 846 651 859 93 600 
1078 884 340 655 917 530 
912 738 450 897 741 217 
1030 569 531 832 248 889 
1015 577 491 750 547 293 
523 189 72 709 820 327 
827 402 28 751 377 192 
847 582 689 315 946 305 
632 523 633 183 906 215 
656 708 114 788 281 460 
568 411 423 356 708 315 
595 662 676 184 378 180 
531 910 235 226 58 523 
848 320 956 296 812 433 
474 731 304 18 272 969 
400 918 100 51 229 518 
427 430 36 302 663 305 
790 41 22 994 198 218 
855 580 488 626 275 208 
920 489 856 23 651 114 
552 742 353 126 944 166 
877 174 627 544 71 615 
796 519 833 434 42 124 
613 763 301 397 289 872 
948 875 110 624 618 794 
600 737 884 93 116 153 
794 731 605 86 337 70 
661 858 792 902 19 1 
841 854 638 55 241 713 
850 996 295 175 637 631 
649 388 953 343 48 582 
883 463 429 841 380 842 
957 562 916 904 963 114 
996 935 733 571 607 347 
341 604 29 246 13 777 
861 161 918 844 774 18 
548 706 13 630 245 825 
523 777 510 536 62 31 
1070 827 689 832 852 872 
839 556 98 51 976 435 
676 496 290 206 97 308 
499 634 493 221 112 999 
1133 845 358 943 966 526 
978 195 747 521 771 530 
863 996 70 627 942 912 
819 673 843 300 74 302 
682 951 265 860 652 392 
783 659 854 49 59 271 
1082 859 947 999 239 633 
618 715 109 915 276 863 
413 50 168 806 178 66 
835 819 952 123 693 91 
795 259 509 558 367 932 
727 14 229 767 284 602 
549 651 714 232 316 357 
964 108 917 679 533 413 
876 495 188 530 337 469 
594 633 496 191 875 138 
663 920 401 942 242 282 
686 877 632 579 388 178 
870 136 482 933 833 703 
811 596 668 601 953 104 
744 11 198 846 83 109 
807 195 217 53 932 256 
255 62 488 195 121 119 
927 318 856 759 584 250 
742 956 648 143 242 306 
933 666 946 71 27 465 
667 105 448 187 710 815 
1131 730 473 783 283 921 
959 175 724 770 939 176 
715 607 408 518 105 936 
792 690 171 417 663 747 
795 673 896 902 557 854 
772 419 740 531 628 752 
713 137 50 296 626 292 
555 167 184 437 320 517 
735 814 773 82 994 410 
1014 814 743 766 131 388 
495 403 402 520 657 255 
543 875 809 433 226 73 
1028 676 881 321 302 583 
646 297 140 257 828 720 
775 698 766 484 315 662 
886 690 518 990 896 136 
599 720 711 117 415 442 
937 183 670 941 583 746 
886 334 878 313 55 671 
672 413 470 211 338 886 
771 525 272 580 691 396 
1048 844 110 883 539 680 
1012 459 939 699 63 908 
554 754 449 210 218 538 
407 171 80 873 177 285 
546 7 828 777 285 573 
264 933 12 158 103 25 
801 401 694 739 824 920 
506 87 508 828 257 744 
892 888 843 586 614 355 
795 686 72 811 984 494 
924 414 853 532 142 727 
545 713 472 338 507 685 
575 584 7 895 911 200 
541 495 258 380 555 573 
448 281 548 287 307 35 
938 545 227 677 704 41 
729 875 575 647 86 273 
775 703 95 766 782 803 
708 623 482 138 351 675 
535 126 953 825 26 318 
594 238 219 727 630 759 
881 118 729 305 936 599 
621 814 878 45 819 209 
933 651 460 339 780 786 
411 288 924 234 471 59 
832 768 209 361 260 971 
651 531 941 78 621 331 
587 203 409 114 697 607 
1102 698 366 951 987 67 
445 658 15 193 728 405 
388 236 4 420 486 588 
696 190 515 315 670 303 
858 735 38 6 836 801 
937 550 993 860 34 485 
1004 149 28 757 989 865 
982 507 947 422 359 598 
750 594 195 272 525 536 
789 415 837 684 303 813 
911 267 951 944 576 220 
655 411 754 498 298 909 
864 705 350 320 135 382 
992 740 894 511 227 130 
902 290 755 330 214 506 
928 190 972 888 173 275 
646 781 921 429 249 168 
1087 356 976 837 312 491 
670 78 478 689 517 917 
804 617 189 810 368 762 
697 934 1 957 860 113 
526 101 772 874 151 550 
748 811 36 994 292 42 
704 563 400 978 811 545 
820 505 915 561 507 127 
1034 540 738 387 727 429 
975 485 960 978 599 864 
527 250 156 50 782 527 
981 201 632 971 645 179 
497 964 34 234 112 83 
807 599 969 495 798 692 
505 712 77 544 242 531 
1006 838 368 784 343 223 
733 831 384 825 342 610 
1199 509 855 612 661 983 
729 356 259 797 106 347 
616 568 615 381 564 158 
650 318 987 584 135 895 
888 544 106 231 905 813 
917 186 724 713 657 427 
506 650 858 58 421 220 
901 448 476 231 323 820 
677 517 921 155 432 123 
878 106 458 904 874 9 
1035 991 424 833 943 354 
791 804 14 379 574 547 
464 172 315 28 765 952 
806 889 781 851 66 906 
723 621 521 118 639 360 
264 326 114 393 279 139 
1007 360 568 126 869 768 
967 674 679 911 398 559 
934 828 976 940 829 503 
740 923 736 715 181 13 
630 732 84 820 638 56 
966 802 850 485 332 645 
726 557 728 139 867 246 
775 318 789 981 854 19 
867 560 113 9 864 958 
663 263 545 878 339 743 
1073 722 735 443 316 921 
1027 70 759 503 991 821 
756 726 730 232 82 340 
678 454 345 989 809 675 
583 138 525 14 981 176 
631 909 497 248 683 651 
873 943 639 412 294 416 
653 326 333 610 96 128 
737 297 99 825 749 933 
889 849 879 382 733 809 
783 716 507 607 359 597 
928 520 820 706 415 723 
859 344 355 993 564 907 
1098 912 633 704 483 550 
920 174 823 347 768 438 
661 635 676 527 418 651 
1077 770 987 589 996 215 
617 78 407 543 984 379 
605 820 92 394 268 344 
1023 265 818 904 922 755 
725 18 913 904 514 951 
1076 686 609 393 584 732 
907 272 211 574 653 365 
388 76 393 234 602 625 
1100 461 822 515 931 653 
663 522 19 916 697 824 
603 401 269 216 981 176 
995 22 846 858 222 664 
634 91 834 532 558 458 
577 330 930 449 829 176 
1087 646 713 849 766 116 
851 58 237 895 516 249 
672 981 531 833 206 563 
812 398 746 488 394 625 
451 63 521 530 762 250 
959 902 493 761 503 770 
892 957 893 579 436 549 
598 324 787 878 686 201 
951 651 523 843 369 94 
599 285 300 217 231 661 
852 312 640 594 774 127 
802 920 935 150 36 356 
934 688 224 110 214 985 
937 551 755 856 555 167 
975 741 964 524 289 3 
776 759 932 613 488 883 
819 431 191 969 441 69 
951 575 799 799 858 860 
672 42 246 260 384 884 
804 682 353 52 953 713 
420 11 351 445 130 50 
831 575 957 762 516 797 
770 547 871 20 282 479 
912 947 155 787 507 398 
607 893 814 642 10 419 
702 366 290 683 355 31 
339 249 217 44 764 281 
810 632 189 714 289 607 
655 386 164 799 618 175 
524 197 349 32 993 682 
758 236 617 566 100 469 
901 298 665 687 317 244 
495 519 151 611 936 129 
646 421 102 820 640 975 
692 616 442 303 465 898 
841 645 962 502 120 463 
693 546 269 716 365 415 
713 24 147 670 844 271 
769 17 736 309 987 253 
337 45 140 363 512 237 
658 912 691 330 887 466 
646 601 982 427 369 842 
883 519 447 224 918 644 
641 300 26 777 324 350 
725 341 416 515 431 226 
691 885 392 420 411 702 
797 495 175 922 606 742 
742 246 989 776 496 932 
837 647 577 564 394 391 
572 614 412 192 153 4 
546 783 72 262 249 259 
635 657 437 177 49 557 
674 73 987 517 160 223 
343 267 107 95 577 273 
879 839 917 59 327 303 
749 533 834 761 784 265 
634 704 106 570 566 811 
1099 433 827 508 762 730 
671 584 434 933 218 781 
840 215 887 110 159 371 
701 576 747 272 12 616 
513 264 431 512 36 509 
941 942 437 727 61 573 
920 317 419 661 741 711 
741 124 907 574 94 654 
782 478 740 486 768 31 
622 709 22 523 70 694 
623 729 375 775 505 687 
1066 127 607 598 747 842 
1009 588 577 786 999 897 
728 628 598 325 356 98 
542 574 670 264 239 342 
478 174 648 232 167 611 
541 218 468 464 859 681 
936 796 88 923 751 900 
848 140 96 837 949 297 
588 266 108 150 441 423 
654 858 548 614 200 769 
667 87 218 357 569 482 
565 235 341 544 125 488 
728 582 782 381 587 948 
663 623 130 897 760 634 
366 481 395 219 400 210 
608 801 314 645 681 144 
802 349 832 192 333 494 
695 125 903 144 945 919 
634 119 313 971 9 374 
822 868 485 410 144 302 
646 120 830 68 801 52 
613 45 956 371 423 786 
605 66 105 496 75 823 
709 454 55 489 42 115 
688 106 162 588 492 72 
541 191 347 297 392 751 
791 522 862 329 449 659 
866 483 607 645 140 834 
737 804 174 954 441 50 
1109 542 249 836 756 874 
873 82 341 606 589 927 
700 260 329 997 725 106 
923 312 566 841 237 627 
852 89 704 213 481 400 
675 232 926 643 773 714 
641 329 872 907 173 868 
790 286 913 78 778 474 
1018 495 342 663 320 832 
907 1000 259 179 967 287 
764 584 393 60 800 692 
610 911 563 128 540 161 
695 304 847 453 17 608 
956 893 534 51 908 176 
1185 360 979 645 678 807 
697 933 229 67 301 149 
836 587 603 682 631 111 
892 527 269 731 933 818 
702 300 247 338 791 393 
710 735 351 145 561 120 
643 124 319 341 571 967 
1008 276 764 69 895 541 
894 984 100 830 697 547 
857 190 818 483 441 590 
804 154 660 584 201 446 
640 39 454 91 713 753 
879 685 15 994 50 527 
855 897 720 250 625 441 
565 977 930 349 213 209 
986 344 971 810 480 511 
515 501 29 518 84 707 
894 840 1000 832 800 613 
740 36 291 767 188 71 
567 536 673 641 183 548 
865 69 472 543 796 519 
935 618 810 357 330 883 
452 520 327 553 218 30 
403 91 218 103 215 863 
389 189 235 462 305 543 
860 799 791 795 607 6 
603 441 219 9 630 832 
525 427 481 151 624 404 
1024 465 469 701 908 647 
460 973 142 344 729 111 
833 85 632 914 839 883 
769 113 308 357 861 368 
1039 628 815 576 683 57 
954 796 822 439 296 337 
869 602 669 965 749 515 
1033 131 343 910 608 676 
952 561 270 360 701 911 
778 680 479 61 389 68 
582 41 444 685 824 912 
873 484 719 257 835 709 
756 218 127 726 549 882 
629 433 615 324 1 42 
509 55 653 37 762 71 
568 822 65 983 98 425 
943 933 854 153 296 751 
862 956 901 546 843 867 
748 583 428 729 299 482 
720 208 286 435 114 201 
503 146 245 463 293 964 
969 375 447 759 940 504 
1005 729 491 215 911 375 
705 615 40 458 674 255 
558 604 525 246 38 342 
936 423 476 841 619 969 
923 673 128 900 481 297 
996 598 641 441 563 895 
1215 946 933 632 547 631 
910 898 905 479 326 256 
406 871 676 134 166 96 
610 422 632 281 368 597 
869 765 717 864 537 34 
897 467 908 479 407 194 
616 562 289 541 522 361 
837 307 930 988 109 962 
756 584 753 207 52 639 
446 665 250 248 419 561 
698 412 272 40 828 502 
679 172 625 308 241 814 
854 681 22 269 730 996 
529 415 481 414 297 163 
595 147 13 905 952 515 
433 48 136 799 580 140 
1149 745 703 872 955 722 
881 697 852 273 543 423 
354 157 676 32 191 365 
713 945 114 716 559 440 
850 980 500 718 266 315 
736 307 50 317 747 349 
286 1 201 160 561 203 
606 434 838 61 54 465 
481 729 199 739 173 380 
762 794 598 152 252 586 
749 109 504 836 270 650 
690 304 667 98 407 719 
857 610 510 856 76 983 
726 814 564 309 703 870 
1164 531 896 615 727 674 
901 201 107 681 511 755 
664 161 600 497 35 701 
665 398 128 395 392 207 
748 90 857 245 336 921 
657 231 953 680 440 417 
538 998 368 181 327 413 
577 658 326 764 143 417 
811 590 151 838 570 771 
795 859 769 478 76 990 
544 842 82 180 458 95 
911 975 521 878 302 732 
382 408 14 620 377 375 
973 737 948 452 240 777 
400 210 448 547 574 168 
555 189 628 228 396 707 
996 211 948 993 314 568 
742 632 880 15 162 227 
619 277 186 582 396 555 
655 71 714 410 915 454 
474 51 204 290 915 216 
670 678 137 810 249 70 
773 228 954 665 754 275 
465 223 518 187 337 599 
844 486 488 928 328 964 
575 6 866 438 982 327 
981 172 596 903 358 963 
534 808 618 130 608 356 
1030 703 947 861 409 639 
426 329 298 113 390 52 
636 213 61 583 141 74 
504 736 777 26 278 281 
826 647 74 553 756 736 
891 476 271 743 660 747 
890 464 250 674 825 696 
731 356 651 206 45 243 
701 210 633 504 275 19 
898 615 275 971 440 160 
866 291 190 205 990 497 
903 361 795 984 904 269 
1027 59 901 572 830 337 
998 817 705 492 698 540 
1030 324 848 742 724 275 
