500 5 0
64667 62869 62742 62521 63068 
747 307 503 306 813 224 
889 660 887 290 59 592 
971 347 465 997 626 296 
492 319 662 270 808 398 
851 216 837 69 133 796 
736 533 348 349 695 675 
463 442 352 75 545 174 
966 760 983 618 312 315 
320 109 155 84 130 992 
885 593 93 865 559 937 
1045 948 388 380 802 719 
707 481 325 806 488 315 
1066 197 725 986 309 877 
692 150 842 507 443 333 
964 653 218 808 19 907 
524 363 364 197 91 658 
492 373 267 15 52 416 
665 964 171 757 761 218 
1232 559 804 625 936 913 
734 997 699 674 570 506 
599 444 215 634 135 838 
936 569 476 650 302 314 
652 127 216 837 744 494 
620 895 153 497 374 457 
711 18 164 166 29 776 
546 554 164 872 152 779 
951 815 265 688 855 752 
527 757 637 537 27 664 
941 161 550 662 594 628 
685 202 876 97 231 372 
959 314 817 463 818 246 
617 503 231 7 572 857 
669 510 926 120 721 809 
664 917 80 72 135 475 
427 498 525 148 94 731 
1058 971 824 489 310 614 
1072 254 955 290 632 865 
518 457 399 371 751 284 
1044 641 335 509 759 838 
751 762 866 391 303 153 
757 912 39 152 401 804 
519 193 658 516 6 305 
851 145 994 651 185 931 
1055 346 839 514 683 679 
914 247 311 537 826 952 
941 920 750 839 147 316 
864 556 112 579 977 391 
697 697 755 193 953 763 
808 68 192 860 345 122 
719 608 513 604 305 709 
857 203 723 727 689 661 
841 868 728 560 90 428 
916 661 905 861 713 715 
548 776 31 570 116 204 
689 847 284 666 62 436 
912 778 901 191 845 726 
511 919 268 472 275 332 
687 487 482 191 382 934 
736 368 967 277 289 469 
634 325 870 811 234 313 
894 45 844 41 965 559 
574 883 466 618 400 432 
947 25 476 820 991 270 
672 754 394 439 605 268 
330 198 262 33 163 467 
631 632 498 109 706 444 
730 624 596 272 866 48 
861 284 591 264 327 992 
748 999 375 554 992 141 
917 913 726 995 241 710 
821 918 599 267 995 887 
780 140 629 131 603 716 
956 462 930 380 803 38 
753 144 590 813 235 557 
674 779 703 509 398 895 
813 271 837 112 662 235 
1122 874 950 559 762 409 
1136 470 996 764 659 298 
544 399 660 185 875 57 
1000 941 431 219 899 247 
532 219 192 136 567 873 
915 377 797 86 997 898 
515 456 119 886 150 264 
603 389 134 662 249 900 
379 205 46 95 677 477 
715 656 105 513 648 132 
879 479 373 862 838 991 
767 875 621 847 21 396 
581 772 527 398 321 395 
710 727 738 497 574 449 
822 369 681 969 382 327 
814 628 534 994 431 574 
766 918 435 865 200 845 
674 147 639 489 566 718 
663 454 232 519 765 921 
652 967 870 16 190 222 
415 523 101 565 308 269 
589 773 573 66 420 739 
998 884 251 768 733 695 
689 363 146 155 786 123 
712 109 795 475 774 778 
676 103 106 255 365 161 
506 736 703 35 13 419 
627 824 79 126 438 227 
520 255 658 514 554 32 
700 336 841 917 452 165 
328 569 12 489 120 236 
644 615 661 687 553 447 
