100 5 0
37823 38170 37343 36230 37370 
805 34 918 517 301 305 
828 668 667 434 500 641 
860 13 113 662 810 668 
794 945 448 941 339 781 
714 650 502 732 207 643 
970 388 605 149 568 770 
593 111 756 258 245 380 
578 333 914 676 40 42 
653 244 328 650 882 864 
733 671 975 195 629 211 
739 426 832 931 80 548 
717 304 563 995 91 290 
756 513 232 716 521 120 
868 508 388 745 510 420 
732 93 471 8 845 91 
603 32 823 408 279 189 
901 562 840 221 629 172 
628 658 461 876 192 833 
612 817 61 544 927 503 
316 387 25 380 180 254 
519 200 443 364 739 251 
887 688 158 18 477 933 
805 190 536 421 60 328 
652 277 511 812 103 707 
711 299 347 2 120 964 
675 315 434 546 478 446 
710 450 598 2 162 379 
1086 817 997 589 670 603 
739 154 824 668 490 639 
833 705 680 394 669 790 
997 377 938 484 571 611 
680 489 183 489 542 473 
749 239 358 85 885 266 
956 399 379 732 774 108 
508 220 862 2 352 840 
770 582 67 132 856 691 
634 208 574 496 423 461 
557 160 642 888 795 14 
628 457 344 603 199 607 
1002 845 740 829 584 792 
699 949 416 80 941 580 
986 751 868 784 426 509 
833 174 285 11 724 692 
1052 888 792 541 563 909 
1102 909 365 737 546 511 
1012 947 721 997 279 454 
831 604 517 518 465 178 
840 216 100 553 467 678 
802 734 615 603 4 187 
1053 440 777 620 336 917 
923 165 532 913 989 814 
668 715 468 512 580 797 
493 361 149 665 836 14 
957 77 933 673 901 104 
1160 830 956 739 517 495 
884 921 324 604 572 580 
831 522 824 358 592 301 
538 729 399 63 676 420 
653 955 867 382 142 526 
424 870 101 176 236 690 
883 128 535 58 315 942 
782 179 594 485 886 98 
900 941 816 501 38 965 
755 568 208 565 57 399 
709 88 482 511 287 108 
981 798 697 768 116 382 
736 132 20 645 933 929 
873 653 676 891 802 943 
704 649 632 46 704 630 
358 442 321 8 350 541 
664 509 515 387 46 151 
837 988 152 754 95 937 
465 128 1 656 104 406 
1025 985 142 524 953 405 
898 25 824 825 245 856 
658 488 400 559 549 621 
764 954 243 126 682 371 
614 686 870 420 894 170 
523 635 74 16 313 668 
499 419 232 293 780 111 
1042 915 230 919 703 614 
611 238 623 66 82 748 
902 967 887 653 70 103 
230 161 153 449 125 222 
681 809 742 125 738 140 
832 43 338 536 929 433 
729 803 524 243 505 54 
568 416 733 699 707 211 
842 943 267 966 196 680 
812 4 868 112 162 796 
742 319 42 12 994 105 
764 960 700 94 113 553 
693 386 74 859 774 997 
555 911 40 750 545 194 
428 148 296 655 104 870 
763 598 805 766 925 457 
1163 238 969 987 931 206 
603 569 230 54 694 432 
1183 934 900 992 217 432 
905 488 492 692 127 963 
