task,th,tr,tc,successor
1,556,100000,100000,[8]
2,519,1038,100000,[8]
3,522,100000,365,[8]
4,613,100000,100000,[8]
5,663,100000,100000,[27]
6,369,738,100000,"[9, 10]"
7,479,100000,335,"[28, 38]"
8,478,100000,100000,"[11, 12, 13, 14, 16]"
9,824,100000,100000,[27]
10,633,1266,100000,"[15, 17]"
11,486,100000,100000,[41]
12,565,100000,396,"[20, 26]"
13,504,1008,353,"[18, 19, 24]"
14,569,1138,100000,"[21, 23]"
15,592,1184,100000,[41]
16,423,846,100000,[26]
17,460,100000,322,[19]
18,326,652,228,[27]
19,502,100000,351,"[22, 23, 26]"
20,498,100000,349,"[24, 25]"
21,597,100000,100000,[37]
22,517,100000,362,[27]
23,625,1250,438,[27]
24,496,992,100000,[27]
25,504,100000,353,[28]
26,295,100000,206,"[28, 29, 30]"
27,548,1096,384,"[31, 32, 33, 34, 35]"
28,622,1244,100000,[37]
29,579,100000,405,[38]
30,694,1388,100000,[36]
31,451,100000,100000,[]
32,608,1216,100000,[40]
33,397,100000,100000,"[38, 42]"
34,657,1314,460,[]
35,465,100000,326,[38]
36,458,100000,100000,[38]
37,482,100000,100000,[39]
38,448,100000,100000,[41]
39,587,100000,100000,[41]
40,440,100000,100000,[42]
41,655,1310,458,"[43, 44, 45, 46, 47, 48]"
42,451,100000,100000,[]
43,533,100000,100000,[50]
44,438,876,307,[]
45,647,1294,100000,[]
46,409,100000,100000,[49]
47,615,1230,430,[]
48,427,100000,100000,[50]
49,500,1000,350,[]
50,366,100000,100000,[]
