task,th,tr,tc,successor
1,48,100000,34,[27]
2,134,100000,94,[42]
3,40,100000,28,[12]
4,84,100000,59,"[6, 9, 10]"
5,187,374,100000,"[7, 8, 11]"
6,308,100000,100000,[27]
7,108,216,100000,[12]
8,118,100000,83,[12]
9,169,100000,100000,[12]
10,84,100000,100000,[13]
11,211,100000,148,"[14, 26]"
12,164,100000,100000,"[15, 16, 17, 18, 19]"
13,40,100000,28,"[20, 21]"
14,85,170,100000,"[23, 24, 25]"
15,37,74,100000,"[22, 26, 30]"
16,120,100000,84,[23]
17,205,100000,100000,[26]
18,336,672,235,[22]
19,60,120,42,[22]
20,52,100000,100000,"[22, 23, 25]"
21,54,108,38,"[24, 39]"
22,68,100000,100000,[27]
23,162,100000,100000,[27]
24,162,100000,100000,[42]
25,218,436,153,"[28, 29, 30]"
26,174,100000,100000,[]
27,129,258,90,"[31, 32, 33, 34, 35, 36]"
28,142,284,100000,[39]
29,210,100000,147,"[36, 39]"
30,38,100000,27,"[35, 36]"
31,194,100000,100000,"[37, 39]"
32,196,100000,137,[40]
33,116,232,100000,[38]
34,201,402,100000,[42]
35,26,100000,18,"[37, 40]"
36,169,338,100000,"[38, 40, 41]"
37,137,274,100000,[42]
38,164,100000,100000,[42]
39,45,90,31,[42]
40,162,100000,100000,"[43, 44, 50]"
41,30,100000,100000,[]
42,177,354,100000,"[45, 46, 47, 48, 49]"
43,249,498,174,[]
44,212,100000,100000,[]
45,155,100000,100000,[]
46,38,76,100000,[]
47,207,414,100000,[50]
48,152,100000,106,[]
49,223,446,100000,[50]
50,26,100000,100000,[]
