task,th,tr,tc,successor
1,154,308,108,"[3, 4, 5]"
2,129,258,100000,"[3, 4, 5]"
3,41,100000,29,"[6, 7, 8]"
4,114,100000,80,"[6, 7, 8]"
5,191,382,100000,"[6, 7, 8]"
6,34,100000,100000,"[9, 10, 11, 12]"
7,200,100000,100000,"[9, 10, 11, 12]"
8,111,100000,100000,"[9, 10, 11, 12]"
9,66,132,100000,"[13, 14]"
10,81,100000,100000,"[13, 14]"
11,194,100000,100000,"[13, 14]"
12,205,410,100000,[13]
13,104,100000,100000,"[15, 16, 17]"
14,220,100000,154,[15]
15,104,208,100000,"[18, 19, 20]"
16,56,112,39,"[49, 50]"
17,183,100000,100000,"[18, 19, 20]"
18,245,100000,100000,"[22, 24]"
19,68,100000,100000,"[21, 22, 23, 24]"
20,100,200,100000,"[21, 22, 23, 24]"
21,81,162,100000,"[25, 26, 27]"
22,272,100000,190,"[25, 26, 27]"
23,122,100000,100000,"[25, 26]"
24,215,430,150,"[25, 26, 27]"
25,74,148,52,"[28, 29]"
26,23,100000,16,"[28, 29]"
27,119,238,83,"[28, 29]"
28,227,100000,159,"[30, 31]"
29,88,100000,62,"[30, 31]"
30,21,100000,100000,"[32, 33, 34]"
31,237,100000,100000,"[32, 33, 34]"
32,72,144,50,"[35, 36, 37, 38]"
33,60,100000,100000,"[35, 36]"
34,151,302,106,"[36, 44, 45]"
35,243,100000,170,"[39, 40]"
36,153,100000,107,[50]
37,206,412,144,"[39, 41]"
38,149,100000,104,[39]
39,55,100000,100000,"[42, 43]"
40,228,456,100000,"[41, 43]"
41,28,56,20,"[44, 45]"
42,23,100000,16,"[44, 45]"
43,188,100000,100000,[45]
44,190,100000,100000,"[46, 47, 48]"
45,170,100000,100000,"[46, 47]"
46,84,100000,100000,[50]
47,179,358,100000,[49]
48,111,222,100000,[49]
49,37,74,100000,[]
50,58,100000,100000,[]
