task,th,tr,tc,successor
1,90,100000,100000,"[5, 6, 7, 13, 14]"
2,239,478,100000,[8]
3,160,100000,112,[8]
4,105,100000,100000,[8]
5,126,100000,100000,[9]
6,184,368,129,[11]
7,193,386,135,[12]
8,136,272,100000,"[10, 13, 14]"
9,128,256,100000,[17]
10,29,100000,100000,[15]
11,58,100000,100000,[16]
12,162,324,100000,[17]
13,125,100000,100000,"[17, 18]"
14,152,304,100000,"[17, 18]"
15,81,162,100000,[19]
16,127,100000,100000,[20]
17,53,106,100000,"[19, 20, 21, 22, 23, 24]"
18,275,100000,192,"[19, 20, 21, 22, 23, 24]"
19,317,100000,100000,[48]
20,177,100000,124,"[26, 27]"
21,138,276,100000,"[27, 30]"
22,267,534,187,"[36, 37]"
23,88,100000,100000,[25]
24,100,200,70,"[30, 31]"
25,94,100000,100000,"[28, 31]"
26,242,100000,169,"[29, 30]"
27,75,100000,52,"[36, 37, 38]"
28,87,100000,100000,[32]
29,198,100000,100000,[33]
30,142,100000,100000,"[34, 35, 36, 37]"
31,124,100000,100000,"[35, 37, 38]"
32,192,100000,100000,[42]
33,259,100000,100000,[42]
34,66,132,100000,[41]
35,133,100000,93,"[39, 43, 48]"
36,224,100000,157,"[40, 42]"
37,148,100000,104,[]
38,97,100000,100000,[43]
39,157,314,100000,[44]
40,102,100000,71,[45]
41,156,312,100000,[46]
42,69,100000,48,"[47, 48]"
43,43,86,100000,[]
44,177,100000,100000,[50]
45,74,148,52,[50]
46,97,194,68,[50]
47,160,100000,112,[49]
48,58,116,41,[]
49,83,100000,58,[]
50,53,106,37,[]
