task,th,tr,tc,successor
1,29,58,100000,[5]
2,522,100000,365,[6]
3,197,100000,138,"[4, 7, 8, 9]"
4,206,412,100000,"[12, 43]"
5,73,100000,100000,"[11, 13, 15, 16, 18]"
6,558,100000,391,"[10, 17]"
7,109,100000,100000,"[14, 19]"
8,87,100000,61,[25]
9,109,218,100000,"[33, 46]"
10,324,100000,100000,[]
11,70,100000,100000,[46]
12,29,100000,100000,[]
13,50,100000,35,[33]
14,231,100000,100000,"[23, 24, 25]"
15,333,100000,100000,"[21, 23, 40, 47, 49]"
16,55,110,100000,[]
17,220,100000,154,[30]
18,210,420,100000,[37]
19,355,710,100000,"[20, 22, 23]"
20,260,520,182,"[29, 31]"
21,462,100000,100000,[]
22,124,100000,87,"[29, 30, 32]"
23,235,100000,164,[44]
24,124,100000,100000,"[26, 27, 28]"
25,485,970,340,[]
26,35,70,24,"[37, 39]"
27,214,428,150,[]
28,512,1024,358,[41]
29,118,100000,83,"[34, 38]"
30,104,208,100000,[]
31,239,478,100000,"[33, 36, 41]"
32,514,100000,100000,"[35, 44]"
33,202,100000,100000,"[42, 44]"
34,224,448,100000,"[40, 42, 45, 47]"
35,177,100000,100000,[41]
36,221,442,100000,"[43, 46]"
37,156,312,109,[]
38,414,100000,290,[]
39,575,100000,100000,[49]
40,99,100000,100000,[]
41,36,72,100000,[]
42,118,236,83,[]
43,84,100000,100000,[]
44,595,100000,100000,[]
45,57,114,100000,"[48, 49]"
46,22,100000,100000,[50]
47,115,100000,80,[]
48,521,1042,365,[]
49,62,100000,43,[]
50,129,100000,100000,[]
