task,th,tr,tc,successor
1,512,1024,358,"[5, 6]"
2,318,100000,223,"[8, 9, 10]"
3,559,100000,100000,[6]
4,412,824,100000,"[7, 8]"
5,488,976,100000,"[11, 12, 17]"
6,550,100000,385,"[16, 17]"
7,686,100000,100000,"[11, 12]"
8,375,100000,100000,[]
9,477,954,100000,"[11, 13]"
10,411,822,288,"[18, 29, 34]"
11,588,1176,100000,"[14, 15]"
12,234,468,164,[24]
13,465,100000,100000,"[15, 16, 17]"
14,315,100000,220,"[18, 20, 22]"
15,283,566,100000,"[18, 19, 41]"
16,759,1518,100000,"[18, 19, 20, 21, 22]"
17,797,1594,100000,"[32, 34, 35]"
18,698,100000,489,[23]
19,763,1526,100000,[25]
20,548,1096,384,[41]
21,288,100000,100000,[24]
22,572,100000,400,"[27, 38, 40]"
23,450,100000,100000,"[26, 28, 35]"
24,479,958,100000,"[27, 29]"
25,579,100000,405,[34]
26,532,100000,372,[36]
27,123,246,100000,"[30, 34]"
28,302,100000,100000,[32]
29,593,100000,415,"[31, 32, 33, 35]"
30,159,318,100000,"[39, 41]"
31,455,910,318,"[37, 38]"
32,715,100000,100000,"[37, 39, 45]"
33,404,100000,100000,[40]
34,508,100000,100000,[37]
35,473,100000,100000,"[36, 38]"
36,662,1324,463,"[42, 43, 46]"
37,652,1304,100000,"[48, 50]"
38,517,100000,362,[49]
39,481,100000,100000,"[43, 44]"
40,444,100000,100000,[42]
41,295,100000,206,"[45, 46]"
42,328,656,230,"[47, 50]"
43,678,100000,100000,[49]
44,652,100000,456,[48]
45,635,100000,100000,[]
46,524,100000,367,[50]
47,501,1002,100000,[]
48,445,100000,100000,[]
49,657,100000,100000,[]
50,620,100000,434,[]
