task,th,tr,tc,successor
1,120,100000,100000,[28]
2,37,100000,100000,"[9, 10, 11]"
3,189,378,132,[15]
4,164,328,100000,[14]
5,267,100000,100000,[13]
6,228,100000,160,[]
7,146,100000,102,[12]
8,62,100000,43,[]
9,349,100000,100000,[17]
10,168,336,118,[18]
11,54,108,38,[16]
12,183,366,100000,[22]
13,192,384,100000,[20]
14,61,100000,100000,[19]
15,156,312,100000,"[21, 32]"
16,131,262,100000,[28]
17,123,246,86,[26]
18,289,100000,100000,[23]
19,72,100000,100000,[]
20,59,100000,100000,"[24, 25]"
21,37,74,100000,[27]
22,259,100000,100000,[]
23,211,100000,148,[28]
24,212,100000,100000,[28]
25,275,100000,100000,"[29, 30, 31, 32]"
26,82,100000,100000,"[31, 33, 34]"
27,179,100000,100000,[]
28,33,66,23,"[35, 36, 37, 38, 39]"
29,93,186,65,[41]
30,343,100000,240,[40]
31,110,100000,100000,[]
32,78,156,55,[]
33,75,100000,100000,[]
34,345,690,100000,[]
35,34,100000,100000,[45]
36,20,40,14,"[44, 46]"
37,163,100000,100000,[]
38,110,220,100000,[]
39,223,100000,156,[]
40,268,536,188,[42]
41,190,380,133,[43]
42,239,100000,100000,[48]
43,68,100000,100000,[47]
44,49,100000,34,[]
45,83,100000,58,[50]
46,72,144,50,[49]
47,210,100000,147,[]
48,171,100000,100000,[]
49,157,100000,100000,[]
50,52,104,100000,[]
