task,th,tr,tc,successor
1,326,652,100000,[36]
2,94,188,100000,[5]
3,268,536,100000,"[4, 6, 7, 8, 9, 10]"
4,400,100000,280,[36]
5,115,100000,100000,[11]
6,244,488,171,"[12, 26]"
7,76,152,53,[35]
8,545,1090,100000,[14]
9,235,470,164,[12]
10,157,314,110,"[13, 15]"
11,146,100000,102,[36]
12,45,100000,100000,"[16, 17]"
13,215,100000,150,"[18, 21]"
14,655,100000,100000,[20]
15,55,100000,100000,[19]
16,67,134,47,[22]
17,91,100000,100000,[24]
18,32,64,22,[26]
19,113,100000,100000,[]
20,208,100000,146,[]
21,241,100000,169,"[23, 25]"
22,118,100000,83,[30]
23,179,100000,100000,"[28, 29, 32, 33]"
24,477,100000,100000,"[31, 34, 35]"
25,36,72,100000,[27]
26,501,100000,100000,[]
27,510,100000,100000,[36]
28,119,100000,100000,[38]
29,244,100000,171,[39]
30,206,100000,100000,[37]
31,216,432,151,[]
32,167,100000,100000,[]
33,181,362,100000,[]
34,54,108,100000,[40]
35,119,100000,83,[]
36,502,100000,100000,"[41, 42, 43, 44, 45, 46]"
37,551,100000,386,[47]
38,76,100000,100000,[48]
39,35,70,100000,[49]
40,245,490,100000,[50]
41,96,100000,100000,[]
42,320,100000,224,[]
43,43,100000,100000,[]
44,50,100,100000,[]
45,272,100000,100000,[]
46,31,100000,22,[]
47,459,918,321,[]
48,112,224,78,[]
49,60,120,100000,[]
50,170,100000,100000,[]
