task,th,tr,tc,successor
1,474,948,100000,[9]
2,328,100000,100000,[9]
3,148,100000,104,[9]
4,155,100000,100000,[9]
5,212,100000,100000,[10]
6,70,100000,49,[11]
7,42,84,29,[12]
8,309,618,216,"[13, 14, 15, 16, 17, 18]"
9,31,62,22,"[19, 20, 21, 22, 40, 44]"
10,166,100000,100000,[23]
11,74,148,100000,[24]
12,122,244,100000,[26]
13,516,100000,361,"[25, 41]"
14,154,308,108,[]
15,448,100000,100000,[]
16,94,100000,66,[50]
17,137,274,100000,[44]
18,31,62,22,[27]
19,47,94,100000,[33]
20,72,144,100000,[50]
21,60,120,100000,[31]
22,250,500,100000,[32]
23,466,100000,100000,[30]
24,410,820,287,[28]
25,220,100000,154,[29]
26,486,100000,100000,[]
27,194,100000,100000,[46]
28,451,902,100000,[35]
29,59,100000,100000,[34]
30,247,100000,100000,[]
31,365,730,100000,[36]
32,241,482,100000,[]
33,85,100000,100000,[]
34,41,100000,29,[37]
35,66,100000,100000,"[38, 39, 40]"
36,143,100000,100,[43]
37,250,100000,100000,[42]
38,260,100000,182,[]
39,364,728,255,[]
40,70,100000,100000,"[41, 43]"
41,290,100000,100000,"[45, 48]"
42,305,100000,214,"[44, 46]"
43,285,570,100000,"[47, 49, 50]"
44,39,100000,100000,[]
45,304,100000,100000,[]
46,487,100000,100000,[]
47,243,100000,170,[]
48,216,432,151,[]
49,445,100000,312,[]
50,43,100000,30,[]
