task,th,tr,tc,successor
1,452,904,100000,"[7, 8, 12]"
2,448,100000,314,[7]
3,309,618,216,"[5, 6]"
4,534,100000,374,"[5, 6, 9]"
5,478,100000,100000,"[10, 11, 12, 13]"
6,280,560,196,"[10, 11]"
7,747,100000,100000,"[10, 13, 14, 15]"
8,437,100000,306,"[11, 32]"
9,452,904,100000,[10]
10,595,1190,100000,[16]
11,494,100000,100000,"[24, 27, 33]"
12,492,100000,100000,[18]
13,352,704,100000,"[17, 19]"
14,447,100000,100000,"[16, 17, 19, 22]"
15,549,100000,384,[17]
16,584,1168,409,"[21, 27, 29]"
17,732,100000,512,[30]
18,278,100000,195,"[22, 28, 34]"
19,425,100000,100000,[20]
20,665,100000,100000,"[25, 27, 28, 34]"
21,536,100000,100000,"[23, 24, 26, 28]"
22,578,1156,100000,"[24, 25]"
23,454,100000,100000,"[31, 32]"
24,313,100000,100000,[48]
25,458,916,321,"[29, 30]"
26,376,100000,100000,"[30, 45]"
27,526,100000,100000,[43]
28,542,100000,379,"[39, 44]"
29,676,100000,473,"[33, 38]"
30,492,984,100000,"[35, 36, 38, 42]"
31,534,100000,374,"[37, 38]"
32,510,1020,100000,"[34, 35, 40]"
33,557,100000,390,"[40, 41]"
34,461,100000,100000,"[39, 41]"
35,557,1114,390,[]
36,254,100000,178,[]
37,511,1022,100000,"[40, 48]"
38,579,1158,405,[]
39,446,100000,312,[]
40,611,1222,100000,[]
41,422,844,100000,"[42, 43, 44]"
42,503,100000,100000,[46]
43,423,100000,296,"[45, 46, 49]"
44,466,100000,100000,"[47, 48, 49, 50]"
45,534,1068,100000,[]
46,515,100000,100000,[]
47,269,538,188,[]
48,600,1200,100000,[]
49,578,100000,100000,[]
50,574,1148,100000,[]
