task,th,tr,tc,successor
1,101,202,71,[6]
2,99,198,100000,[6]
3,210,100000,100000,"[7, 8, 9]"
4,141,100000,100000,"[5, 6]"
5,113,100000,79,"[7, 8, 9]"
6,65,130,100000,"[7, 8, 9]"
7,68,100000,100000,"[10, 11, 12]"
8,137,274,100000,"[10, 11, 12]"
9,280,100000,100000,"[10, 11, 12]"
10,48,100000,100000,"[13, 14, 15]"
11,31,100000,22,"[13, 14, 15]"
12,40,100000,28,"[13, 14, 15]"
13,225,100000,158,"[16, 17, 18, 19]"
14,183,366,100000,"[16, 17, 18, 19]"
15,117,100000,82,"[16, 17, 18, 19]"
16,145,290,102,"[20, 21]"
17,142,100000,99,"[20, 21]"
18,164,100000,115,"[20, 21]"
19,149,298,100000,"[20, 21]"
20,279,558,100000,"[22, 23]"
21,141,282,100000,"[22, 23, 24, 25]"
22,88,100000,62,[34]
23,75,150,100000,"[26, 27]"
24,99,100000,69,"[26, 28]"
25,123,100000,86,[27]
26,29,100000,20,"[29, 32]"
27,307,614,100000,"[29, 30, 31, 32]"
28,220,100000,100000,"[29, 30, 31, 32]"
29,49,98,34,[33]
30,152,100000,100000,[36]
31,85,100000,100000,"[33, 34]"
32,99,100000,100000,[38]
33,143,100000,100,"[35, 41]"
34,208,100000,146,"[35, 36]"
35,134,268,94,"[37, 38, 40]"
36,89,100000,62,"[38, 39, 40]"
37,323,100000,100000,[42]
38,143,286,100000,[42]
39,258,100000,181,"[41, 45]"
40,145,100000,102,[45]
41,269,100000,100000,[]
42,40,80,100000,"[43, 44]"
43,50,100,100000,[46]
44,141,282,100000,"[45, 46]"
45,258,516,100000,"[47, 48]"
46,170,340,100000,[]
47,48,100000,100000,[49]
48,138,100000,100000,[50]
49,180,100000,100000,[]
50,118,236,100000,[]
