task,th,tr,tc,successor
1,580,1160,100000,[14]
2,448,896,100000,[14]
3,582,100000,100000,[14]
4,617,1234,432,[14]
5,520,1040,364,[10]
6,276,100000,193,"[11, 13]"
7,530,100000,100000,[9]
8,463,100000,100000,[12]
9,385,100000,270,[14]
10,379,100000,265,[15]
11,627,100000,100000,"[16, 17]"
12,247,494,173,[18]
13,417,100000,292,[19]
14,368,736,258,"[20, 21, 22, 23, 24, 27]"
15,328,656,100000,[25]
16,384,768,269,[26]
17,467,100000,100000,[]
18,732,100000,100000,[27]
19,550,1100,100000,[28]
20,533,100000,373,"[29, 30]"
21,430,860,100000,[]
22,379,758,100000,[]
23,281,100000,100000,[36]
24,426,100000,100000,[35]
25,535,1070,100000,[31]
26,494,100000,100000,[32]
27,326,100000,100000,"[33, 34]"
28,455,910,318,[]
29,346,692,100000,[37]
30,758,100000,531,[38]
31,448,100000,100000,[]
32,581,100000,407,[39]
33,321,100000,225,[]
34,458,916,100000,[]
35,389,778,272,[40]
36,688,100000,482,[41]
37,551,100000,100000,[42]
38,504,100000,353,[43]
39,455,100000,100000,"[44, 46, 48]"
40,410,100000,100000,[45]
41,367,100000,257,[47]
42,537,100000,376,[]
43,596,100000,100000,[]
44,364,728,255,[50]
45,372,100000,100000,[]
46,509,1018,100000,[49]
47,512,1024,100000,[]
48,344,100000,100000,[]
49,515,1030,100000,[]
50,530,100000,100000,[]
