task,th,tr,tc,successor
1,23,46,100000,[10]
2,94,100000,100000,[10]
3,142,284,99,[10]
4,87,100000,100000,[10]
5,222,100000,100000,"[11, 17]"
6,175,100000,122,"[12, 15, 16, 18]"
7,196,100000,100000,"[13, 14, 18, 35, 41]"
8,71,100000,50,[27]
9,152,304,106,[]
10,75,100000,52,"[19, 20, 21, 22, 23]"
11,93,186,100000,[24]
12,329,658,100000,[25]
13,263,100000,100000,[26]
14,224,100000,100000,[]
15,114,100000,100000,[27]
16,220,100000,100000,[]
17,171,342,120,[]
18,26,100000,18,"[38, 50]"
19,100,100000,70,"[29, 34]"
20,34,68,100000,[35]
21,134,100000,94,[]
22,100,100000,70,[32]
23,191,382,100000,"[31, 32]"
24,148,296,104,[28]
25,119,238,100000,[30]
26,23,46,100000,[30]
27,80,100000,100000,[33]
28,22,100000,15,[37]
29,209,100000,146,[36]
30,33,100000,23,[]
31,200,100000,100000,[43]
32,42,100000,29,[]
33,104,208,100000,[]
34,31,100000,22,[38]
35,234,100000,100000,"[38, 50]"
36,64,100000,100000,[39]
37,32,100000,100000,"[41, 49]"
38,113,100000,100000,[40]
39,190,380,100000,"[42, 44, 45, 46]"
40,96,192,100000,[]
41,38,100000,100000,"[43, 47]"
42,22,44,100000,[48]
43,99,198,69,[]
44,68,100000,100000,[]
45,61,122,43,[]
46,70,140,100000,"[49, 50]"
47,47,100000,33,[]
48,45,90,100000,[]
49,45,90,100000,[]
50,114,100000,80,[]
