task,th,tr,tc,successor
1,190,100000,100000,[9]
2,39,100000,27,[10]
3,46,100000,100000,"[8, 15, 24, 41, 44]"
4,234,100000,164,"[11, 35]"
5,54,100000,38,"[12, 14]"
6,115,100000,100000,"[13, 14, 15, 32]"
7,208,100000,146,[]
8,57,114,40,[16]
9,212,100000,148,[18]
10,60,100000,100000,[17]
11,157,314,100000,[19]
12,145,290,100000,[20]
13,101,202,100000,[23]
14,240,480,100000,"[22, 23, 24]"
15,181,100000,127,"[21, 28, 50]"
16,114,100000,100000,[27]
17,311,622,218,[25]
18,82,164,100000,[26]
19,69,100000,100000,[28]
20,161,100000,100000,[27]
21,135,100000,100000,[47]
22,400,800,280,[28]
23,83,166,100000,"[29, 41]"
24,197,100000,138,[50]
25,129,100000,100000,[31]
26,46,92,100000,[30]
27,279,100000,100000,"[32, 42]"
28,56,100000,39,[]
29,59,118,100000,[]
30,29,58,20,[33]
31,160,100000,100000,"[34, 35, 36, 37]"
32,92,100000,64,[43]
33,302,604,100000,[38]
34,154,100000,108,"[39, 42]"
35,119,238,83,"[40, 44]"
36,130,100000,91,"[42, 43]"
37,144,288,100000,[41]
38,183,100000,100000,[47]
39,119,100000,100000,[45]
40,69,138,100000,[46]
41,146,292,100000,[50]
42,77,154,100000,[50]
43,146,100000,102,[48]
44,35,100000,100000,[49]
45,185,370,100000,[]
46,178,100000,125,[]
47,49,100000,34,[]
48,199,398,139,[]
49,164,100000,100000,[]
50,137,100000,100000,[]
