task,th,tr,tc,successor
1,192,100000,100000,[8]
2,118,100000,83,"[6, 9]"
3,35,100000,24,[7]
4,177,100000,124,[46]
5,146,292,102,[]
6,51,100000,100000,[10]
7,364,728,100000,[11]
8,40,100000,100000,[12]
9,337,674,100000,"[13, 14, 15, 16]"
10,464,928,100000,[17]
11,280,100000,196,[19]
12,147,294,100000,[18]
13,232,464,162,[20]
14,129,258,100000,"[21, 22, 45]"
15,263,100000,184,"[23, 24]"
16,373,746,261,[22]
17,495,100000,346,[28]
18,213,100000,100000,[26]
19,230,100000,100000,"[25, 46]"
20,267,100000,100000,"[27, 48]"
21,132,100000,92,"[29, 35]"
22,607,100000,425,[]
23,213,100000,100000,[]
24,82,100000,57,[29]
25,82,164,100000,[31]
26,322,100000,225,[30]
27,156,100000,109,[32]
28,202,100000,141,"[33, 35, 44]"
29,339,100000,100000,[34]
30,188,100000,100000,[37]
31,215,430,100000,[36]
32,154,100000,100000,[38]
33,67,134,47,[39]
34,96,100000,100000,[40]
35,169,338,100000,[41]
36,56,112,100000,[42]
37,399,798,279,[44]
38,236,100000,100000,[45]
39,551,1102,100000,[43]
40,31,100000,100000,[44]
41,439,100000,307,"[46, 47, 48, 49, 50]"
42,303,100000,100000,[]
43,169,338,100000,[]
44,81,100000,57,[]
45,221,442,155,[]
46,114,228,100000,[]
47,66,100000,100000,[]
48,408,100000,100000,[]
49,44,88,100000,[]
50,174,348,100000,[]
