task,th,tr,tc,successor
1,488,100000,342,[17]
2,531,1062,372,[17]
3,71,100000,50,[27]
4,302,604,100000,[27]
5,97,194,100000,"[6, 7, 8]"
6,66,132,100000,[17]
7,72,100000,50,"[9, 10, 11, 12, 13, 15, 16]"
8,306,100000,100000,[14]
9,77,100000,100000,[17]
10,125,250,100000,[17]
11,477,954,334,[17]
12,74,100000,100000,[44]
13,148,296,100000,[27]
14,68,136,48,"[19, 20, 28, 34]"
15,21,42,100000,"[17, 18]"
16,450,100000,315,"[18, 20]"
17,194,100000,100000,"[21, 22, 23, 24, 25, 27, 28]"
18,475,100000,100000,[27]
19,79,100000,55,"[26, 27]"
20,410,100000,287,[26]
21,80,100000,100000,[37]
22,136,272,95,[]
23,422,844,100000,[37]
24,289,578,202,[34]
25,212,424,100000,[44]
26,283,566,198,[44]
27,163,100000,114,"[29, 30, 31, 32, 33]"
28,602,100000,100000,[42]
29,316,100000,100000,[40]
30,227,100000,100000,"[44, 45]"
31,517,100000,100000,[36]
32,349,100000,244,"[35, 40]"
33,497,100000,348,"[37, 45]"
34,168,336,118,"[35, 36]"
35,105,210,100000,[44]
36,92,184,64,"[38, 39]"
37,454,100000,100000,[40]
38,334,100000,100000,[43]
39,115,100000,100000,[42]
40,187,100000,100000,[41]
41,231,100000,100000,[44]
42,255,100000,178,[44]
43,247,100000,173,"[44, 45]"
44,76,100000,100000,"[46, 47, 48, 49, 50]"
45,279,100000,100000,[]
46,136,100000,100000,[]
47,300,600,100000,[]
48,427,100000,100000,[]
49,97,194,100000,[]
50,70,140,49,[]
