task,th,tr,tc,successor
1,196,392,100000,"[14, 26, 31]"
2,575,1150,402,"[6, 11]"
3,433,100000,303,"[10, 13, 16]"
4,478,100000,100000,"[6, 7, 8]"
5,494,988,100000,"[6, 7, 8, 9, 15]"
6,744,100000,521,[38]
7,689,100000,482,"[13, 16]"
8,581,100000,407,[12]
9,538,100000,100000,"[21, 32]"
10,324,100000,100000,[12]
11,279,100000,195,"[12, 14, 15, 21, 24]"
12,408,816,286,"[17, 19, 22]"
13,624,1248,437,"[18, 22, 23, 24]"
14,446,100000,100000,"[20, 23]"
15,569,1138,100000,"[26, 45]"
16,479,100000,335,"[20, 21, 27]"
17,285,100000,200,"[27, 28]"
18,415,830,290,"[26, 37, 45]"
19,360,720,100000,[31]
20,500,1000,350,[35]
21,230,100000,100000,[26]
22,482,964,100000,[27]
23,517,100000,362,[27]
24,459,100000,321,"[25, 26]"
25,554,100000,100000,"[29, 31, 32]"
26,332,664,232,"[33, 39]"
27,578,1156,100000,[30]
28,311,622,100000,[29]
29,523,100000,100000,[33]
30,669,100000,100000,"[32, 34]"
31,779,100000,100000,"[35, 44]"
32,699,100000,100000,[36]
33,470,940,100000,"[38, 40, 42, 46]"
34,396,792,277,"[39, 45]"
35,531,100000,100000,"[37, 39, 40, 45]"
36,506,100000,100000,"[43, 44]"
37,572,1144,100000,"[41, 42]"
38,353,706,100000,[41]
39,467,100000,100000,"[43, 46]"
40,502,100000,100000,[41]
41,512,1024,100000,[]
42,375,100000,100000,[49]
43,718,1436,503,[]
44,633,100000,443,"[45, 46]"
45,680,100000,100000,[]
46,363,100000,100000,"[47, 48, 49, 50]"
47,713,1426,499,[]
48,522,100000,100000,[]
49,652,100000,456,[]
50,569,100000,100000,[]
