task,th,tr,tc,successor
1,304,100000,100000,[9]
2,502,1004,100000,"[6, 7]"
3,527,100000,369,"[7, 8, 10]"
4,521,100000,100000,"[7, 9, 10]"
5,472,100000,100000,[19]
6,546,1092,382,"[11, 15, 27]"
7,656,1312,459,"[11, 12, 15]"
8,639,100000,447,"[11, 14, 22]"
9,404,808,283,"[11, 12]"
10,763,100000,100000,"[11, 12, 13, 14, 15]"
11,582,100000,407,"[16, 17]"
12,465,930,100000,"[17, 19]"
13,526,100000,100000,"[16, 18]"
14,717,1434,100000,"[20, 23, 36]"
15,414,828,100000,"[30, 38]"
16,877,100000,100000,"[21, 37]"
17,595,100000,100000,"[25, 32]"
18,527,100000,369,"[22, 30, 34]"
19,578,100000,100000,"[21, 23, 24]"
20,489,978,100000,[]
21,522,1044,365,"[26, 29, 30, 31]"
22,610,100000,100000,"[26, 33, 36]"
23,338,676,237,"[41, 44, 46]"
24,353,100000,100000,"[27, 28, 32]"
25,629,100000,440,[49]
26,363,100000,100000,"[40, 47]"
27,735,1470,100000,"[33, 34]"
28,597,100000,418,"[34, 35]"
29,448,100000,100000,"[33, 39, 44]"
30,530,1060,100000,"[41, 48]"
31,528,1056,100000,[34]
32,468,936,100000,[39]
33,288,100000,100000,"[45, 49]"
34,680,100000,100000,"[36, 38]"
35,362,100000,253,"[36, 37]"
36,296,100000,100000,"[39, 40]"
37,406,100000,284,"[39, 41, 42, 44]"
38,577,100000,404,"[39, 43]"
39,380,760,100000,"[46, 47]"
40,570,100000,399,"[44, 48]"
41,369,738,100000,"[45, 47]"
42,711,1422,100000,[46]
43,508,100000,100000,"[49, 50]"
44,596,1192,417,[]
45,425,100000,298,[]
46,292,584,204,"[48, 50]"
47,343,100000,100000,"[49, 50]"
48,472,100000,330,[]
49,616,100000,100000,[]
50,480,960,336,[]
