task,th,tr,tc,successor
1,207,100000,100000,[3]
2,109,100000,76,"[4, 5, 6]"
3,58,100000,100000,[9]
4,86,100000,60,"[7, 9, 10, 12, 13]"
5,187,374,100000,"[8, 11, 12, 13]"
6,124,248,100000,"[8, 9, 10, 13]"
7,230,460,100000,[14]
8,41,100000,29,"[15, 16]"
9,55,100000,100000,[24]
10,105,210,74,"[16, 17]"
11,136,272,100000,"[16, 17]"
12,84,100000,100000,"[16, 17]"
13,93,100000,100000,"[16, 17]"
14,173,100000,121,[19]
15,230,100000,100000,[20]
16,204,408,143,"[18, 21, 22, 23, 24]"
17,68,100000,100000,"[21, 22, 23, 24]"
18,256,100000,100000,[25]
19,211,100000,100000,[26]
20,83,166,58,[27]
21,194,100000,136,"[27, 28]"
22,112,224,78,"[27, 28]"
23,199,100000,100000,"[27, 28]"
24,37,74,26,"[27, 28]"
25,126,252,100000,[31]
26,43,86,30,[30]
27,208,416,146,"[29, 31]"
28,107,100000,75,[31]
29,139,100000,100000,[32]
30,107,214,100000,[33]
31,162,324,113,"[34, 35, 36, 37, 38]"
32,89,100000,62,[43]
33,85,170,59,[40]
34,86,100000,60,[41]
35,97,194,100000,"[39, 42, 43, 46]"
36,72,100000,50,"[43, 46, 47]"
37,41,82,100000,"[43, 46, 47]"
38,279,100000,100000,[]
39,24,100000,100000,[44]
40,163,100000,100000,[46]
41,351,100000,100000,[46]
42,28,56,100000,[45]
43,114,100000,100000,[50]
44,297,100000,100000,[47]
45,108,216,100000,[47]
46,280,100000,100000,"[48, 49, 50]"
47,105,100000,74,[]
48,90,100000,63,[]
49,257,100000,100000,[]
50,196,392,100000,[]
