task,th,tr,tc,successor
1,80,100000,100000,[15]
2,226,100000,158,[15]
3,327,100000,229,"[6, 7, 8, 10]"
4,36,100000,100000,"[9, 11]"
5,292,100000,100000,"[7, 12, 13, 14]"
6,123,100000,100000,[15]
7,115,100000,100000,[15]
8,95,100000,66,[18]
9,182,364,127,[16]
10,169,338,100000,"[17, 19, 22]"
11,141,282,99,[21]
12,197,100000,100000,[]
13,122,100000,100000,[20]
14,184,100000,129,[]
15,185,100000,100000,"[23, 24, 25, 26, 27]"
16,120,100000,100000,[30]
17,116,232,100000,[31]
18,62,100000,100000,[28]
19,21,100000,15,[29]
20,64,100000,100000,[32]
21,61,100000,100000,[]
22,156,100000,100000,[47]
23,64,128,100000,[]
24,134,100000,94,[]
25,218,100000,100000,[38]
26,261,522,100000,[]
27,79,158,55,[37]
28,161,322,100000,[33]
29,110,220,100000,[34]
30,197,100000,138,[35]
31,45,100000,31,[36]
32,112,224,100000,[]
33,36,72,25,[39]
34,58,116,41,[40]
35,203,100000,142,[40]
36,42,84,29,[]
37,75,100000,52,[]
38,38,76,27,[41]
39,133,100000,100000,[42]
40,274,100000,100000,"[42, 44, 45, 46]"
41,114,228,100000,[43]
42,260,520,100000,[]
43,145,290,100000,"[47, 48, 49]"
44,114,100000,100000,[]
45,181,100000,127,[50]
46,48,100000,34,[]
47,48,100000,100000,[]
48,78,156,100000,[]
49,167,334,100000,[]
50,80,160,56,[]
