task,th,tr,tc,successor
1,60,100000,42,[25]
2,175,100000,100000,"[8, 9, 16]"
3,426,100000,298,"[6, 9]"
4,115,100000,100000,[6]
5,58,116,100000,"[7, 10]"
6,187,100000,100000,[24]
7,62,100000,43,[13]
8,209,418,100000,"[15, 18, 20, 21]"
9,134,268,94,"[11, 12, 18]"
10,305,610,214,"[11, 12]"
11,89,178,62,"[14, 21]"
12,64,100000,100000,"[14, 15, 17]"
13,281,100000,100000,"[16, 18]"
14,384,100000,100000,"[26, 29]"
15,66,100000,46,"[22, 25]"
16,105,210,100000,"[19, 20, 21, 22]"
17,522,1044,365,"[19, 20, 21, 34]"
18,454,100000,100000,[19]
19,303,100000,100000,"[23, 24]"
20,527,100000,100000,[23]
21,171,342,100000,"[25, 38, 42]"
22,128,256,90,"[23, 26, 27]"
23,310,100000,100000,"[29, 32]"
24,21,100000,15,"[35, 41]"
25,28,100000,20,"[28, 36]"
26,488,100000,100000,"[31, 36, 46]"
27,480,100000,100000,"[30, 33, 39, 41]"
28,559,1118,100000,[49]
29,358,716,100000,"[35, 36]"
30,278,100000,195,[]
31,441,882,100000,[47]
32,73,146,51,"[39, 40, 49]"
33,457,914,320,[34]
34,538,100000,100000,[40]
35,356,712,100000,"[37, 38, 39, 40, 42, 43]"
36,513,1026,100000,"[37, 41, 43]"
37,556,100000,389,"[45, 47]"
38,260,520,182,[46]
39,384,100000,100000,"[47, 48]"
40,664,100000,100000,[]
41,482,100000,100000,"[44, 45]"
42,174,100000,100000,[]
43,182,364,100000,[50]
44,384,768,100000,"[49, 50]"
45,390,100000,273,[]
46,91,100000,64,[]
47,200,100000,100000,[]
48,27,54,19,[]
49,239,100000,100000,[]
50,97,100000,68,[]
