task,th,tr,tc,successor
1,462,924,100000,[5]
2,574,100000,100000,"[6, 7, 9, 10]"
3,443,886,310,"[8, 9, 10]"
4,622,1244,100000,"[9, 10]"
5,672,1344,470,[14]
6,510,100000,357,[11]
7,374,100000,262,[12]
8,622,1244,100000,[13]
9,502,1004,100000,"[14, 15, 16]"
10,507,1014,355,"[14, 15, 16]"
11,412,824,288,[17]
12,600,100000,420,[18]
13,636,100000,100000,[20]
14,254,508,178,[21]
15,645,1290,451,"[19, 21]"
16,543,100000,100000,[21]
17,618,100000,100000,[22]
18,365,100000,255,[23]
19,565,1130,100000,[24]
20,485,970,100000,[25]
21,608,100000,100000,"[26, 27]"
22,640,100000,100000,[28]
23,280,100000,196,[30]
24,347,694,243,[30]
25,599,1198,100000,[31]
26,484,100000,100000,"[29, 30, 31, 32, 33, 34]"
27,426,100000,298,"[30, 31, 32, 33, 34]"
28,679,1358,475,[36]
29,552,1104,100000,[35]
30,393,786,100000,"[36, 37]"
31,442,884,100000,"[36, 37]"
32,356,100000,100000,"[36, 37]"
33,243,100000,100000,"[36, 37]"
34,522,100000,100000,"[36, 37]"
35,666,100000,466,[40]
36,626,100000,100000,"[38, 40, 43]"
37,397,100000,100000,"[39, 40]"
38,818,100000,100000,[42]
39,509,100000,100000,"[41, 43, 44]"
40,661,1322,100000,"[44, 49, 50]"
41,589,100000,412,[45]
42,542,100000,100000,[46]
43,341,682,239,"[46, 47]"
44,412,100000,288,[]
45,439,100000,307,[48]
46,502,100000,100000,"[49, 50]"
47,490,100000,100000,"[49, 50]"
48,623,100000,100000,[]
49,662,100000,100000,[]
50,462,100000,323,[]
