task,th,tr,tc,successor
1,382,100000,267,[7]
2,609,1218,100000,"[6, 22]"
3,424,848,297,[6]
4,436,100000,305,"[20, 32, 35, 41]"
5,552,100000,100000,"[8, 11, 12]"
6,433,100000,100000,"[9, 12]"
7,443,100000,310,"[10, 11]"
8,474,100000,100000,"[9, 10, 25]"
9,583,100000,100000,"[13, 14]"
10,595,1190,416,"[13, 14, 15]"
11,415,100000,100000,"[13, 16]"
12,499,998,349,"[16, 23]"
13,512,100000,358,"[19, 21, 31]"
14,394,788,276,[21]
15,548,100000,100000,"[20, 22, 29, 30]"
16,500,100000,100000,"[17, 18, 19]"
17,507,1014,355,"[25, 28]"
18,552,1104,100000,[48]
19,647,100000,453,"[24, 26, 27]"
20,649,100000,454,[]
21,501,100000,100000,"[26, 35]"
22,443,100000,100000,"[23, 28, 39]"
23,271,100000,100000,[50]
24,654,1308,100000,"[33, 47]"
25,519,1038,363,[42]
26,313,100000,100000,"[29, 30]"
27,845,1690,592,[32]
28,409,100000,100000,"[31, 37]"
29,606,100000,100000,"[32, 34, 41]"
30,542,1084,100000,"[33, 49]"
31,407,814,100000,"[35, 36]"
32,317,100000,222,[40]
33,337,100000,100000,"[41, 42]"
34,315,630,100000,"[37, 39]"
35,560,1120,392,[38]
36,511,1022,100000,[40]
37,420,840,100000,[]
38,637,1274,100000,[42]
39,647,100000,453,[48]
40,633,100000,100000,"[42, 43, 44, 45]"
41,342,684,100000,"[44, 48]"
42,504,100000,353,[50]
43,491,100000,100000,"[46, 47, 48, 49]"
44,347,100000,243,[]
45,492,100000,100000,[]
46,489,100000,100000,[]
47,682,100000,477,[]
48,487,974,100000,[]
49,524,1048,367,[]
50,684,100000,100000,[]
