task,th,tr,tc,successor
1,21,42,100000,"[4, 5]"
2,204,100000,143,"[4, 5]"
3,118,100000,100000,"[4, 5]"
4,565,100000,396,"[6, 7, 8]"
5,97,194,100000,"[6, 7, 8]"
6,42,100000,100000,"[9, 10, 11]"
7,550,1100,100000,"[9, 10, 11]"
8,169,338,100000,"[9, 10, 11]"
9,223,100000,156,"[12, 13, 14]"
10,30,100000,100000,"[12, 13, 14]"
11,159,318,100000,"[12, 13, 14]"
12,46,100000,100000,"[15, 16, 17]"
13,527,100000,100000,"[15, 16]"
14,440,100000,308,"[15, 16, 17]"
15,74,148,100000,"[18, 20]"
16,98,100000,100000,"[18, 19, 20]"
17,47,100000,33,"[19, 22]"
18,296,100000,207,"[21, 22]"
19,75,150,52,[25]
20,176,100000,123,[21]
21,107,100000,100000,"[23, 24, 25]"
22,500,1000,350,"[23, 24, 25]"
23,119,100000,100000,"[26, 27]"
24,431,100000,100000,"[26, 27]"
25,622,100000,435,"[26, 27]"
26,56,112,39,"[28, 29]"
27,34,100000,100000,"[28, 29]"
28,43,86,100000,"[30, 31, 32]"
29,201,402,141,"[30, 31, 32]"
30,57,100000,100000,"[33, 34]"
31,25,100000,18,"[33, 34]"
32,273,100000,191,"[33, 34]"
33,374,748,100000,"[35, 36, 37]"
34,62,100000,100000,[]
35,390,100000,273,"[38, 39]"
36,562,1124,393,"[38, 46]"
37,533,1066,373,[]
38,58,100000,41,"[40, 42, 43, 47, 49]"
39,38,76,100000,[41]
40,303,606,100000,[]
41,21,42,100000,"[44, 45, 46]"
42,490,100000,100000,[45]
43,48,100000,34,[]
44,559,1118,100000,"[48, 49]"
45,205,100000,100000,[]
46,224,448,100000,"[47, 50]"
47,199,100000,100000,[]
48,116,232,100000,[]
49,217,100000,152,[]
50,624,100000,100000,[]
