task,th,tr,tc,successor
1,489,978,342,[7]
2,54,100000,100000,"[5, 8]"
3,38,76,100000,"[6, 8]"
4,539,100000,100000,[8]
5,195,390,100000,[11]
6,401,100000,100000,[12]
7,506,1012,100000,[10]
8,30,60,100000,"[9, 13, 14, 15]"
9,222,100000,155,[16]
10,314,100000,220,[17]
11,155,100000,100000,[18]
12,107,214,75,[19]
13,88,100000,100000,"[18, 19]"
14,331,662,100000,"[18, 19]"
15,275,100000,192,"[18, 19]"
16,249,100000,100000,[22]
17,131,100000,100000,[20]
18,150,100000,100000,"[21, 22]"
19,274,548,192,"[21, 22]"
20,355,710,100000,[24]
21,183,366,100000,"[23, 24, 25, 26, 27]"
22,256,512,100000,"[24, 25, 26, 27]"
23,397,100000,100000,[28]
24,108,100000,100000,"[29, 36, 48]"
25,21,100000,15,"[30, 31]"
26,257,100000,100000,"[30, 31]"
27,198,100000,139,[30]
28,114,228,80,[32]
29,494,100000,346,[33]
30,85,100000,100000,"[34, 35, 36]"
31,260,520,100000,"[34, 35]"
32,284,100000,199,[38]
33,446,100000,100000,[39]
34,274,548,192,"[37, 40, 41, 42]"
35,529,100000,100000,"[40, 41, 42]"
36,89,178,100000,"[42, 46, 47]"
37,45,100000,100000,[43]
38,368,736,258,[45]
39,262,100000,100000,[46]
40,174,348,122,"[44, 47]"
41,243,100000,100000,"[45, 46, 47, 48]"
42,109,100000,76,[45]
43,221,100000,155,[50]
44,76,100000,100000,[49]
45,231,100000,162,[]
46,265,530,100000,[]
47,115,100000,80,[]
48,21,42,15,[]
49,57,114,100000,[]
50,184,100000,129,[]
