task,th,tr,tc,successor
1,108,100000,76,[5]
2,280,560,196,"[4, 6, 9, 30]"
3,330,660,100000,"[7, 8, 10]"
4,37,100000,100000,[11]
5,304,100000,213,[14]
6,287,574,100000,[12]
7,272,544,190,[16]
8,223,100000,100000,[15]
9,422,100000,295,"[32, 36]"
10,149,100000,100000,"[13, 16]"
11,405,100000,100000,[17]
12,159,100000,111,[19]
13,171,100000,100000,"[18, 20, 23, 30]"
14,87,100000,61,[]
15,96,100000,100000,"[21, 22]"
16,119,238,100000,[]
17,203,406,100000,[24]
18,127,100000,100000,[25]
19,157,100000,100000,[27]
20,42,100000,29,[29]
21,561,100000,393,"[26, 28]"
22,152,304,100000,"[30, 31, 32]"
23,41,100000,100000,[32]
24,455,100000,100000,[35]
25,199,398,100000,[35]
26,210,100000,100000,[33]
27,377,100000,264,[36]
28,158,100000,100000,[34]
29,193,100000,135,[35]
30,61,122,43,[]
31,233,466,100000,[36]
32,51,102,100000,"[37, 38, 39]"
33,40,100000,28,[40]
34,257,100000,100000,[41]
35,26,52,100000,[]
36,278,100000,195,[]
37,441,100000,309,[]
38,249,498,174,"[42, 43]"
39,245,100000,100000,"[44, 45]"
40,106,212,74,[46]
41,255,100000,100000,"[47, 49, 50]"
42,531,100000,100000,[48]
43,128,256,100000,[]
44,553,1106,387,[]
45,48,100000,100000,[]
46,91,100000,64,[]
47,75,150,52,[]
48,401,802,100000,[]
49,113,226,100000,[]
50,53,106,100000,[]
