task,th,tr,tc,successor
1,176,352,123,[5]
2,233,100000,100000,"[6, 7, 8]"
3,189,100000,100000,"[6, 7, 8]"
4,201,402,100000,"[6, 7, 8]"
5,35,70,24,[10]
6,223,446,100000,"[9, 10, 11, 12]"
7,107,100000,75,"[10, 11, 12]"
8,221,100000,155,"[10, 11, 12]"
9,175,100000,100000,[13]
10,25,100000,18,"[14, 15, 16, 17, 18, 19]"
11,182,364,127,"[16, 17, 18, 19]"
12,26,52,18,"[16, 17, 18, 19]"
13,70,100000,49,[23]
14,80,100000,100000,[20]
15,235,470,100000,[21]
16,116,232,81,"[22, 23, 28]"
17,170,100000,100000,"[23, 28, 34]"
18,147,100000,103,"[23, 28, 34]"
19,100,200,100000,"[23, 28]"
20,134,268,100000,[24]
21,288,100000,100000,[28]
22,41,100000,100000,[26]
23,221,100000,100000,"[25, 27, 29]"
24,77,100000,54,[31]
25,22,100000,100000,[33]
26,180,100000,100000,[34]
27,21,42,100000,[30]
28,207,414,100000,"[46, 50]"
29,99,100000,100000,"[32, 39, 42]"
30,116,100000,81,[35]
31,281,562,100000,[37]
32,75,100000,100000,[38]
33,97,100000,100000,[36]
34,47,94,100000,[39]
35,192,100000,134,[42]
36,384,768,269,[40]
37,156,312,109,[41]
38,223,100000,100000,[43]
39,80,100000,56,[44]
40,122,244,100000,[45]
41,234,100000,100000,[46]
42,155,100000,108,"[47, 49]"
43,190,100000,133,"[46, 47]"
44,48,100000,100000,"[46, 47]"
45,77,100000,100000,[48]
46,127,254,89,"[48, 49]"
47,75,100000,52,[50]
48,119,100000,100000,[]
49,97,194,100000,[]
50,22,44,100000,[]
