task,th,tr,tc,successor
1,96,100000,67,[5]
2,67,100000,100000,[6]
3,90,100000,100000,[8]
4,147,100000,100000,"[7, 16]"
5,255,100000,178,[10]
6,110,100000,100000,[11]
7,125,100000,88,"[9, 15]"
8,320,640,100000,"[12, 13, 14, 16]"
9,236,100000,100000,[17]
10,93,100000,65,[18]
11,150,100000,105,[]
12,102,204,71,"[19, 20]"
13,92,100000,64,[]
14,48,100000,34,[]
15,140,100000,98,[26]
16,77,154,100000,[]
17,24,48,100000,[22]
18,37,74,100000,[23]
19,140,280,100000,[24]
20,166,332,116,"[21, 25, 26]"
21,54,100000,38,[27]
22,295,590,206,[30]
23,155,100000,100000,[32]
24,144,100000,100000,[33]
25,171,100000,100000,"[28, 29, 31, 35]"
26,166,100000,100000,"[34, 36, 37, 43]"
27,115,100000,100000,[42]
28,77,100000,54,[40]
29,174,348,122,[41]
30,81,100000,100000,"[39, 49]"
31,41,82,29,[38]
32,191,100000,134,"[43, 44]"
33,57,114,40,[44]
34,212,100000,100000,[]
35,147,294,103,[42]
36,236,472,100000,[]
37,190,100000,100000,[]
38,81,100000,100000,[45]
39,43,100000,100000,[46]
40,160,320,112,[47]
41,77,100000,100000,[48]
42,74,148,100000,[]
43,146,292,100000,[49]
44,192,100000,134,[50]
45,70,100000,100000,[]
46,95,190,100000,[]
47,155,100000,100000,[]
48,148,296,100000,[]
49,152,304,100000,[]
50,25,50,100000,[]
