task,th,tr,tc,successor
1,247,494,173,"[2, 3]"
2,145,100000,100000,"[4, 5, 6]"
3,204,100000,143,"[4, 5, 6]"
4,238,476,167,"[7, 8, 9]"
5,160,100000,112,"[7, 8, 9]"
6,62,100000,100000,"[7, 8, 9]"
7,43,86,30,"[10, 11, 12]"
8,64,100000,100000,"[10, 11, 12]"
9,174,100000,100000,"[10, 11, 12]"
10,177,354,100000,"[14, 15]"
11,358,100000,251,"[13, 14, 15]"
12,45,100000,100000,"[25, 27]"
13,96,100000,67,"[16, 18]"
14,158,100000,100000,[17]
15,24,100000,17,"[16, 17, 18, 19]"
16,221,442,100000,[20]
17,158,316,100000,[20]
18,89,100000,100000,[20]
19,289,578,100000,[20]
20,225,450,100000,"[21, 22]"
21,119,100000,83,"[23, 24, 25]"
22,220,440,100000,"[23, 24, 25]"
23,132,100000,100000,"[26, 27, 28, 29]"
24,216,100000,100000,"[26, 27, 28, 29]"
25,192,100000,100000,"[26, 29, 32]"
26,90,100000,63,[30]
27,80,160,100000,"[31, 32, 33]"
28,227,454,100000,"[30, 32, 38]"
29,274,548,100000,"[31, 33]"
30,273,100000,100000,"[34, 36, 40]"
31,54,108,38,"[35, 36]"
32,120,240,84,[41]
33,204,100000,100000,"[34, 38, 39]"
34,224,448,100000,[37]
35,224,100000,157,[38]
36,132,264,92,"[37, 39]"
37,82,164,100000,"[41, 42]"
38,267,100000,100000,[40]
39,172,100000,100000,[45]
40,39,78,27,[44]
41,158,100000,100000,"[43, 44]"
42,262,100000,100000,"[45, 46]"
43,192,100000,134,"[45, 46]"
44,97,100000,68,"[45, 46, 47]"
45,21,100000,100000,[49]
46,32,100000,22,"[48, 49, 50]"
47,263,526,100000,"[48, 49]"
48,143,100000,100,[]
49,91,100000,64,[]
50,162,324,100000,[]
