task,th,tr,tc,successor
1,246,492,172,"[2, 3, 4, 5]"
2,86,100000,100000,"[6, 8, 9]"
3,40,80,28,"[7, 8, 9]"
4,139,100000,100000,"[6, 7, 8, 9]"
5,129,258,90,"[6, 7, 8, 9]"
6,75,150,52,"[10, 11]"
7,274,100000,100000,"[10, 11]"
8,113,100000,100000,"[10, 11]"
9,229,458,100000,"[10, 11]"
10,124,100000,100000,"[12, 13, 14, 15]"
11,262,100000,183,"[12, 13, 14, 15]"
12,115,100000,100000,"[16, 17, 18, 19]"
13,126,100000,88,"[16, 17, 18, 19]"
14,103,100000,100000,"[16, 17, 18, 19]"
15,127,254,100000,[16]
16,207,414,100000,[20]
17,75,100000,52,"[23, 27]"
18,204,100000,143,[20]
19,117,100000,100000,[20]
20,62,100000,100000,"[21, 22]"
21,172,344,100000,"[23, 24, 26, 27]"
22,197,100000,100000,"[23, 24, 25, 26, 27]"
23,124,248,87,"[28, 29, 30]"
24,379,100000,100000,"[32, 34]"
25,136,100000,95,"[28, 29, 30]"
26,35,100000,100000,[28]
27,131,262,100000,"[29, 30]"
28,182,100000,100000,[31]
29,104,100000,100000,[31]
30,195,100000,100000,[31]
31,129,258,100000,"[32, 33, 34]"
32,42,100000,100000,"[35, 36, 37, 40]"
33,181,362,127,"[37, 39, 40]"
34,171,100000,100000,"[35, 38, 39]"
35,188,100000,132,[]
36,135,270,94,"[41, 46]"
37,154,100000,108,[45]
38,134,268,94,[40]
39,51,102,100000,[42]
40,264,100000,100000,"[41, 42, 43]"
41,96,192,100000,"[44, 45]"
42,52,100000,100000,"[44, 45, 46]"
43,159,100000,111,"[46, 50]"
44,170,340,119,"[47, 48]"
45,357,714,100000,[48]
46,138,100000,97,[]
47,234,468,100000,[50]
48,96,192,67,[49]
49,55,100000,100000,[]
50,101,100000,71,[]
