task,th,tr,tc,successor
1,25,100000,100000,[5]
2,70,100000,100000,"[4, 5]"
3,262,100000,100000,"[4, 5]"
4,182,100000,100000,"[6, 7]"
5,363,100000,100000,"[6, 7]"
6,248,100000,174,"[8, 9, 10, 11]"
7,102,100000,71,"[8, 9, 10, 11]"
8,165,100000,100000,"[12, 13, 14]"
9,417,834,100000,"[12, 13, 14]"
10,378,100000,265,"[12, 13, 14]"
11,133,266,93,"[12, 13, 14]"
12,102,100000,100000,"[15, 16, 17]"
13,333,100000,233,"[15, 16, 17]"
14,279,558,100000,"[15, 16, 17]"
15,112,224,100000,"[18, 19, 20]"
16,156,312,109,"[18, 19, 20]"
17,70,100000,100000,"[18, 19, 20]"
18,57,114,100000,"[21, 22, 23, 24]"
19,166,332,116,"[21, 22, 23, 24]"
20,118,100000,83,"[21, 22, 23, 24]"
21,402,804,100000,"[25, 26, 27]"
22,167,334,117,"[25, 26, 27]"
23,215,100000,100000,"[25, 26, 27]"
24,339,678,100000,"[25, 26, 27]"
25,70,140,49,"[28, 29, 30]"
26,76,152,100000,"[28, 29, 30]"
27,424,848,100000,"[28, 29, 30]"
28,257,514,180,[31]
29,345,690,100000,[31]
30,23,100000,16,"[32, 41]"
31,199,100000,139,[33]
32,480,100000,336,[42]
33,261,100000,100000,"[34, 35, 36, 37]"
34,30,100000,100000,"[38, 40]"
35,37,100000,100000,[]
36,185,100000,130,"[38, 39, 40]"
37,104,100000,73,"[39, 45, 46]"
38,198,396,139,[41]
39,539,100000,100000,"[44, 47]"
40,133,100000,100000,[]
41,248,100000,174,"[42, 43]"
42,162,100000,100000,[47]
43,231,100000,100000,"[44, 45, 46]"
44,316,100000,100000,"[48, 49]"
45,146,292,102,"[49, 50]"
46,456,100000,100000,"[49, 50]"
47,293,586,205,[]
48,520,100000,100000,[]
49,169,338,100000,[]
50,155,310,100000,[]
