task,th,tr,tc,successor
1,528,100000,370,[7]
2,599,1198,419,[8]
3,372,100000,100000,"[9, 12, 13]"
4,600,100000,100000,"[10, 11, 12, 13]"
5,830,100000,581,"[10, 11, 12, 13]"
6,605,100000,100000,"[10, 11, 12, 13]"
7,160,320,112,[15]
8,500,1000,100000,[15]
9,539,1078,100000,[14]
10,472,944,330,"[15, 16]"
11,321,100000,225,[15]
12,471,100000,330,"[15, 16]"
13,443,100000,100000,"[15, 16]"
14,345,100000,100000,[17]
15,354,708,100000,"[18, 19, 20, 21, 22]"
16,399,798,279,"[20, 21, 22]"
17,545,1090,382,[24]
18,649,1298,100000,[25]
19,409,100000,286,[27]
20,522,1044,100000,"[23, 26, 28, 29, 34]"
21,291,100000,100000,"[28, 29, 34]"
22,514,100000,100000,"[28, 29]"
23,537,100000,100000,[30]
24,627,1254,100000,[33]
25,402,804,100000,[34]
26,555,100000,388,[31]
27,479,100000,100000,[32]
28,451,100000,100000,"[33, 35]"
29,526,1052,100000,[35]
30,602,100000,100000,[38]
31,416,100000,100000,[37]
32,622,1244,435,[36]
33,480,960,100000,"[39, 45, 48, 49]"
34,528,1056,370,"[41, 42, 43]"
35,567,100000,100000,[38]
36,604,1208,423,[40]
37,240,480,168,[41]
38,661,1322,463,"[41, 42, 43]"
39,567,100000,100000,[]
40,468,100000,328,[43]
41,631,100000,100000,"[44, 45, 46]"
42,338,676,100000,[46]
43,678,100000,100000,[48]
44,467,100000,100000,"[47, 49]"
45,585,100000,410,[]
46,598,100000,100000,[48]
47,600,100000,420,[50]
48,435,100000,100000,[]
49,408,100000,286,[]
50,459,100000,100000,[]
