task,th,tr,tc,successor
1,408,100000,100000,[28]
2,400,100000,280,"[6, 7]"
3,214,100000,100000,"[6, 8]"
4,26,52,100000,"[6, 7]"
5,465,100000,100000,[6]
6,25,100000,100000,"[10, 12, 14, 15]"
7,549,100000,100000,"[9, 10, 13, 14]"
8,125,100000,100000,"[11, 15]"
9,298,100000,209,[29]
10,45,100000,100000,[18]
11,158,316,111,"[16, 18]"
12,497,100000,348,"[16, 17, 36, 39]"
13,222,444,100000,"[19, 21, 27]"
14,154,100000,108,"[22, 26]"
15,184,100000,100000,"[16, 17, 24, 25]"
16,51,100000,100000,"[33, 42]"
17,455,100000,100000,[21]
18,159,318,111,"[20, 22, 23]"
19,150,300,100000,[50]
20,238,100000,167,"[24, 26]"
21,465,100000,326,"[43, 49]"
22,147,294,100000,[25]
23,589,1178,100000,[25]
24,201,100000,141,"[27, 28, 29]"
25,141,282,100000,"[27, 29, 38]"
26,293,100000,205,"[30, 32, 34]"
27,52,100000,100000,"[32, 37, 45]"
28,268,536,188,"[33, 34, 44]"
29,79,100000,100000,"[34, 47]"
30,330,660,100000,"[31, 33]"
31,31,100000,22,"[36, 37, 42]"
32,81,100000,100000,[44]
33,174,348,122,"[41, 47]"
34,470,940,100000,[35]
35,144,288,101,"[39, 40, 41, 42, 43]"
36,222,100000,100000,"[38, 40, 50]"
37,318,100000,100000,"[39, 44]"
38,93,100000,100000,"[47, 48]"
39,185,370,100000,[50]
40,169,338,100000,[]
41,45,100000,100000,"[45, 49]"
42,583,100000,100000,[50]
43,44,88,100000,"[45, 48]"
44,396,100000,277,"[46, 47]"
45,142,284,99,[]
46,276,100000,193,[]
47,29,58,20,[]
48,130,260,100000,[]
49,32,64,22,[]
50,302,100000,211,[]
