task,th,tr,tc,successor
1,529,100000,370,"[6, 10, 11]"
2,787,100000,551,[]
3,531,100000,372,[]
4,665,100000,100000,"[9, 12]"
5,806,1612,564,"[7, 8]"
6,423,100000,100000,[19]
7,455,910,100000,[19]
8,531,1062,372,[19]
9,403,806,282,"[13, 14, 15, 16]"
10,319,100000,100000,[]
11,466,932,100000,[]
12,489,100000,100000,"[17, 18]"
13,565,100000,396,[19]
14,240,480,168,[19]
15,358,100000,100000,[20]
16,511,100000,100000,"[22, 25]"
17,466,100000,326,"[21, 24]"
18,537,100000,100000,[23]
19,434,868,100000,"[26, 27, 28, 29, 30]"
20,566,100000,100000,[32]
21,460,920,322,"[31, 33, 34]"
22,684,100000,479,[35]
23,556,100000,100000,[]
24,468,936,100000,[]
25,615,100000,430,[]
26,509,100000,356,"[41, 42]"
27,493,986,100000,[]
28,597,100000,100000,[40]
29,529,1058,100000,[]
30,440,100000,308,[40]
31,462,100000,100000,[36]
32,423,846,100000,[39]
33,592,1184,414,[37]
34,525,100000,100000,[38]
35,466,932,100000,[]
36,625,1250,100000,[44]
37,354,100000,100000,[43]
38,676,100000,100000,[45]
39,374,100000,100000,[]
40,634,100000,444,[47]
41,267,534,187,[]
42,578,1156,100000,[46]
43,654,1308,100000,[48]
44,377,100000,264,[]
45,489,978,100000,[49]
46,623,1246,100000,[]
47,528,100000,370,[50]
48,599,100000,419,[]
49,542,100000,100000,[]
50,457,100000,100000,[]
