task,th,tr,tc,successor
1,137,100000,100000,"[9, 10]"
2,308,616,100000,"[4, 5, 6]"
3,145,290,100000,"[4, 5, 6]"
4,63,126,44,"[7, 8, 9, 10]"
5,129,100000,100000,"[7, 8, 9, 10]"
6,37,74,26,"[7, 8, 9, 10]"
7,64,100000,45,"[11, 12]"
8,162,324,100000,"[11, 12]"
9,141,100000,100000,"[11, 12]"
10,91,100000,64,"[11, 12]"
11,168,336,118,"[13, 14, 15]"
12,122,100000,100000,"[13, 14, 15]"
13,134,100000,94,"[16, 17]"
14,108,100000,100000,"[16, 17]"
15,153,306,100000,"[16, 17]"
16,214,100000,150,"[18, 19]"
17,268,536,100000,"[18, 19]"
18,121,100000,85,"[20, 21, 22, 23, 24]"
19,139,278,100000,"[20, 21, 22, 23, 24]"
20,73,100000,100000,"[25, 26, 27]"
21,132,100000,100000,"[25, 26, 27]"
22,110,100000,77,"[25, 26, 27]"
23,178,100000,100000,"[25, 26, 27]"
24,105,100000,100000,"[25, 26, 27]"
25,162,100000,113,[28]
26,146,100000,102,[28]
27,137,100000,100000,[28]
28,166,332,100000,"[29, 30, 31, 32]"
29,206,100000,100000,"[33, 34, 35, 36]"
30,87,100000,100000,"[33, 34]"
31,126,252,100000,"[33, 35, 36, 37]"
32,207,414,100000,"[33, 34]"
33,67,134,100000,[]
34,42,100000,100000,"[37, 39]"
35,165,100000,115,[38]
36,140,280,98,"[38, 41]"
37,170,100000,100000,[41]
38,123,246,86,"[39, 40, 48]"
39,224,448,157,"[43, 49]"
40,193,386,100000,[49]
41,154,100000,100000,[42]
42,196,100000,137,"[43, 44]"
43,205,410,100000,"[45, 47]"
44,122,100000,85,[46]
45,91,100000,100000,[50]
46,252,100000,176,"[48, 49, 50]"
47,259,518,100000,[]
48,130,260,91,[]
49,216,100000,100000,[]
50,115,100000,80,[]
