task,th,tr,tc,successor
1,180,360,126,[4]
2,68,136,100000,"[3, 5, 6]"
3,108,100000,100000,[7]
4,85,100000,100000,[8]
5,66,100000,46,"[8, 9, 10, 11, 12]"
6,132,264,100000,"[8, 9, 10, 11, 12]"
7,93,186,65,[13]
8,139,100000,97,"[14, 15, 16]"
9,97,194,100000,"[14, 15, 16]"
10,97,100000,68,[14]
11,29,58,20,[15]
12,30,60,100000,"[20, 31]"
13,203,406,100000,[17]
14,158,100000,111,"[18, 19, 20, 21, 22, 26]"
15,299,100000,100000,"[20, 31]"
16,115,230,100000,"[20, 21, 22, 26]"
17,293,586,205,[26]
18,101,100000,100000,[24]
19,105,100000,74,[25]
20,225,100000,158,"[23, 27]"
21,104,100000,100000,"[27, 30, 31]"
22,333,666,100000,"[31, 32, 33]"
23,293,100000,100000,[28]
24,158,100000,111,[29]
25,239,478,100000,[30]
26,45,100000,100000,"[30, 31]"
27,187,100000,131,"[32, 33, 37]"
28,179,358,125,[34]
29,126,100000,100000,[36]
30,79,100000,100000,"[37, 40]"
31,121,242,85,"[35, 37]"
32,238,100000,100000,"[40, 43]"
33,26,100000,100000,[41]
34,145,100000,100000,[40]
35,45,90,31,[39]
36,131,262,92,[40]
37,262,100000,183,"[38, 41, 42, 43, 47]"
38,155,100000,100000,[45]
39,120,240,100000,[46]
40,147,100000,100000,"[44, 47]"
41,33,100000,100000,[]
42,37,74,100000,[]
43,229,100000,160,"[48, 50]"
44,205,100000,100000,[49]
45,197,100000,100000,[50]
46,374,100000,262,[50]
47,58,116,100000,[50]
48,34,68,100000,[]
49,200,100000,100000,[]
50,74,100000,52,[]
