task,th,tr,tc,successor
1,512,1024,358,[25]
2,361,100000,253,[25]
3,529,1058,100000,[13]
4,523,100000,100000,[15]
5,508,100000,356,[14]
6,520,100000,100000,[11]
7,580,1160,100000,[]
8,639,100000,100000,[]
9,463,100000,100000,"[12, 16]"
10,555,100000,100000,[]
11,533,1066,100000,[25]
12,499,100000,349,[25]
13,457,100000,100000,[20]
14,535,100000,374,[19]
15,333,666,233,[22]
16,444,100000,311,"[17, 18, 21, 23, 24]"
17,429,100000,100000,[25]
18,487,100000,341,[25]
19,606,100000,100000,[27]
20,241,482,100000,[]
21,462,924,100000,"[26, 29]"
22,453,906,317,[28]
23,783,100000,548,[]
24,772,100000,540,"[30, 45]"
25,357,100000,250,"[31, 32, 33, 34, 35, 36, 39, 46]"
26,527,100000,369,[37]
27,507,1014,100000,[38]
28,476,100000,100000,[40]
29,585,100000,100000,[]
30,478,956,335,[46]
31,359,100000,251,[43]
32,532,1064,100000,[]
33,401,100000,100000,[]
34,371,100000,100000,[]
35,407,100000,100000,[]
36,692,100000,100000,[]
37,501,1002,351,[42]
38,459,918,100000,[41]
39,675,1350,100000,[]
40,281,562,197,[46]
41,487,100000,100000,[44]
42,469,100000,100000,"[45, 46]"
43,541,1082,100000,[]
44,740,100000,100000,[49]
45,588,1176,412,[48]
46,514,1028,100000,"[47, 50]"
47,545,100000,100000,[]
48,499,100000,100000,[]
49,472,944,330,[]
50,285,570,200,[]
